,Unnamed: 0.1,SchoolCode,CohortStudents,Dropout (Count),Dropout Rate,Unnamed: 0,SchoolName,DistrictCode,DistrictName,CountyCode,CountyName,FundPerStudent,Educational Option Type,Enrollment (K-12),Free Meal Count (K-12),Percent (%) Eligible Free (K-12),Low Grade,High Grade,Enrollment (Ages 5-17),TotalFTE,ClearFTE,OtherFTE,EnrollmentTotal,EnrollmentWhite,EnrollmentBlack,EnrollmentAsian,EnrollmentHispanic,EnrollmentNative,CountyMedianIncome,MedianIncome,TotalCourses,TotalEnrollment,UCCSUCourses,UCCSUEnrollment,StaffACourses,StaffAEnrollment,StaffBCourses,StaffBEnrollment,StaffNCourses,StaffNEnrollment,NCLBCoreCourses,NCLBEnrollment
284,1293,3430311,2016.0,244.0,0.121031746031746,3430311,Calvine High,67314,Elk Grove Unified,34,Sacramento,27879.94817067412,Continuation School,132,79,0.5984848484848485,9,12,101,8.5,4.15,4.36,246.0,27,59,24,102,*,43348,"89,800",78,578,54.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,1298,3430329,1748.0,516.0,0.2951945080091533,3430329,Rio Cazadero High (Continuation),67314,Elk Grove Unified,34,Sacramento,27879.94817067412,Continuation School,111,67,0.6036036036036037,9,12,63,10.66,8.58,2.08,191.0,13,49,13,91,*,43348,"89,800",82,615,61.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,1324,3430477,6668.0,692.0,0.1037792441511697,3430477,Florin High,67314,Elk Grove Unified,34,Sacramento,27879.94817067412,Traditional,1691,938,0.5547013601419278,9,12,1641,87.59,80.47,5.61,1785.0,101,205,618,691,*,43348,"89,800",459,11343,279.0,7934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,1354,3430592,6940.0,204.0,0.0293948126801152,3430592,Laguna Creek High,67314,Elk Grove Unified,34,Sacramento,27879.94817067412,Traditional,2210,749,0.3389140271493213,9,12,2108,97.44,86.51,6.76,2187.0,480,306,414,618,15,43348,"89,800",563,15194,344.0,9860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,1363,3430618,8900.0,288.0,0.0323595505617977,3430618,Sheldon High,67314,Elk Grove Unified,34,Sacramento,27879.94817067412,Traditional,2565,957,0.3730994152046784,9,12,2496,108.77,99.8,6.0,2661.0,378,339,866,686,17,43348,"89,800",362,9932,201.0,6548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,1440,3430873,9844.0,48.0,0.0048760666395774,3430873,Franklin High,67314,Elk Grove Unified,34,Sacramento,27879.94817067412,Traditional,2697,537,0.1991101223581757,9,12,2657,123.0,113.2,4.34,2897.0,508,306,858,580,*,43348,"89,800",342,11407,173.0,5608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,1642,105916,8468.0,492.0,0.0581010864430798,105916,Monterey Trail High,67314,Elk Grove Unified,34,Sacramento,27879.94817067412,Traditional,2398,1032,0.4303586321934946,9,12,2352,103.33,92.71,2.85,2432.0,156,393,877,606,*,43348,"89,800",274,7300,165.0,5050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,1669,3432002,748.0,212.0,0.2834224598930481,3432002,Daylor (William) High (Continuation),67314,Elk Grove Unified,34,Sacramento,27879.94817067412,Continuation School,66,55,0.8333333333333334,9,12,50,7.9,6.15,1.5,87.0,*,23,*,36,*,43348,"89,800",63,593,45.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,27,1933449,3224.0,148.0,0.0459057071960297,1933449,Gladstone High,64279,Azusa Unified,19,Los Angeles,37806.856121465295,Traditional,983,688,0.6998982706002035,9,12,957,45.95,37.53,6.22,1019.0,20,12,11,956,*,35925,"76,351",319,6813,224.0,5257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,1160,1930528,4064.0,404.0,0.0994094488188976,1930528,Azusa High,64279,Azusa Unified,19,Los Angeles,37806.856121465295,Traditional,1035,739,0.7140096618357488,9,12,1009,54.48,45.66,4.99,1089.0,29,*,12,1027,*,35925,"76,351",363,7636,271.0,5962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,1453,1931765,1948.0,356.0,0.1827515400410677,1931765,Sierra High,64279,Azusa Unified,19,Los Angeles,37806.856121465295,Continuation School,182,150,0.8241758241758241,9,12,167,12.46,10.2,2.26,212.0,*,*,*,198,*,35925,"76,351",75,1071,52.0,745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,28,3932308,3116.0,80.0,0.0256739409499358,3932308,Escalon High,68502,Escalon Unified,39,San Joaquin,26496.626844014507,Traditional,798,332,0.4160401002506265,9,12,786,36.59,29.9,5.54,849.0,363,*,13,439,*,39331,"69,327",207,4766,112.0,3058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,1300,3930054,140.0,60.0,0.4285714285714285,3930054,Vista High (Continuation),68502,Escalon Unified,39,San Joaquin,26496.626844014507,Continuation School,48,32,0.6666666666666666,9,12,44,2.0,2.0,0.0,41.0,11,*,*,28,*,39331,"69,327",9,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,30,3334299,7592.0,376.0,0.0495258166491043,3334299,Norte Vista High,66977,Alvord Unified,33,Riverside,19980.925697560975,Traditional,2056,1559,0.7582684824902723,9,12,2021,94.74,78.11,5.02,2232.0,71,32,42,2054,*,35590,"77,529",561,12992,335.0,9655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,565,125732,6360.0,152.0,0.0238993710691823,125732,Hillcrest High,66977,Alvord Unified,33,Riverside,19980.925697560975,Traditional,1842,984,0.5342019543973942,9,12,1816,73.22,66.09,3.33,1826.0,310,106,105,1197,*,35590,"77,529",401,9608,297.0,7604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,590,3337128,2616.0,216.0,0.0825688073394495,3337128,Alvord Continuation High,66977,Alvord Unified,33,Riverside,19980.925697560975,Continuation School,136,99,0.7279411764705882,9,12,101,10.01,7.57,1.97,238.0,*,13,*,206,*,35590,"77,529",182,892,53.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,786,135061,2408.0,284.0,0.1179401993355481,135061,Alvord Alternative Continuation High,66977,Alvord Unified,33,Riverside,19980.925697560975,Continuation School,121,97,0.8016528925619835,9,12,110,7.52,5.46,2.24,211.0,11,*,*,189,*,35590,"77,529",206,661,47.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,795,3330008,6492.0,128.0,0.0197165742452248,3330008,La Sierra High,66977,Alvord Unified,33,Riverside,19980.925697560975,Traditional,1546,1072,0.6934023285899095,9,12,1523,80.21,67.07,6.18,1687.0,151,57,65,1344,*,35590,"77,529",467,10247,309.0,7744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,31,4530333,400.0,0.0,0.0,4530333,Anderson New Technology High,69856,Anderson Union High,45,Shasta,9377.471328951588,Traditional,110,59,0.5363636363636364,9,12,109,7.27,5.4,1.21,145.0,100,*,*,25,*,37065,"60,988",67,962,40.0,664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,108,4530762,1112.0,392.0,0.3525179856115107,4530762,North Valley High,69856,Anderson Union High,45,Shasta,9377.471328951588,Continuation School,90,64,0.7111111111111111,9,12,84,5.0,1.58,3.42,162.0,104,*,*,31,*,37065,"60,988",79,263,37.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,118,4530804,1324.0,68.0,0.0513595166163142,4530804,Anderson High,69856,Anderson Union High,45,Shasta,9377.471328951588,Traditional,536,335,0.625,9,12,517,26.61,20.02,6.0,569.0,333,*,32,125,43,37065,"60,988",163,3095,76.0,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,1729,4530028,2148.0,16.0,0.0074487895716946,4530028,West Valley High,69856,Anderson Union High,45,Shasta,9377.471328951588,Traditional,749,269,0.3591455273698264,9,12,725,36.0,29.29,2.47,782.0,565,*,16,125,33,37065,"60,988",208,4900,131.0,3517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,1735,4530051,1044.0,64.0,0.0613026819923371,4530051,Oakview High (Alternative),69856,Anderson Union High,45,Shasta,9377.471328951588,Alternative School of Choice,135,82,0.6074074074074074,9,12,127,7.0,2.01,4.99,317.0,187,*,14,69,22,37065,"60,988",136,525,68.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,32,2130078,860.0,28.0,0.0325581395348837,2130078,Tamiscal High (Alternative),65482,Tamalpais Union High,21,Marin,13165.32905077524,Alternative School of Choice,119,9,0.0756302521008403,9,12,107,10.31,5.67,4.4,124.0,85,*,*,20,*,67925,"154,079",111,742,56.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,264,2131340,4312.0,80.0,0.0185528756957328,2131340,Sir Francis Drake High,65482,Tamalpais Union High,21,Marin,13165.32905077524,Traditional,1275,129,0.1011764705882353,9,12,1230,69.41,58.65,8.05,1374.0,1027,*,37,196,*,67925,"154,079",520,9937,318.0,7393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,529,2132587,5960.0,36.0,0.0060402684563758,2132587,Redwood High,65482,Tamalpais Union High,21,Marin,13165.32905077524,Traditional,1930,148,0.0766839378238342,9,12,1879,100.02,88.59,7.21,2019.0,1392,26,99,313,12,67925,"154,079",575,12894,442.0,10958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,740,2133692,5024.0,40.0,0.0079617834394904,2133692,Tamalpais High,65482,Tamalpais Union High,21,Marin,13165.32905077524,Traditional,1644,169,0.1027980535279805,9,12,1596,80.61,73.28,4.65,1629.0,1100,61,95,202,*,67925,"154,079",527,10677,386.0,8827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,905,2134419,608.0,76.0,0.125,2134419,San Andreas High (Continuation),65482,Tamalpais Union High,21,Marin,13165.32905077524,Continuation School,70,29,0.4142857142857143,10,12,62,6.99,4.94,1.98,105.0,48,*,*,33,*,67925,"154,079",50,431,38.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,33,1933472,2228.0,212.0,0.0951526032315978,1933472,Daily (Allan F.) High (Continuation),64568,Glendale Unified,19,Los Angeles,36279.86768675404,Continuation School,123,57,0.4634146341463415,9,12,71,14.6,11.99,2.61,264.0,121,*,*,123,*,35925,"76,589",131,991,46.0,452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,40,1933530,8852.0,204.0,0.0230456394035246,1933530,Glendale High,64568,Glendale Unified,19,Los Angeles,36279.86768675404,Traditional,1954,954,0.4882292732855681,9,12,1922,88.9,71.25,8.51,2130.0,1136,24,49,714,*,35925,"76,589",607,13127,273.0,7927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,146,1934082,5848.0,88.0,0.015047879616963,1934082,Herbert Hoover High,64568,Glendale Unified,19,Los Angeles,36279.86768675404,Traditional,1412,614,0.4348441926345609,9,12,1393,68.91,60.31,2.58,1573.0,959,19,77,396,*,35925,"76,589",452,9723,200.0,5887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,1170,1996131,4076.0,0.0,0.0,1996131,Anderson W. Clark Magnet High,64568,Glendale Unified,19,Los Angeles,36279.86768675404,Traditional,1191,485,0.4072208228379513,9,12,1186,43.8,39.03,2.77,1200.0,1004,*,55,58,*,35925,"76,589",355,7277,166.0,5010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,1531,1932144,8952.0,16.0,0.001787310098302,1932144,Crescenta Valley High,64568,Glendale Unified,19,Los Angeles,36279.86768675404,Traditional,2497,416,0.1665999199038846,9,12,2452,101.91,91.5,6.55,2595.0,1327,26,639,386,*,35925,"76,589",758,15471,351.0,10822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,99,115238,1420.0,160.0,0.1126760563380281,115238,ARISE High,61259,Oakland Unified,1,Alameda,28366.04867594912,Traditional,404,178,0.4405940594059406,9,12,389,21.2,9.08,11.62,397.0,*,*,*,369,*,59976,"85,495",116,2353,70.0,1479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,184,115667,2680.0,544.0,0.2029850746268656,115667,Oakland International High,61259,Oakland Unified,1,Alameda,28366.04867594912,Alternative School of Choice,274,266,0.9708029197080292,9,12,169,25.29,8.66,16.64,388.0,16,18,46,286,*,59976,"85,495",156,2593,101.0,1630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,312,132688,1732.0,108.0,0.0623556581986143,132688,Dewey Academy,61259,Oakland Unified,1,Alameda,28366.04867594912,Continuation School,104,88,0.8461538461538461,9,12,41,14.21,6.73,7.48,289.0,*,109,25,129,*,59976,"85,495",121,1506,86.0,933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,347,100065,1232.0,76.0,0.0616883116883116,100065,Oakland Unity High,61259,Oakland Unified,1,Alameda,28366.04867594912,Traditional,376,267,0.7101063829787234,9,12,368,16.0,12.5,2.0,372.0,*,17,*,331,*,59976,"85,495",74,1669,54.0,1275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,450,125161,4288.0,1728.0,0.4029850746268656,125161,Castlemont High,61259,Oakland Unified,1,Alameda,28366.04867594912,Traditional,725,594,0.8193103448275862,9,12,642,52.61,12.08,38.57,871.0,11,219,19,585,*,59976,"85,495",296,5920,196.0,4478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,481,100701,616.0,0.0,0.0,100701,MetWest High,61259,Oakland Unified,1,Alameda,28366.04867594912,Traditional,279,260,0.931899641577061,9,12,273,15.01,6.66,8.35,255.0,20,47,17,157,*,59976,"85,495",36,1058,25.0,842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,491,108944,1140.0,44.0,0.0385964912280701,108944,Lighthouse Community Charter High,61259,Oakland Unified,1,Alameda,28366.04867594912,Traditional,313,246,0.7859424920127795,9,12,295,17.3,10.65,6.65,315.0,14,29,*,262,*,59976,"85,495",47,977,42.0,931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,563,125716,3560.0,952.0,0.2674157303370786,125716,Fremont High,61259,Oakland Unified,1,Alameda,28366.04867594912,Traditional,1052,956,0.908745247148289,9,12,949,57.21,27.66,28.54,964.0,23,184,43,655,*,59976,"85,495",262,5076,144.0,3361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,723,110189,1372.0,216.0,0.1574344023323615,110189,McClymonds High,61259,Oakland Unified,1,Alameda,28366.04867594912,Traditional,352,283,0.8039772727272727,9,12,345,24.33,13.96,9.87,402.0,19,301,15,47,*,59976,"85,495",184,3019,99.0,2133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,762,126748,1912.0,136.0,0.0711297071129707,126748,LPS Oakland R & D Campus,61259,Oakland Unified,1,Alameda,28366.04867594912,Traditional,436,381,0.8738532110091743,9,12,412,24.0,11.0,11.5,496.0,*,32,*,457,*,59976,"85,495",103,2460,81.0,2120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,780,118653,1616.0,32.0,0.0198019801980198,118653,Ralph J. Bunche High,61259,Oakland Unified,1,Alameda,28366.04867594912,Continuation School,81,65,0.8024691358024691,9,12,42,7.91,1.72,6.18,163.0,*,70,*,57,*,59976,"85,495",51,859,29.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,986,135905,7028.0,1052.0,0.1496869664200341,135905,Oakland High,61259,Oakland Unified,1,Alameda,28366.04867594912,Traditional,1579,1177,0.7454084863837872,9,12,1493,91.14,42.54,45.79,1756.0,43,399,518,688,*,59976,"85,495",702,12704,375.0,9392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,1027,136051,7400.0,284.0,0.0383783783783783,136051,Oakland Technical High,61259,Oakland Unified,1,Alameda,28366.04867594912,Traditional,1880,799,0.425,9,12,1833,102.31,58.47,38.27,1998.0,481,549,332,406,*,59976,"85,495",730,12175,369.0,9978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,1148,111856,1496.0,0.0,0.0,111856,American Indian Public High,61259,Oakland Unified,1,Alameda,28366.04867594912,Traditional,446,267,0.5986547085201793,9,12,424,16.56,6.13,10.34,463.0,24,119,231,76,*,59976,"85,495",86,2195,57.0,1465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,1504,137943,5056.0,312.0,0.0617088607594936,137943,Skyline High,61259,Oakland Unified,1,Alameda,28366.04867594912,Traditional,1568,887,0.5656887755102041,9,12,1521,92.55,53.06,32.97,1754.0,194,486,202,661,*,59976,"85,495",529,10773,324.0,8239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,1582,130146,3720.0,696.0,0.1870967741935484,130146,Rudsdale Continuation,61259,Oakland Unified,1,Alameda,28366.04867594912,Continuation School,213,168,0.7887323943661971,9,12,66,17.79,9.39,8.42,401.0,*,74,*,306,*,59976,"85,495",107,1663,57.0,959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,1588,130179,468.0,60.0,0.1282051282051282,130179,Street Academy (Alternative),61259,Oakland Unified,1,Alameda,28366.04867594912,Alternative School of Choice,88,72,0.8181818181818182,9,12,70,4.5,0.52,3.98,107.0,*,54,*,43,*,59976,"85,495",43,680,21.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,39,3735750,5664.0,132.0,0.0233050847457627,3735750,Point Loma High,68338,San Diego Unified,37,San Diego,48402.635824125035,Traditional,1739,477,0.2742955721679126,9,12,1688,75.4,71.22,2.0,1802.0,908,47,35,653,*,43442,"84,582",445,11383,336.0,9615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,44,106732,1296.0,0.0,0.0,106732,High Tech High International,68338,San Diego Unified,37,San Diego,48402.635824125035,Traditional,391,131,0.3350383631713555,9,12,380,19.4,15.4,2.0,406.0,117,23,17,192,*,43442,"84,582",58,1237,54.0,1139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,95,107029,4412.0,84.0,0.0190389845874886,107029,San Diego International Studies,68338,San Diego Unified,37,San Diego,48402.635824125035,Traditional,1056,436,0.4128787878787879,9,12,1048,43.8,39.56,4.38,1196.0,306,62,20,710,*,43442,"84,582",316,9331,258.0,8098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,101,107052,2212.0,256.0,0.1157323688969258,107052,San Diego Business/Leadership,68338,San Diego Unified,37,San Diego,48402.635824125035,Traditional,550,362,0.6581818181818182,9,12,527,27.84,21.79,2.26,551.0,20,51,*,456,*,43442,"84,582",188,4966,135.0,4076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,107,107078,1096.0,0.0,0.0,107078,Kearny Digital Media & Design,68338,San Diego Unified,37,San Diego,48402.635824125035,Traditional,355,201,0.5661971830985916,9,12,346,16.2,16.19,0.0,363.0,50,40,33,188,*,43442,"84,582",76,1727,54.0,1424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,110,107086,1056.0,32.0,0.0303030303030303,107086,Kearny School of Biomedical Science and Technology,68338,San Diego Unified,37,San Diego,48402.635824125035,Traditional,355,210,0.5915492957746479,9,12,344,15.01,13.64,1.0,379.0,42,26,66,190,*,43442,"84,582",73,1450,47.0,1327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,111,107094,1356.0,0.0,0.0,107094,Kearny College Connections,68338,San Diego Unified,37,San Diego,48402.635824125035,Traditional,352,163,0.4630681818181818,9,12,343,14.51,14.01,0.0,363.0,36,48,45,183,*,43442,"84,582",85,1890,54.0,1506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,113,107102,1228.0,12.0,0.009771986970684,107102,Kearny Eng Innov & Design,68338,San Diego Unified,37,San Diego,48402.635824125035,Traditional,315,172,0.546031746031746,9,12,307,15.91,14.0,0.66,331.0,55,21,32,179,*,43442,"84,582",61,1253,40.0,949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,126,107177,4456.0,336.0,0.0754039497307001,107177,Crawford High,68338,San Diego Unified,37,San Diego,48402.635824125035,Traditional,1150,898,0.7808695652173913,9,12,1104,53.68,51.09,0.0,1190.0,31,308,236,564,*,43442,"84,582",322,8549,183.0,5570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,133,107219,2896.0,64.0,0.0220994475138121,107219,San Diego Science and Technology,68338,San Diego Unified,37,San Diego,48402.635824125035,Traditional,851,546,0.6415981198589894,9,12,833,40.5,33.11,5.08,870.0,48,87,13,678,*,43442,"84,582",196,5493,147.0,4706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,187,107482,552.0,16.0,0.0289855072463768,107482,San Diego Metro Career and Tech,68338,San Diego Unified,37,San Diego,48402.635824125035,Alternative School of Choice,107,46,0.4299065420560747,9,12,102,14.02,7.8,6.23,142.0,60,*,*,56,*,43442,"84,582",48,895,26.0,604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,451,108787,1436.0,16.0,0.011142061281337,108787,High Tech High Media Arts,68338,San Diego Unified,37,San Diego,48402.635824125035,Traditional,394,127,0.3223350253807107,9,12,389,21.0,16.08,4.25,411.0,104,19,11,225,*,43442,"84,582",56,1242,56.0,1242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,484,3737962,3032.0,544.0,0.179419525065963,3737962,Garfield High,68338,San Diego Unified,37,San Diego,48402.635824125035,Continuation School,188,145,0.7712765957446809,9,12,95,25.8,21.55,3.25,333.0,11,20,*,288,*,43442,"84,582",117,1041,100.0,937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,559,3730173,4292.0,36.0,0.0083876980428704,3730173,Serra High,68338,San Diego Unified,37,San Diego,48402.635824125035,Traditional,1345,392,0.291449814126394,9,12,1318,60.79,55.46,1.33,1447.0,429,106,118,562,*,43442,"84,582",326,8714,257.0,7320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,561,3730181,8312.0,632.0,0.0760346487006737,3730181,Mira Mesa High,68338,San Diego Unified,37,San Diego,48402.635824125035,Traditional,2289,812,0.3547400611620795,9,12,2230,97.21,91.53,3.5,2394.0,263,94,535,580,*,43442,"84,582",513,14344,398.0,11910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,584,3730314,6208.0,40.0,0.0064432989690721,3730314,University City High,68338,San Diego Unified,37,San Diego,48402.635824125035,Traditional,1718,585,0.340512223515716,9,12,1693,72.0,67.63,2.77,1759.0,615,51,196,677,*,43442,"84,582",369,10956,292.0,9160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,686,3730884,7020.0,16.0,0.0022792022792022,3730884,Scripps Ranch High,68338,San Diego Unified,37,San Diego,48402.635824125035,Traditional,1950,254,0.1302564102564102,9,12,1922,80.81,76.49,2.05,2079.0,826,51,540,300,*,43442,"84,582",469,13072,376.0,11168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,704,118315,464.0,0.0,0.0,118315,East Village Middle College High,68338,San Diego Unified,37,San Diego,48402.635824125035,Alternative School of Choice,99,59,0.5959595959595959,9,12,97,9.0,8.08,0.91,127.0,13,*,*,96,*,43442,"84,582",40,437,30.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,726,3731056,336.0,44.0,0.1309523809523809,3731056,TRACE,68338,San Diego Unified,37,San Diego,48402.635824125035,Special Education School,448,276,0.6160714285714286,9,12,11,40.0,15.0,2.0,595.0,91,59,42,338,*,43442,"84,582",200,2881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,759,3731213,3212.0,48.0,0.0149439601494396,3731213,Clairemont High,68338,San Diego Unified,37,San Diego,48402.635824125035,Traditional,882,341,0.3866213151927438,9,12,857,42.33,33.49,2.0,914.0,346,14,48,411,*,43442,"84,582",199,4575,136.0,3563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,764,3731247,1904.0,124.0,0.065126050420168,3731247,High Tech High,68338,San Diego Unified,37,San Diego,48402.635824125035,Traditional,501,147,0.2934131736526946,9,12,484,16.0,14.5,1.0,528.0,161,30,16,251,*,43442,"84,582",84,1614,83.0,1608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,822,118851,1256.0,44.0,0.0350318471337579,118851,King-Chavez Community High,68338,San Diego Unified,37,San Diego,48402.635824125035,Traditional,331,290,0.8761329305135952,9,12,312,15.5,4.39,11.5,322.0,*,*,*,316,*,43442,"84,582",105,2240,69.0,1584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,976,127647,1732.0,32.0,0.0184757505773672,127647,e3 Civic High,68338,San Diego Unified,37,San Diego,48402.635824125035,Traditional,413,236,0.5714285714285714,9,12,404,26.6,15.78,10.09,430.0,28,43,*,328,*,43442,"84,582",204,3646,106.0,2063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,1162,3732781,8644.0,100.0,0.0115687181860249,3732781,Henry High,68338,San Diego Unified,37,San Diego,48402.635824125035,Traditional,2517,624,0.2479141835518474,9,12,2478,107.42,102.09,0.48,2607.0,1024,154,358,787,*,43442,"84,582",523,14458,430.0,12717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,1209,3732997,8176.0,636.0,0.0777886497064579,3732997,Hoover High,68338,San Diego Unified,37,San Diego,48402.635824125035,Traditional,2326,1767,0.7596732588134136,9,12,2274,102.34,93.18,5.09,2267.0,35,171,259,1747,*,43442,"84,582",404,11609,280.0,8845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,1226,120410,192.0,4.0,0.0208333333333333,120410,iHigh Virtual Academy,68338,San Diego Unified,37,San Diego,48402.635824125035,Alternative School of Choice,1682,747,0.4441141498216409,9,12,1664,6.91,4.55,2.36,54.0,15,*,*,13,*,43442,"84,582",91,2027,78.0,1920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,1314,3733508,4492.0,0.0,0.0,3733508,La Jolla High,68338,San Diego Unified,37,San Diego,48402.635824125035,Traditional,1287,229,0.1779331779331779,9,12,1242,53.8,49.0,2.8,1343.0,753,19,83,339,*,43442,"84,582",324,8294,256.0,7016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,1355,3733698,3044.0,0.0,0.0,3733698,Madison High,68338,San Diego Unified,37,San Diego,48402.635824125035,Traditional,909,516,0.5676567656765676,9,12,890,49.4,40.66,3.94,958.0,145,95,60,568,*,43442,"84,582",274,5884,159.0,4731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,1540,3734431,3988.0,104.0,0.0260782347041123,3734431,Mission Bay High,68338,San Diego Unified,37,San Diego,48402.635824125035,Traditional,1185,352,0.2970464135021097,9,12,1161,54.21,48.7,4.87,1199.0,445,57,25,568,*,43442,"84,582",337,8690,226.0,6766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,1586,3734654,6924.0,168.0,0.024263431542461,3734654,Morse High,68338,San Diego Unified,37,San Diego,48402.635824125035,Traditional,1702,968,0.5687426556991775,9,12,1660,79.96,71.35,4.11,1844.0,34,222,58,755,*,43442,"84,582",375,10133,278.0,8237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
