,Dcode,avg_dropout_rate,total_fund,CO Code,District,EDP 365,Current Expense ADA,Current Expense Per ADA,LEA Type,TOTALREV,TFEDREV,C14,C15,C16,C17,C19,B11,C20,C25,C36,B10,B12,B13,TSTREV,C01,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C24,C35,C38,C39,TLOCREV,T02,T06,T09,T15,T40,T99,D11,D23,A07,A08,A09,A11,A13,A15,A20,A40,U11,U22,U30
222,68049,35.98333333333333,86119857.13,37,DEHESA ELEM SCH DIST,"3,694,623.45",130.77,"28,252.84",Elementary,3901,400,28,246,4,0,0,0,32,32,0,51,10,1,1481,1231,2,0,9,0,0,0,3,0,0,154,0,0,82,0,2020,0,1851,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,98,0
223,68106,7.069172932330827,648203378.41,37,ESCONDIDO UNION HIGH SCH.DIST,"101,865,134.13","6,895.17","14,773.40",High,134485,7649,2007,1200,318,0,229,196,1394,2623,0,0,0,0,67921,48758,47,0,516,0,0,16,209,0,0,15471,0,0,2904,0,58915,0,46254,0,0,0,0,0,6614,576,2,416,0,0,0,127,188,0,1655,0
224,68122,14.243243243243244,158049748.1,37,FALLBROOK UNION HIGH SCHOOL DIST,"29,705,169.06","2,000.76","14,846.94",High,36779,3318,444,365,48,0,65,32,0,949,0,1463,0,0,16403,11868,20,0,146,0,0,10,69,0,0,3426,0,0,864,0,17058,0,13866,0,0,0,0,1525,0,0,63,90,0,0,0,0,139,0,332,0
225,68130,9.341238670694864,1460061105.05,37,GROSSMONT UNION HIGH SCHOOL DIST,"226,587,296.33","15,397.78","14,715.58",High,328281,17835,4528,4015,687,0,719,281,2483,5809,0,0,0,0,142529,77561,113,0,1197,0,0,20,403,15792,0,40850,0,0,6593,0,167917,0,142486,0,0,0,0,0,9062,1322,121,2014,0,0,0,299,560,0,4429,0
226,68163,23.181538461538462,66778149.3,37,JULIAN UNION ELEM SCH DIST,"4,702,967.44",261.49,"17,985.27",Elementary,7033,855,57,422,9,0,0,0,200,121,0,47,8,0,3069,2393,4,0,21,0,0,0,51,0,0,491,0,0,109,0,3109,0,2403,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,95,0
227,68171,11.4,11512980.98,37,JULIAN UNION HIGH SCHOOL DIST,"2,886,984.77",99.77,"28,936.40",High,3199,99,33,30,4,0,3,0,33,0,0,0,0,0,801,382,2,0,7,0,0,6,0,0,0,331,0,0,73,0,2299,0,2048,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,14,0
228,68189,14.455555555555556,290057868.03000003,37,LAKESIDE UNION ELEMENTARY SCHOOL DISTRICT,"57,867,766.21","4,861.63","11,902.96",Elementary,17895,1098,177,285,52,0,0,18,23,595,0,0,0,0,12625,11335,8,0,93,0,0,0,46,0,0,748,0,0,395,0,4172,0,2248,0,0,0,0,662,0,0,0,74,0,0,0,0,13,0,100,0
229,68189,14.455555555555556,290057868.03000003,37,LAKESIDE UNION ELEMENTARY SCHOOL DISTRICT,"57,867,766.21","4,861.63","11,902.96",Elementary,4869,627,251,16,20,0,0,14,43,303,0,0,0,0,3465,3037,4,0,32,0,0,0,23,0,0,266,0,0,103,0,777,0,353,0,0,0,0,114,157,0,0,5,0,0,0,0,0,0,99,0
230,68189,14.455555555555556,290057868.03000003,37,LAKESIDE UNION ELEMENTARY SCHOOL DISTRICT,"57,867,766.21","4,861.63","11,902.96",Elementary,74844,4671,640,1452,115,0,0,44,282,1579,0,656,18,0,48037,36998,35,764,390,0,0,0,92,0,0,7983,0,0,1775,0,22136,0,12936,0,0,0,0,3621,486,0,47,419,0,0,0,0,29,0,619,0
231,68213,24.05829596412556,89971156.16,37,MOUNTAIN EMPIRE UNIF SCH DIST,"23,130,086.01","1,613.82","14,332.51",Unified,29080,2356,462,499,61,30,15,36,96,607,0,232,31,378,17424,13964,21,0,119,0,0,16,45,0,0,2631,0,0,628,0,9300,0,7983,0,0,0,0,0,0,0,6,79,0,0,0,0,12,0,67,0
232,68296,5.291616766467066,2508987768.7,37,POWAY UNIFIED SCHOOL DISTRICT,"396,797,404.80","35,164.22","11,284.12",Unified,560819,12442,1799,6512,607,0,132,409,465,2910,0,165,0,50,253125,135719,226,17644,2616,0,0,12,150,27673,0,57259,0,0,11826,0,295252,0,233918,0,0,0,0,2590,12214,686,1358,6804,0,0,0,624,1241,0,4186,0
233,68304,4.47972972972973,247152948.66,37,RAMONA CITY UNIF SCH DIST,"58,217,694.74","5,159.79","11,282.96",Unified,65784,3368,497,1233,91,0,31,80,468,1059,0,0,0,0,33471,25442,47,0,384,0,0,4,194,0,0,5658,0,0,1742,0,28945,0,22949,0,0,0,0,3203,2,0,0,550,0,0,0,0,121,0,286,0
234,68338,5.691347851677458,11251422806.51,37,SAN DIEGO CO SPL SCHS OPER BY CO SUPT,"1,356,169,715.64","97,649.78","13,888.10",Unified,523122,87265,10235,64608,83,548,0,131,11492,404,0,0,0,395,269988,39329,113,164438,965,0,0,0,31,0,0,65112,0,0,0,0,165869,102108,0,0,0,0,0,11012,9346,0,0,0,0,0,0,26312,1956,0,3786,0
235,68346,9.612295081967213,1250476329.05,37,SAN DIEGUITO UNION HIGH SCHOOL DIST,"146,644,610.66","12,557.03","11,678.29",High,186954,4003,614,2063,117,0,119,90,676,441,0,0,0,0,32105,5882,63,0,917,0,0,0,33,0,0,20588,0,0,4622,0,150846,0,126073,0,0,0,8304,5073,253,0,234,2266,0,0,0,62,214,0,2642,0
236,69047,5.086853448275862,1168188085.39,41,SAN DIEGUITO UNION HIGH SCHOOL DIST,"164,053,046.48","8,474.80","19,357.75",High,186954,4003,614,2063,117,0,119,90,676,441,0,0,0,0,32105,5882,63,0,917,0,0,0,33,0,0,20588,0,0,4622,0,150846,0,126073,0,0,0,8304,5073,253,0,234,2266,0,0,0,62,214,0,2642,0
237,68403,30.865714285714283,50276490.24,37,SPENCER VAL ELEM SCH DIST,"2,591,132.77",39.30,"65,932.13",Elementary,3965,363,0,348,1,0,0,0,15,0,0,0,0,0,1784,1593,1,0,3,0,0,0,0,0,0,160,0,0,27,0,1818,0,219,0,0,0,0,895,0,0,0,4,0,0,0,0,1,0,263,0
238,68411,9.301075268817204,2321984649.54,37,SWEETWATER UNION HIGH SCH DIST,"468,898,039.49","36,824.64","12,733.27",High,595949,36850,12426,7193,1916,0,767,832,6181,9442,0,0,0,9,375984,290493,263,0,2741,0,0,0,706,0,0,66820,0,0,14961,0,183115,0,113822,0,0,0,30064,14988,8877,184,540,1226,0,0,54,23,567,35,4684,0
239,68437,59.4,16078394.299999999,37,VALLECITOS ELEM SCH DIST,"2,473,160.61",198.91,"12,433.57",Elementary,3551,147,55,66,8,0,0,11,15,0,0,0,0,0,2065,1332,2,0,15,0,0,0,0,366,0,272,0,0,78,0,1339,0,880,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,54,0
240,68452,24.455773420479304,1223994740.42,37,VISTA UNIFIED SCH DIST,"268,375,961.40","19,704.19","13,620.25",Unified,320711,23716,4662,4910,722,0,155,143,4577,9256,0,0,0,13,190165,138387,149,0,1464,0,0,7,612,0,0,41411,0,0,8135,0,106830,0,83172,0,0,0,0,1629,5648,164,0,1525,0,0,0,751,362,0,1450,0
241,68478,22.915145813734714,4149441944.09,38,SAN FRANCISCO UNIF SCH DIST,"817,101,561.65","49,912.87","16,370.56",Unified,1180639,44573,13372,0,1478,0,0,2085,10420,18665,0,0,31,0,423188,268445,242,0,3696,0,0,0,1104,23024,0,101121,0,0,25556,0,712878,0,387168,0,0,0,92564,0,12817,0,0,1441,0,0,0,0,10999,0,9837,0
242,68502,13.445121951219512,189477096.3,39,ESCALON UNIFIED SCH DIST,"26,822,743.45","2,570.16","10,436.22",Unified,45268,1808,689,362,86,0,20,65,44,628,0,0,0,0,33284,20588,18,0,210,0,0,10,47,7788,0,3731,0,0,892,0,10176,0,8271,0,0,0,0,500,0,0,0,244,0,0,0,0,29,21,441,0
243,68569,2.288732394366197,477199881.15,39,LINCOLN UNIF SCH DIST,"99,275,018.86","8,449.34","11,749.44",Unified,131326,7458,2225,1557,253,0,61,145,322,3148,0,0,0,0,93400,74999,53,0,653,0,0,0,238,0,0,14300,0,0,3157,0,30468,0,20391,0,0,0,3514,1189,431,0,0,562,0,0,0,15,349,0,821,0
244,68577,1.64,113406260.02,39,LINDEN UNIFIED SCH DIST,"26,302,785.06","2,210.93","11,896.71",Unified,31565,1898,496,391,53,0,20,52,57,882,0,0,0,0,20935,16511,16,0,163,0,0,15,65,0,0,3407,0,0,758,0,8732,0,7008,0,0,0,95,740,0,0,0,176,0,0,0,0,0,0,203,0
245,68585,8.998945147679326,2220195426.19,39,LODI UNIFIED SCH DIST,"335,315,008.07","27,091.33","12,377.21",Unified,436348,33479,7857,7953,1373,0,242,708,3172,13547,0,0,0,0,311198,234426,209,16263,2025,0,0,40,894,0,0,47361,0,0,9980,0,91671,0,77522,0,0,0,0,0,905,0,87,2975,0,0,0,74,153,0,4120,0
246,68593,5.08743961352657,1846268688.81,39,MANTECA UNIF SCH DIST,"260,766,084.03","22,301.87","11,692.57",Unified,332669,20472,6382,4285,671,0,153,532,0,8991,0,0,51,78,218772,178838,154,0,1654,0,0,51,817,0,0,28782,0,0,8476,0,93425,0,55743,0,0,0,9135,3862,6036,47,0,1120,0,0,0,0,282,0,4559,0
247,68627,20.85223880597015,81156275.54,39,NEW JERUSALEM ELEM SCH DIST,"2,611,539.23",20.67,"126,344.42",Elementary,24266,686,28,340,3,0,0,0,179,139,0,0,0,0,19580,16944,14,144,136,0,0,0,11,0,0,1783,0,0,548,0,4000,0,695,0,0,0,0,2759,0,0,0,269,0,0,0,0,0,0,58,0
248,68650,25.6151724137931,228828440.38,39,RIPON UNIFIED SCH DIST,"32,643,980.56","3,165.31","10,313.04",Unified,44076,1388,374,410,78,0,19,38,58,489,0,0,0,0,28518,23252,19,0,151,0,0,20,29,0,0,4107,0,0,940,0,14170,0,7587,0,0,0,0,0,1235,0,46,411,0,0,0,416,46,0,369,0
249,68676,11.764516129032259,2827027341.51,39,STOCKTON CITY UNIFIED SCH DIST,"500,026,300.50","32,964.89","15,168.45",Unified,602321,56614,23982,8319,3572,0,402,1184,2790,19536,0,0,327,74,441228,341050,275,22234,2595,0,0,6,1435,0,0,59401,0,0,14232,0,104479,0,79866,0,0,0,0,5569,7302,10,0,87,0,0,0,11,1313,0,6108,0
250,68700,6.109375,339741088.35,40,ATASCADERO UNIFIED SCHOOL DISTRICT,"49,932,928.57","4,503.37","11,087.90",Unified,63506,2374,437,953,88,0,23,37,105,816,0,0,0,3,22944,14963,44,0,332,0,0,13,56,502,0,5444,0,0,1590,0,38188,0,32132,0,0,0,0,901,1512,0,0,465,0,0,0,0,111,0,745,0
251,68759,7.301980198019802,717025995.78,40,LUCIA MAR UNIFIED SCHOOL DISTRICT,"113,426,693.98","9,847.93","11,517.82",Unified,142500,7319,1333,1968,182,0,58,138,1043,2702,0,0,0,77,46492,27676,69,0,730,0,0,41,179,2000,0,12240,0,0,3557,0,88689,0,77902,0,0,0,0,1858,2003,70,0,510,0,0,0,15,277,0,1945,0
252,68809,6.6686046511627906,958923860.65,40,SAN LUIS COASTAL UNIF SCH DIST,"96,158,404.77","7,235.10","13,290.54",Unified,121250,4146,746,1545,159,0,38,90,525,1127,0,0,0,75,23492,5071,59,0,535,0,0,18,219,2681,0,12075,0,0,2834,0,93612,0,84327,0,0,0,0,440,56,394,100,448,0,0,0,274,902,0,2571,0
253,68833,12.4,18648542.27,40,SHANDON UNIF SCH DIST,"4,479,224.87",283.55,"15,796.95",Unified,5419,369,57,56,10,0,2,16,37,201,0,0,0,0,2323,1741,4,0,20,0,0,14,16,0,0,403,0,0,125,0,2727,0,2399,0,0,0,0,197,0,0,0,10,0,0,0,0,23,0,33,0
254,68841,0.0,146487896.18,40,TEMPLETON UNIFIED SCH,"25,289,893.54","2,311.36","10,941.56",Unified,31520,769,169,428,37,0,9,12,12,139,0,0,0,0,15132,8386,16,0,165,0,0,20,10,2133,0,3645,0,0,757,0,15619,0,13490,0,0,0,0,238,0,1,0,256,0,0,0,26,47,0,304,0
255,68890,1.1163265306122447,316487036.57,41,CABRILLO UNIFIED SCHOOL DISTRICT,"38,226,512.39","3,012.99","12,687.24",Unified,50627,1619,130,694,123,0,15,154,108,518,0,0,0,0,21383,15019,21,48,220,0,0,7,41,0,0,4943,0,0,1084,0,27625,0,21211,0,0,0,1631,206,2372,0,0,189,0,0,0,0,33,0,858,0
256,68916,37.528571428571425,530970131.38,41,JEFFERSON ELEM SCH DIST,"72,904,071.99","5,733.26","12,715.99",Elementary,246,17,0,1,1,0,0,0,16,0,0,0,0,0,133,122,0,0,1,0,0,0,0,0,0,5,0,0,5,0,96,0,89,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0
257,68916,37.528571428571425,530970131.38,41,JEFFERSON ELEM SCH DIST,"72,904,071.99","5,733.26","12,715.99",Elementary,90199,4654,856,1420,156,0,0,321,0,2057,0,0,0,0,54171,41965,28,23,433,0,0,0,106,0,0,9419,0,0,2197,0,31374,0,23444,0,0,0,1266,0,1682,0,0,636,0,0,0,0,166,0,1519,0
258,68916,37.528571428571425,530970131.38,41,JEFFERSON ELEM SCH DIST,"72,904,071.99","5,733.26","12,715.99",Elementary,28111,886,115,260,45,0,0,30,30,451,0,0,0,0,18775,15106,13,0,167,0,0,0,34,0,0,2780,0,0,675,0,8450,0,5245,0,0,0,0,357,17,0,24,339,0,0,0,0,31,0,255,0
259,68924,6.073311897106109,594518662.92,41,JEFFERSON UNION HIGH SCHOOL DISTRICT,"54,450,201.31","4,068.71","13,382.67",High,87379,2235,445,813,123,0,75,57,407,438,0,0,0,0,12457,4319,26,51,307,0,0,0,34,0,0,6169,0,0,1551,0,72687,0,59924,0,0,0,2394,0,2866,7,0,202,0,0,0,0,2910,0,2119,0
260,68940,2.16,33637899.78,41,LA HONDA PESCADERO UNIFIED SCHOOL DISTRICT,"6,712,706.41",301.21,"22,285.80",Unified,7244,483,83,53,7,0,0,27,240,80,0,0,0,0,1242,316,3,0,20,0,0,0,6,0,0,710,0,0,187,0,5519,0,4586,0,0,0,201,0,0,0,0,35,0,0,0,0,1,0,101,0
261,68999,2.2125,348021890.29,41,RAVENSWOOD CITY ELEMENTARY SCHOOL DISTRICT,"40,852,585.19","2,242.50","18,217.43",Elementary,56129,4540,1197,843,154,0,0,243,76,2168,0,0,0,13,26780,19640,33,28,156,0,0,0,143,0,0,5733,0,0,1047,0,24809,0,7081,0,0,0,1167,0,10627,0,0,12,0,0,0,0,1470,0,949,0
262,69062,13.53228155339806,1079419901.71,41,SEQUOIA UNION HIGH SCHOOL DISTRICT,"161,718,393.86","8,336.71","19,398.35",High,243727,4442,1012,1470,204,0,185,144,358,1268,0,0,0,5,37211,6779,73,0,630,0,0,0,100,11721,0,12845,0,0,5063,0,202074,0,170978,0,0,0,891,0,14736,0,0,808,0,0,0,0,1394,0,2316,0
263,69070,5.286666666666667,658117194.0600001,41,SOUTH SAN FRANCISCO UNIFIED SCH DIST,"103,511,767.67","7,982.84","12,966.78",Unified,134791,5555,830,1904,190,0,50,482,710,1579,0,0,0,0,23810,5380,54,0,608,0,0,0,109,0,0,14579,0,0,3080,0,105426,0,77264,0,0,0,0,79,21558,52,0,963,0,0,0,839,871,0,1759,0
264,69112,3.7833333333333337,17954116.72,42,BLOCHMAN UNION ELEM SCH DIST,"2,255,518.68",199.32,"11,316.07",Elementary,3928,155,0,40,0,0,0,0,33,82,0,0,0,0,2343,1871,2,0,16,0,0,0,7,0,0,389,0,0,58,0,1430,0,1242,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,34,0
265,69146,8.097826086956522,292463784.35,42,CARPINTERIA UNIFIED SCH DIST,"30,542,984.00","2,072.64","14,736.27",Unified,36639,1864,346,407,61,0,2,86,305,718,0,0,0,0,5661,1725,20,0,198,0,0,7,49,0,0,2798,0,0,864,0,29114,0,26239,0,0,0,0,681,0,0,0,191,0,0,0,0,200,0,770,0
266,69229,8.765168539325844,417029370.88,42,LOMPOC UNIFIED SCH DIST,"110,323,664.39","9,023.57","12,226.17",Unified,134568,9780,2296,1778,462,0,83,276,755,3227,0,1365,0,0,91114,71309,69,0,559,0,0,11,311,0,0,15472,0,0,3383,0,33674,0,25474,0,0,0,0,3158,881,1,61,697,0,0,0,0,37,0,521,0
267,69260,2.533333333333333,309854044.71999997,42,ORCUTT UNION SCHOOL DISTRICT,"45,824,480.24","4,186.78","10,945.04",Elementary,66447,3075,429,1152,94,0,0,105,86,1303,0,0,0,0,39677,30568,29,60,373,0,0,0,87,0,0,7027,0,0,1533,0,23695,0,16744,0,0,0,0,1864,0,0,0,602,0,0,0,5,5,0,742,0
268,69310,13.874603174603175,687985088.32,42,SANTA MARIA JT UNION HIGH SCHOOL DIST,"100,586,863.54","7,651.84","13,145.45",High,144691,7238,2775,1280,382,0,224,73,102,2784,0,0,0,0,82739,56932,61,0,546,0,0,92,226,10388,0,11535,0,0,2959,0,54714,0,45513,0,0,0,0,2497,512,0,0,902,0,0,0,61,101,0,1578,0
269,69328,2.25,115993293.36,42,SANTA YNEZ VAL UNION HIGH SCHOOL DIST,"11,593,194.09",876.60,"13,225.18",High,16023,165,26,0,17,0,12,0,0,104,0,0,0,23,1899,409,5,0,65,0,0,12,8,0,0,1081,0,0,319,0,13959,0,12775,0,0,0,0,0,0,0,0,211,0,0,0,33,0,0,267,0
270,69401,4.766455696202532,1568388044.5800002,43,CAMPBELL UNION HIGH SCHOOL DIST,"106,899,706.23","7,785.49","13,730.63",High,181290,5153,937,1441,171,0,161,81,1891,642,0,0,0,0,25281,5767,17,0,574,0,0,9,50,0,0,15915,0,0,2949,0,150856,0,108724,0,0,0,4805,0,25830,0,0,462,0,0,0,2,3108,0,4770,0
271,69427,16.16555772994129,2905355691.73,43,EAST WHITTIER ELEM SCH DIST,"285,829,345.07","21,330.10","13,400.28",High,109283,6643,1177,1448,278,0,0,44,809,3163,0,0,0,2,76821,64477,50,0,626,0,0,0,212,0,0,8497,0,0,2959,0,25819,0,16497,0,0,0,0,3545,780,0,0,987,0,0,0,0,221,0,989,0
272,69468,5.071875,2020424739.95,43,FREMONT UNION HIGH SCHOOL DIST,"165,529,877.91","10,591.23","15,628.96",High,255807,4692,0,2483,135,0,143,124,1409,533,0,0,0,0,39474,4113,59,0,753,0,0,0,38,6869,0,22806,0,0,4836,0,211641,0,169351,0,0,0,5173,0,22349,1079,0,1407,0,0,0,1254,4884,0,3797,0
273,69484,6.67047619047619,883498604.0799999,43,GILROY UNIFIED SCHOOL DISTRICT,"128,503,511.99","10,481.27","12,260.30",Unified,162798,10440,1786,2377,371,0,69,146,1955,4107,0,0,0,0,69253,46057,53,0,769,0,0,12,319,0,0,18344,0,0,3699,0,83105,0,73485,0,0,0,0,0,2333,0,0,1451,0,0,0,0,253,0,1830,0
274,69583,20.779166666666665,858583914.28,43,MORGAN HILL UNIFIED SCH DIST,"90,662,331.48","7,845.76","11,555.58",Unified,131285,5720,798,1827,221,0,52,142,1360,1541,0,0,0,0,29475,13873,49,21,589,0,0,17,200,0,0,12075,0,0,2651,0,96090,0,75389,0,0,0,546,0,12212,14,187,542,0,0,131,179,294,0,2802,0
275,69609,14.38876404494382,872948540.33,43,MOUNTAIN VIEW ELEM SCHOOL DIST,"96,772,070.75","4,194.27","23,072.45",High,112994,11094,3295,1343,432,0,0,535,1084,4837,0,0,0,0,77959,62614,56,0,442,0,0,0,325,0,0,11664,0,0,2858,0,23941,0,10408,0,0,0,0,10434,695,0,0,48,0,0,0,0,0,0,648,0
276,69641,6.9875,1404945055.34,43,PALO ALTO UNIFIED SCHOOL D,"263,967,064.09","11,539.11","22,875.86",Unified,316576,5730,632,2839,173,0,47,244,1419,549,0,0,0,0,46952,8925,106,0,951,0,0,0,47,0,0,28941,0,0,7982,0,263894,0,218765,0,0,0,15210,399,0,752,94,2372,0,0,0,0,10464,0,3081,0
277,69666,11.778958785249458,2210179745.7,43,SAN JOSE UNIFIED SCH DIST,"348,554,444.47","28,193.81","12,362.80",Unified,469489,21617,5343,6547,1047,0,0,809,2404,6507,0,0,0,7,124637,72807,177,0,2102,0,0,0,456,0,0,39307,0,0,9788,0,323235,0,273140,0,0,0,4858,0,19647,0,57,2480,0,0,0,897,7771,0,3588,0
278,69674,12.491666666666667,4900056782.55,43,SANTA CLARA UNIF SCH DIST,"279,246,633.25","14,598.03","19,129.06",Unified,386857,10474,1681,3204,385,0,83,828,1293,3385,0,0,0,0,59874,13679,107,0,1090,0,0,0,247,0,0,36149,0,0,8602,0,316509,0,219756,0,0,0,0,0,60041,1051,0,2739,0,0,0,44,6060,0,7705,0
279,69765,6.38,44716444.82,44,LIVE OAK ELEM SCH DIST,"21,808,398.08","1,613.24","13,518.38",Elementary,30749,2070,340,459,46,0,0,72,268,931,0,0,0,0,16420,11492,14,0,115,0,0,0,49,0,0,4018,0,0,732,0,12259,0,3834,0,0,0,728,168,5696,0,0,153,0,0,0,121,130,0,133,0
280,73361,6.2,104548810.92,21,SHORELINE UNIFIED SCH DIST,"14,190,854.81",477.13,"29,742.11",Unified,17567,2185,117,130,11,0,0,22,2,191,0,1723,0,0,2883,1223,0,0,40,0,0,6,16,0,0,1216,0,0,382,0,12499,0,10551,0,0,0,993,311,0,0,0,14,0,0,0,0,12,0,185,0
281,73387,9.570149253731344,876228563.92,43,MILPITAS UNIFIED SCH DIST,"115,757,306.08","9,951.26","11,632.43",Unified,158127,6125,732,2206,179,0,48,371,1010,1758,0,0,0,0,48578,24285,48,0,911,0,0,0,163,0,0,19626,0,0,3545,0,103424,0,59299,0,0,0,1543,4045,28364,64,0,1446,0,0,0,275,1574,0,1211,0
282,73437,20.36133333333333,1272853168.27,19,COMPTON UNIFIED SCH DIST,"290,278,111.15","19,816.21","14,648.52",Unified,364185,37648,15455,4393,2604,0,362,1289,1489,14660,0,0,0,0,256445,209543,193,981,1453,0,0,0,1095,0,0,35619,0,0,7561,0,70092,0,45751,0,0,0,0,0,4373,0,0,0,0,0,0,0,2461,0,2372,0
283,73445,8.988148148148149,1968348784.6499999,19,HACIENDA LA PUENTE UNIFIED SCHOOL DIST,"213,546,712.57","17,395.21","12,276.18",Unified,311551,26266,4822,4163,615,0,939,389,3702,8671,0,0,0,3580,224169,156331,144,9627,926,0,0,0,610,0,0,49722,0,0,6809,0,61116,0,47374,0,0,0,0,160,1808,1800,1,949,0,0,0,141,429,0,5219,0
284,73452,20.774553571428573,1386232596.77,19,ROWLAND UNIFIED SCH DIST,"165,022,747.51","12,728.74","12,964.58",Unified,229374,18268,4417,4524,512,0,137,432,2711,5872,0,0,0,175,157659,114278,128,7800,920,0,0,0,437,0,0,28877,0,0,5219,0,53447,0,42241,0,0,0,0,0,2909,118,43,543,0,0,0,0,830,0,4082,0
285,73460,1.3328947368421051,858263231.68,19,WALNUT VALLEY UNIF SCH DIST,"142,291,876.74","13,575.79","10,481.30",Unified,187144,5166,892,2129,219,0,51,215,401,1478,0,0,0,0,114802,94189,76,0,1020,0,0,0,88,4204,0,10710,0,0,4515,0,67176,0,40376,0,0,0,0,7164,4627,0,252,3451,0,0,0,507,476,0,2210,0
286,73551,8.340659340659341,944182981.35,37,CARLSBAD UNIF SCHOOL DISTRICT,"121,676,852.86","10,913.85","11,148.85",Unified,156202,5763,1152,2106,230,0,58,84,1193,1170,0,0,0,0,30007,10900,56,0,806,0,0,0,86,29,0,14646,0,0,3484,0,120432,0,100682,0,0,0,0,2903,3866,0,0,1470,0,0,0,11,916,0,1410,0
287,73569,17.820192307692306,848848628.98,37,OCEANSIDE UNIF SCH DIST,"213,083,865.34","16,593.23","12,841.61",Unified,265307,24173,4533,3889,440,0,137,260,2500,6263,0,6591,0,0,148089,112015,127,0,1228,0,0,0,463,0,0,28112,0,0,6144,0,93045,0,79535,0,0,0,0,1776,4712,0,67,505,0,0,0,206,158,0,1244,0
288,73585,4.755,55535019.31,25,MODOC JT UNIFIED SCHOOL DIST,"9,123,385.60",801.48,"11,383.17",Unified,12198,1098,305,0,38,0,9,0,68,354,0,0,12,350,7902,5721,7,0,60,0,0,6,28,0,0,1839,0,0,241,0,3198,0,2916,0,0,0,0,21,0,0,0,49,0,0,0,12,39,0,130,0
289,73593,0.8555555555555555,26213279.84,25,TULELAKE BASIN JT. UNIF. SCH. DIST.,"5,821,482.63",363.31,"16,023.46",Unified,6335,541,162,0,17,0,0,23,35,222,0,0,0,99,4226,3299,4,0,25,0,0,26,17,0,0,678,0,0,177,0,1568,0,1313,0,0,0,0,60,0,0,0,18,0,0,0,34,0,0,108,0
290,73619,8.785416666666666,118370798.37,24,GUSTINE UNIFIED SCHOOL DIST,"21,609,694.15","1,736.58","12,443.82",Unified,27002,2403,1074,346,9,0,8,40,24,911,0,0,0,0,19782,15733,18,428,126,0,0,24,152,0,0,2696,0,0,605,0,4817,0,4082,0,0,0,0,30,123,0,0,41,0,0,0,0,6,0,305,0
291,73635,7.229192546583851,1479959913.39,30,SADDLEBACK VALLEY UNIFIED SCHOOL DIST,"296,122,935.12","25,523.67","11,601.89",Unified,362530,14874,2639,7096,769,0,154,589,1060,3329,0,0,0,7,112647,51845,141,16876,1837,0,0,8,245,512,0,32453,0,0,8730,0,235009,0,200621,0,0,0,0,0,5497,0,80,2192,0,0,0,13554,935,0,2875,0
292,73643,8.668503937007875,1793528218.18,30,TUSTIN UNIFIED SCH DIST,"246,274,739.01","22,921.38","10,744.32",Unified,336754,13328,3007,4374,484,0,125,89,905,4828,0,0,0,0,126473,72662,148,13782,1840,0,0,0,399,3302,0,26673,0,0,7667,0,196953,0,142080,0,0,0,1992,85,14527,0,0,1463,0,0,0,5237,1257,0,4956,0
293,73650,2.490277777777778,3092751875.4700003,30,IRVINE UNIFIED SCHOOL DIST,"376,943,898.29","34,271.72","10,998.69",Unified,508026,15447,2541,6609,445,0,121,1057,2008,3111,0,0,0,0,144951,47274,259,12769,2551,0,0,0,242,36720,0,33079,0,0,12057,0,347628,0,259695,0,0,0,30017,473,12523,0,191,6579,0,0,0,46,1853,127,7229,0
294,73668,6.228571428571429,50219372.94,26,EASTERN SIERRA UNIFIED SCHOOL DIST,"10,198,560.88",382.96,"26,630.88",Unified,11875,1032,204,147,27,0,0,0,270,160,0,174,0,77,1786,1055,0,0,28,0,0,0,13,0,0,423,0,0,267,0,9057,0,7818,0,0,0,0,422,0,0,0,54,0,0,0,0,0,0,125,0
295,73676,10.545588235294119,1237841264.05,33,COACHELLA VALLEY UNIF SCH DIST,"236,206,586.50","16,838.64","14,027.65",Unified,306750,33581,9152,2707,901,0,253,939,3086,14392,0,0,17,3035,206210,169175,117,0,1245,0,0,7,1060,0,0,27410,0,0,7196,0,66959,0,39374,0,0,0,0,6641,14303,0,0,243,0,0,0,0,83,0,3088,0
296,73692,1.2920000000000003,126155712.32000001,26,MAMMOTH UNIFIED SCHOOL DISTRICT,"14,107,207.29","1,146.87","12,300.62",Unified,20936,900,127,202,28,0,0,18,10,324,0,11,0,208,3168,755,7,636,171,0,0,0,26,0,0,1168,0,0,405,0,16868,0,14812,0,0,0,623,0,0,0,0,89,0,0,0,0,148,0,324,0
297,73742,10.1,255613973.93,15,SIERRA SANDS UNIFIED SCHOOL DISTRICT,"57,305,929.19","4,849.05","11,817.97",Unified,70049,9788,1955,1102,254,0,59,31,3223,1405,0,2013,0,0,49731,40605,43,2686,294,0,0,0,106,0,0,4334,0,0,1663,0,10530,0,6363,0,0,0,0,0,2577,0,29,309,0,0,0,0,178,0,464,0
