,Dcode,avg_dropout_rate,total_fund,CO Code,District,EDP 365,Current Expense ADA,Current Expense Per ADA,LEA Type,TOTALREV,TFEDREV,C14,C15,C16,C17,C19,B11,C20,C25,C36,B10,B12,B13,TSTREV,C01,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C24,C35,C38,C39,TLOCREV,T02,T06,T09,T15,T40,T99,D11,D23,A07,A08,A09,A11,A13,A15,A20,A40,U11,U22,U30
70,63529,10.553441682600383,3445288859.43,15,KERN HIGH SCHOOL DISTRICT,"515,782,697.33","37,677.86","13,689.28",High,669908,52329,19414,6939,2468,0,1520,220,7988,16242,0,0,0,6,444772,312211,251,21261,2812,0,0,126,1253,11263,0,80827,0,0,14768,0,172807,0,149593,0,0,0,0,0,2208,305,0,752,0,0,0,89,649,0,8642,0
71,63628,19.266995073891625,52488759.339999996,15,MARICOPA UNI SCH DIST,"5,600,755.20",275.97,"20,294.80",Unified,10077,419,149,51,17,0,0,0,24,195,0,0,0,0,4943,3682,4,0,21,0,0,0,16,0,0,1094,0,0,126,0,4715,0,2510,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,106,0
72,63677,9.645454545454545,153038762.2,15,MOJAVE UNIFIED SCHOOL DISTRICT,"32,978,837.03","2,559.87","12,883.01",Unified,44700,3658,1697,518,265,0,43,9,169,1222,0,0,0,0,19476,16122,31,0,188,0,0,0,277,0,0,1831,0,0,1027,0,21566,0,17959,0,0,0,0,1508,858,0,0,37,0,0,0,2,0,0,291,0
73,63685,43.49545454545454,204817486.85,15,MUROC UNIF SCH DIST,"19,221,351.13","1,688.71","11,382.27",Unified,44623,18465,463,310,57,0,2,0,14635,248,0,2807,0,0,20499,12552,15,0,117,0,0,0,20,6086,0,1109,0,0,600,0,5659,0,4315,0,0,0,0,867,0,0,0,108,0,0,0,0,0,0,298,0
74,63776,15.801666666666668,113635465.44,15,SOUTHERN KERN UNIF SCHOOL DIST,"41,783,045.65","3,329.18","12,550.55",Unified,51638,4310,1171,646,15,0,38,6,350,2099,0,0,0,0,35056,27826,39,0,241,0,0,0,126,0,0,5623,0,0,1201,0,12272,0,9556,0,0,0,0,1936,0,2,0,91,0,0,0,0,0,0,107,0
75,63818,7.116666666666667,258178040.32,15,TAFT UNION HIGH SCHOOL DIST,"21,214,926.93",952.54,"22,271.95",High,28925,851,271,171,56,0,44,0,104,261,0,0,0,0,13078,11655,15,0,67,0,0,13,24,0,0,706,0,0,598,0,14996,0,13794,0,0,0,0,508,11,0,0,48,0,0,0,5,4,0,527,0
76,63826,9.002439024390245,181628013.36,15,TEHACHAPI UNIF SCHOOL DIST,"43,350,427.29","4,029.78","10,757.52",Unified,53278,2680,617,762,155,0,39,7,241,1014,0,0,0,0,33349,27430,30,0,298,0,0,0,69,0,0,4264,0,0,1258,0,17249,0,13590,0,0,0,0,1332,368,0,161,315,0,0,0,290,42,0,281,0
77,63859,14.714814814814815,148270991.92,15,WASCO UNION HIGH SCHOOL DIST,"21,409,174.16","1,750.19","12,232.49",High,29947,1917,735,297,79,0,76,40,48,721,0,0,0,0,15858,13715,11,0,124,0,0,15,64,0,0,1314,0,0,615,0,12172,0,9329,0,0,0,0,1075,378,0,0,32,0,0,0,0,52,0,738,0
78,63875,16.682051282051283,119694925.07,16,ARMONA UNION ELEMENTARY SCHOOL DISTRICT,"11,483,327.65",912.26,"12,587.78",Elementary,18271,2338,1359,51,40,0,0,23,12,893,0,0,0,0,13755,11801,8,0,82,0,0,0,71,0,0,1418,0,0,375,0,2178,0,1115,0,0,0,0,172,191,0,0,1,0,0,0,0,0,0,364,0
79,63891,13.616666666666667,155069819.27,16,CORCORAN JOINT UNIF SCH DIST,"39,711,773.39","3,118.53","12,734.13",Unified,47836,3954,1446,159,146,0,33,84,262,1970,0,0,0,0,38876,32279,11,0,231,0,0,15,150,0,0,5124,0,0,1066,0,5006,0,2688,0,0,0,0,918,378,0,0,4,0,0,0,53,0,0,278,0
80,63925,3.4669565217391303,326399700.34,16,HANFORD JT UNION HIGH SCH DIST,"46,471,416.45","3,603.60","12,895.83",High,59543,2904,1088,185,200,0,125,61,375,1070,0,0,0,0,44170,35726,23,0,269,0,0,22,99,0,0,6699,0,0,1332,0,12469,0,8191,0,0,0,0,1342,391,73,0,493,0,0,0,0,39,0,792,0
81,63958,21.575000000000003,63004838.3,16,KIT CARSON ELEM SCH DIST,"4,311,511.85",363.16,"11,872.21",Elementary,6036,339,86,19,5,0,0,0,40,194,0,0,0,0,4520,3813,3,0,29,0,0,0,15,0,0,521,0,0,139,0,1177,0,646,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,85,0
82,63982,9.959756097560975,197922287.76,16,LEMOORE UNION HIGH SCHOOL DISTRICT,"23,235,434.20","1,812.35","12,820.61",High,33164,1700,618,105,55,0,54,0,188,277,0,401,57,0,22890,19017,15,0,153,0,0,24,22,0,0,2898,0,0,761,0,8574,0,3343,0,0,0,0,1659,1264,0,0,137,0,0,0,0,39,0,449,0
83,64014,8.005405405405405,133135008.15,17,KELSEYVILLE UNIFIED SCHOOL DISTRICT,"21,984,210.28","1,596.33","13,771.72",Unified,26440,1981,636,350,62,0,17,26,108,844,0,0,0,0,15109,11958,17,0,115,0,0,7,63,0,0,2388,0,0,561,0,9350,0,6435,0,0,0,0,1026,0,0,0,26,0,0,0,285,30,0,256,0
84,64022,17.76794871794872,198613204.3,17,KONOCTI UNIFIED SCHOOL DISTRICT,"43,234,686.37","3,226.14","13,401.37",Unified,52228,5018,1899,748,100,0,39,72,242,2011,0,0,0,7,34289,29566,32,0,226,0,0,5,157,0,0,3131,0,0,1172,0,12921,0,9071,0,0,0,0,2305,533,0,0,212,0,0,0,0,7,0,285,0
85,64030,5.877419354838709,86049931.37,17,LAKEPORT UNIFIED SCHOOL DISTRICT,"18,211,595.17","1,365.89","13,333.13",Unified,21310,1463,578,287,62,0,14,0,144,440,0,0,0,0,12625,9634,12,0,95,0,0,0,30,0,0,2349,0,0,505,0,7222,0,5574,0,0,0,0,825,172,0,0,101,0,0,0,0,12,0,208,0
86,64055,13.944444444444445,114460684.3,17,MIDDLETOWN UNIFIED SCHOOL DISTRICT,"15,726,039.78","1,399.11","11,240.03",Unified,18846,1017,280,324,55,0,11,1,81,320,0,0,0,0,11065,8854,14,0,142,0,0,14,24,0,0,1560,0,0,457,0,6764,0,6130,0,0,0,0,0,0,0,0,156,0,0,0,0,5,0,104,0
87,64089,2.875,11283890.28,18,BIG VALLEY JOINT UNIFIED SCHOOL DISTRICT,"2,443,847.29",122.78,"19,904.28",Unified,2518,185,43,0,6,0,1,1,21,73,0,0,0,46,1046,730,2,0,8,0,0,7,5,0,0,234,0,0,60,0,1287,0,1075,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,27,0
88,64139,5.125,40582619.19,18,LASSEN UNION HIGH SCHOOL DISTRICT,"9,631,137.89",724.86,"13,286.89",High,10805,291,111,0,25,0,23,1,0,65,0,0,10,81,6425,4889,6,0,56,0,0,25,5,0,0,1184,0,0,260,0,4089,0,3008,0,0,0,0,770,0,0,0,13,0,0,0,0,0,0,74,0
89,64204,27.9,10030723.84,18,WESTWOOD UNIFIED SCHOOL DISTRICT,"2,608,781.27",165.50,"15,763.03",Unified,2992,191,76,0,8,0,2,0,32,41,0,0,0,40,1998,1534,2,0,11,0,0,6,2,0,0,380,0,0,63,0,803,0,665,0,0,0,0,39,0,0,0,7,0,0,0,0,9,0,16,0
90,64212,4.638888888888889,924800678.97,19,ABC UNIF SCHOOL DIST,"230,685,270.33","19,754.36","11,677.69",Unified,278748,17869,4495,5028,433,228,189,420,2121,5616,0,0,0,0,203203,149630,121,11431,1456,0,0,0,408,0,0,33031,0,0,7126,0,57676,0,35990,0,0,0,0,3419,7784,1057,0,2433,0,0,0,259,704,0,1259,0
91,64246,18.103508771929825,1036471754.45,19,ANTELOPE VALLEY UNION HIGH SCHOOL DISTRICT,"270,991,264.10","19,425.97","13,949.95",High,329027,22644,7900,5275,935,0,709,273,1895,6527,0,0,0,65,241154,194250,166,0,1474,0,0,26,524,0,0,36822,0,0,7892,0,65229,0,40492,0,0,0,0,8610,6547,265,0,579,0,0,0,0,1521,0,1029,0
92,64261,1.0785714285714285,666796692.04,19,ARCADIA UNIFIED SCHOOL DISTRICT,"106,247,183.82","9,128.98","11,638.45",Unified,129305,4155,1024,1906,204,0,50,158,0,1017,0,0,0,0,50615,37548,61,0,673,0,0,0,72,0,0,8696,0,0,3565,0,74535,0,52572,0,0,0,4367,7548,1820,0,21,1758,0,0,0,101,877,0,1932,0
93,64279,9.684000000000001,649004219.31,19,AZUSA UNIFIED SCHOOL DISTRICT,"110,109,228.03","7,744.16","14,218.36",Unified,137874,12412,3206,2465,379,0,98,315,1286,5035,0,0,0,7,88003,71701,72,0,565,0,0,0,358,0,0,11878,0,0,3429,0,37459,0,22564,0,0,0,0,7341,2514,35,8,143,0,0,0,33,0,0,1125,0
94,64287,17.755197132616487,816021455.28,19,BALDWIN PARK UNIFIED SCHOOL DISTRICT,"166,397,356.72","12,017.21","13,846.59",Unified,226555,20135,5333,3699,602,0,193,0,2051,8859,0,0,0,0,159257,129417,122,0,3910,0,0,0,570,0,0,20078,0,0,5160,0,47163,0,22737,0,0,0,0,15184,1616,563,0,242,0,0,0,65,147,0,1258,0
95,64295,4.268627450980392,242256405.9,19,BASSETT UNIFIED SCHOOL DISTRICT,"43,150,223.41","3,318.11","13,004.46",Unified,64918,6095,1918,854,114,0,34,32,879,2343,0,0,0,35,39652,31661,33,0,265,0,0,0,456,0,0,5843,0,0,1394,0,19171,0,11888,0,0,0,0,5793,37,0,0,105,0,0,0,0,48,0,442,0
96,64303,3.9223300970873787,934730547.38,19,BELLFLOWER UNIFIED SCHOOL DISTRICT,"145,793,378.49","11,291.62","12,911.64",Unified,171609,10873,2911,3013,820,0,110,265,1003,3571,0,0,0,0,126438,96598,58,4788,901,0,0,0,238,0,0,19859,0,0,3996,0,34298,0,25185,0,0,0,0,0,727,0,0,505,0,0,0,0,0,0,2477,0
97,64311,3.0488888888888885,1701642032.88,19,BEVERLY HILLS UNIFIED SCHOOL DISTRICT,"71,118,089.23","3,599.35","19,758.59",Unified,116239,1710,566,916,145,0,27,48,0,153,0,0,0,0,6684,2372,32,0,242,0,0,0,9,0,0,1872,0,0,2157,0,107845,0,82360,0,0,0,0,1908,0,0,0,545,0,0,0,0,11262,0,4433,0
98,64329,6.8352272727272725,490546262.61,19,BONITA UNIFIED SCHOOL DISTRICT,"107,261,273.80","9,670.69","11,091.38",Unified,135575,6075,851,2006,205,0,46,52,1390,1711,0,0,0,19,80149,66899,58,0,711,0,0,0,128,0,0,8916,0,0,3437,0,49351,0,26172,0,0,0,814,8672,6002,0,110,1050,0,0,0,57,416,0,1077,0
99,64337,4.622421524663677,694233407.68,19,BURBANK UNIFIED SCHOOL DISTRICT,"169,596,961.86","14,579.31","11,632.72",Unified,207476,8269,1873,3064,297,0,77,192,968,2095,0,0,0,0,118768,80803,89,7988,1073,0,0,0,159,0,0,23381,0,0,5275,0,80439,0,56206,0,0,0,0,841,9686,237,0,1834,0,0,0,0,452,0,1506,0
100,64352,42.56100000000001,858056854.76,19,CENTINELA VALLEY UNION HIGH SCHOOL DIST,"95,859,688.80","5,935.08","16,151.37",High,128481,10193,2872,1592,344,0,274,201,612,4642,0,0,0,0,65682,53779,47,2983,451,0,0,0,318,0,0,5166,0,0,2938,0,52606,0,39784,0,0,0,3940,0,1850,0,0,0,0,0,0,0,1192,0,2418,0
101,64378,5.086885245901639,341029963.48,19,CHARTER OAK UNIF SCH DIST,"55,746,076.09","4,457.01","12,507.51",Unified,69559,3823,777,1135,124,0,37,92,419,1361,0,0,0,2,42567,33502,35,0,332,0,0,0,108,0,0,6928,0,0,1662,0,23169,0,14188,0,0,0,0,3665,149,0,0,263,0,0,0,0,432,0,870,0
102,64394,8.102985074626865,482323973.0,19,CLAREMONT UNI SCH DIST,"76,595,379.22","6,658.99","11,502.55",Unified,100941,4090,709,1457,183,0,36,28,699,1154,0,0,0,7,57618,46597,45,0,490,0,0,0,78,0,0,8026,0,0,2382,0,39233,0,20388,0,0,0,1175,8030,1487,0,0,931,0,0,0,1,101,0,1140,0
103,64436,3.544736842105263,1015340647.88,19,COVINA VAL UNIF SCH DIST,"147,089,434.81","11,258.91","13,064.27",Unified,253550,34304,2732,23832,343,0,87,160,2366,5127,0,0,0,0,167080,93078,75,45958,829,0,0,9,326,0,0,22292,0,0,4513,0,52166,0,36929,0,0,0,0,3546,3257,545,0,719,0,0,0,1544,134,0,1759,0
104,64444,4.731343283582089,543672263.8199999,19,CULVER CITY UNI SCH DIST,"79,743,589.95","6,864.99","11,615.98",Unified,118873,7747,307,4896,132,0,23,57,1087,1377,0,0,0,0,62434,37685,48,4231,507,0,0,0,108,0,0,17355,0,0,2500,0,48692,0,23349,0,0,0,3,0,12973,434,0,1071,0,0,0,0,1537,0,1367,0
105,64451,5.282857142857143,1785509527.11,19,DOWNEY UNIF SCH DIST,"271,186,754.25","21,135.17","12,831.07",Unified,323384,22252,4686,4807,712,0,306,706,2559,9188,0,0,0,0,216931,178672,134,0,1541,0,0,0,763,0,0,27451,0,0,8370,0,84201,0,53166,0,0,0,0,13017,1907,4244,0,1832,0,0,0,77,241,0,2711,0
106,64469,17.754794520547946,182009641.21,19,DUARTE UNIF SCH DIST,"45,566,001.18","3,416.81","13,335.83",Unified,60236,4414,945,1029,142,0,33,81,402,1924,0,0,0,0,35199,27838,30,0,260,0,0,0,133,0,0,5548,0,0,1390,0,20623,0,13757,0,0,0,0,997,2533,0,0,510,0,0,0,0,655,0,203,0
107,64519,16.413605442176873,1000749300.0,19,EL MONTE UNION HIGH SCHOOL DIST,"121,314,592.88","8,130.07","14,921.72",High,173642,11263,3055,1543,186,0,317,235,1930,4183,0,0,0,0,111615,87132,58,0,593,0,0,0,352,0,0,19977,0,0,3503,0,50764,0,32514,0,0,0,0,4818,2209,35,0,28,0,0,0,0,1455,0,2080,0
108,64527,13.615384615384615,475254924.5,19,EL RANCHO UNIFIED SCHOOL DIST,"101,714,507.87","8,158.97","12,466.59",Unified,124946,9127,2634,1430,586,0,79,254,2121,2609,0,0,0,0,85200,73655,58,0,674,0,0,0,188,0,0,7482,0,0,3143,0,30619,0,23562,0,0,0,0,3556,0,13,0,438,0,0,0,0,716,0,853,0
109,64535,0.0,382167743.79,19,EL SEGUNDO UNI SCH DIST,"38,774,925.31","3,340.01","11,609.22",Unified,49305,1487,711,542,58,0,0,15,0,219,0,0,0,0,25598,19776,17,1094,250,0,0,0,14,0,0,3300,0,0,1147,0,22220,0,14184,0,0,0,0,0,0,0,0,588,0,0,0,2081,89,0,965,0
110,64568,11.05986394557823,2055409036.51,19,GLENDALE UNIFIED SCH DIST,"305,954,698.14","24,874.43","12,299.97",Unified,376130,26786,6206,9359,576,0,200,727,3487,6807,0,0,0,0,221935,152806,161,13938,1782,0,0,0,553,2468,0,41880,0,0,8347,0,127409,0,94099,0,0,0,0,1562,9052,0,0,2226,0,0,0,6205,2206,0,3927,0
111,64576,1.961290322580645,309135134.32,19,GLENDORA UNIF SCH DIST,"79,635,072.68","6,943.15","11,469.59",Unified,94524,3499,377,1831,166,0,25,38,336,892,0,0,0,0,62677,48639,38,0,685,0,0,0,67,0,0,10804,0,0,2444,0,28348,0,19946,0,0,0,0,3011,512,3,0,711,0,0,0,0,155,0,394,0
112,64584,23.3125,13380542.8,19,GORMAN ELEMENTARY SCHOOL DISTRICT,"1,227,959.29",74.57,"16,467.20",Elementary,1507,115,0,4,1,0,0,0,1,26,0,0,0,84,847,755,1,0,4,0,0,0,2,0,0,56,0,0,29,0,545,0,303,0,0,0,0,0,127,0,0,2,0,0,0,0,11,0,79,0
113,64592,0.0,520424447.68,19,HAWTHORNE ELEM SCH DIST,"89,979,569.93","7,176.50","12,538.09",Elementary,130660,10340,2971,1425,310,0,0,216,48,5680,0,0,0,0,98516,75513,51,8570,562,0,0,0,462,0,0,10603,0,0,2755,0,21804,0,15898,0,0,0,1614,0,819,0,0,272,0,0,0,0,2,0,915,0
114,64634,21.346875,792781133.13,19,INGLEWOOD UNI SCH DIST,"120,144,977.68","8,201.49","14,649.16",Unified,161506,14383,6577,2761,1115,0,122,457,556,3910,0,0,0,0,96643,76702,64,4011,417,0,0,0,423,0,0,12186,0,0,2840,0,50480,0,38842,0,0,0,0,0,5161,0,0,4,0,0,0,0,456,0,1227,0
115,64659,0.0,316250603.39,19,LA CANADA UNIF SCH DIST,"46,643,418.70","4,036.94","11,554.15",Unified,57661,929,0,848,19,0,0,26,0,42,0,0,0,13,21986,15659,28,2036,299,0,0,0,1,0,0,2477,0,0,1486,0,34746,0,23679,0,0,0,2582,0,0,0,0,785,0,0,0,0,2362,0,934,0
116,64683,6.4366666666666665,605492548.43,19,LAS VIRGENES UNIF SCH DIST,"120,746,307.83","10,663.53","11,323.30",Unified,150494,5328,669,2368,170,0,51,82,1780,378,0,0,0,0,59104,42196,76,6010,794,0,0,0,23,0,0,6178,0,0,3827,0,86062,0,70620,0,0,0,2255,119,821,0,243,1478,0,0,203,11,2345,21,1246,0
117,64691,2.0500000000000003,695005504.16,19,LAWNDALE ELEM SCH DIST,"79,279,792.94","5,070.03","15,636.95",Elementary,180363,32678,1525,26929,198,0,0,327,892,3002,0,0,0,3,127285,46991,47,17077,380,0,0,0,200,0,0,60162,0,0,2428,0,20400,0,10836,0,0,0,1430,4216,1031,0,0,8,0,0,0,116,306,0,1045,0
118,64709,0.4263157894736842,377472760.63,19,LENNOX SCHOOL DISTRICT,"72,202,973.75","5,089.12","14,187.71",Elementary,90391,9295,2091,1158,233,0,0,201,1829,4016,0,0,0,0,69318,51627,56,2066,360,0,0,0,265,0,0,12716,0,0,2228,0,11778,0,8644,0,0,0,846,0,303,0,0,68,0,0,0,7,375,0,606,0
119,64725,15.367466666666667,5571254184.24,19,LONG BEACH UNI SCH DIST,"907,662,690.03","69,003.32","13,153.90",Unified,1202078,104110,21059,15464,3599,0,727,2106,13055,27150,0,0,9,24540,782564,567597,528,40426,4589,0,0,0,1861,15982,0,126103,0,0,25478,0,315404,0,231098,0,0,0,0,0,34752,0,0,4791,0,0,0,1378,1212,0,13502,0
120,64733,14.287577723709111,50939149549.49,19,LOS ANGELES UNIF SCH DIST,"7,213,548,356.51","453,121.47","15,919.68",Unified,9840318,1036366,371965,150910,33240,0,7091,13525,148447,341585,0,0,67,2776,5848248,4328717,4347,376388,33681,0,0,22,24401,4142,0,873150,0,0,203400,0,2955704,0,2411346,0,0,0,0,0,131924,2893,0,9316,0,0,29,41858,31101,31500,90754,0
121,64774,14.449473684210528,740422218.71,19,LYNWOOD UNI SCH DIST,"172,236,162.51","12,790.36","13,466.09",Unified,206568,17673,5010,2832,655,0,181,600,2298,6709,0,0,0,43,164047,140427,100,2205,958,0,0,0,450,0,0,14710,0,0,5197,0,24848,0,19722,0,0,0,0,2108,674,0,0,20,0,0,0,0,144,0,1365,0
122,64790,10.555555555555555,286882692.01,19,MONROVIA UNIF SCH DIST,"67,353,692.04","5,149.18","13,080.47",Unified,85978,5736,1208,1194,142,0,43,53,913,2325,0,0,0,0,51821,36379,42,0,381,0,0,0,130,0,0,12923,0,0,1966,0,28421,0,20234,0,0,0,0,3727,1282,377,0,401,0,0,0,493,516,0,381,0
123,64808,10.679338842975207,2104357087.92,19,MONTEBELLO UNIFIED SCHOOL DISTRICT,"318,976,518.95","23,871.22","13,362.39",Unified,421169,42314,9573,5666,910,0,350,990,4713,12461,0,0,0,8561,283691,230438,199,0,1795,0,0,0,930,0,0,40677,0,0,9652,0,95164,0,67736,0,0,0,0,9038,9459,67,0,629,0,0,0,265,83,0,4953,0
124,64840,2.8024390243902437,1526926295.58,19,NORWALK LA MIRADA UNIF SCH DIST,"223,590,771.67","16,663.21","13,418.23",Unified,295188,19119,4510,4050,843,0,173,490,1330,8297,0,0,0,269,197799,147878,139,9521,1247,0,0,0,645,0,0,31344,0,0,7025,0,78270,0,49652,0,0,0,0,11054,4231,0,0,1578,0,0,0,1303,1977,0,2411,0
125,64857,18.16060606060606,1564794956.97,19,PALMDALE ELEM SCH DIST,"235,809,822.85","18,084.47","13,039.35",Elementary,359409,51840,8363,10506,742,0,0,587,20441,11943,0,0,0,0,252559,177221,111,41145,1333,0,0,0,981,0,0,24959,0,0,6809,0,55010,0,33420,0,0,0,0,10551,2667,0,0,1439,0,0,0,0,112,0,3230,0
126,64865,0.40240963855421685,462459930.74,19,PALOS VERDES PENINSULA UNIF SCHOOL DIST,"127,056,965.43","10,824.85","11,737.53",Unified,152060,2791,280,1934,128,0,38,195,0,344,0,0,0,0,60520,40187,84,4192,806,0,0,0,15,0,0,11154,0,0,4082,0,88749,0,60894,0,0,0,8752,146,196,217,0,1584,0,0,0,6296,623,0,701,0
127,64873,17.317808219178083,1139281692.43,19,PARAMOUNT UNIF SCH DIST,"187,494,282.21","14,139.59","13,260.23",Unified,235655,18998,5217,3132,556,0,418,772,1810,7649,0,0,0,0,174846,148762,93,3006,1046,0,0,0,558,0,0,15438,0,0,5943,0,41811,0,29634,0,0,0,0,2784,3949,0,0,23,0,0,0,0,0,0,1840,0
128,64881,16.8705035971223,1192828585.43,19,PASADENA UNIFIED SCH DIST,"216,140,980.56","15,395.84","14,038.92",Unified,303209,27805,5353,5266,591,0,182,357,10333,6191,0,0,0,123,126645,75147,147,13416,1167,0,0,0,490,0,0,30755,0,0,5523,0,148759,0,124193,0,0,0,0,0,10368,0,0,635,0,0,0,0,5012,0,1988,0
129,64907,7.742685851318944,1962135229.85,19,POMONA UNIFIED SCHOOL DISTRICT,"292,839,808.22","21,581.65","13,568.93",Unified,447168,70785,15850,5093,1491,0,287,1213,14861,15137,0,0,0,18344,292064,219045,181,13757,1663,0,0,0,1077,6908,0,39713,0,0,9720,0,84319,0,60303,0,0,0,0,0,6355,432,0,25,0,0,0,4826,293,0,4011,0
130,64964,2.04,174202099.3,19,SAN MARINO UNI SCH DIST,"40,602,014.46","2,903.36","13,984.49",Unified,51791,1042,316,568,69,0,0,55,14,89,0,0,0,0,14061,11127,24,0,214,0,0,0,4,0,0,1402,0,0,1290,0,36688,0,19961,0,0,0,5746,2502,0,0,0,708,0,0,0,0,315,0,287,0
131,65029,4.2299999999999995,283057936.0,19,SOUTH PASADENA UNIF SCH DIST,"49,919,287.16","4,627.27","10,788.06",Unified,65612,1849,291,916,70,0,18,63,18,543,0,0,0,0,34858,30406,23,0,341,0,0,0,37,0,0,2529,0,0,1522,0,28905,0,18623,0,0,0,2344,1880,134,0,0,1234,0,0,0,1712,606,0,628,0
132,65052,0.7043478260869565,331635339.02,19,TEMPLE CY UNI SCH DIST,"59,227,544.92","5,529.05","10,712.07",Unified,76721,3651,960,1091,146,0,0,143,516,941,0,0,0,0,46221,40251,54,0,420,0,0,0,61,0,0,3502,0,0,1933,0,26849,0,18275,0,0,0,0,4633,113,0,0,579,0,0,0,24,389,0,797,0
133,65060,3.978616352201258,1469698713.9,19,TORRANCE UNI SCH DIST,"246,874,250.31","22,483.70","10,980.14",Unified,310733,15916,2233,5332,454,0,108,497,4318,3403,0,0,0,25,171131,130447,187,11819,1648,0,0,0,258,0,0,18737,0,0,8035,0,123686,0,100772,0,0,0,0,3999,812,566,2,3746,0,0,363,0,2564,0,3051,0
134,65094,15.156776556776558,752525096.16,19,WEST COVINA UNIFIED SCH DIST,"118,789,978.60","8,217.89","14,455.05",Unified,140285,9026,1794,2213,262,0,65,135,915,3904,0,0,0,0,95267,78011,71,0,626,0,0,0,275,0,0,12730,0,0,3554,0,35992,0,21921,0,0,0,0,4005,2863,0,0,520,0,0,0,6,451,0,1895,0
135,65128,4.841463414634147,978700858.39,19,WHITTIER UNION HIGH SCHOOL DIST,"158,246,087.94","10,868.30","14,560.33",High,245522,20773,1982,13684,50,0,304,124,1124,3555,0,0,0,0,159401,101627,109,33008,841,0,0,0,275,0,0,18888,0,0,4653,0,65348,0,41320,0,0,0,0,4568,3935,111,0,0,0,0,0,8382,157,0,910,0
136,65136,9.9225,1686720938.43,19,WILLIAM S HART UNION HIGH SCH DIST,"255,144,957.17","21,359.30","11,945.38",High,326117,10376,1828,4416,409,0,245,114,1663,2033,0,0,0,77,207543,162971,128,0,1577,0,0,0,160,0,0,35277,0,0,7430,0,108198,0,83110,0,0,0,0,6668,696,161,5,1327,0,0,0,21,457,0,3777,0
137,65201,24.36578947368421,66262393.87,20,CHOWCHILLA UNION HIGH SCHOOL DISTRICT,"13,012,609.29","1,035.13","12,570.99",High,16102,876,440,67,65,0,41,11,13,304,0,0,0,0,9267,7307,8,0,75,0,0,29,25,0,0,1473,0,0,350,0,5959,0,5159,0,0,0,0,10,261,0,0,139,0,0,0,0,0,0,136,0
138,65243,15.074489795918367,1723203950.95,20,MADERA UNIFIED SCHOOL DISTRICT,"235,737,618.91","18,888.33","12,480.60",Unified,314552,29195,9619,1244,1203,0,229,807,3219,14077,0,0,0,0,238572,193192,120,46,1178,0,0,14,939,2245,0,34225,0,0,6613,0,46785,0,33029,0,0,0,0,2310,2870,145,0,85,0,0,0,7,113,60,3708,0
139,65417,4.314457831325302,535604715.65,21,NOVATO UNIF SCH DIST,"91,430,746.70","7,120.98","12,839.63",Unified,117746,4492,731,1890,148,0,45,188,416,1222,0,0,0,0,50864,35020,44,0,526,0,0,0,96,0,0,12513,0,0,2665,0,62390,0,47473,0,0,0,4177,3058,1489,0,0,629,0,0,0,235,165,0,1119,0
140,65466,10.24054054054054,471072378.72,21,SAN RAFAEL ELEMENTARY DISTRICT,"37,237,637.81","2,490.36","14,952.71",High,76949,3916,746,1293,139,0,0,121,1,1755,0,0,0,0,33379,23652,17,0,331,0,0,0,112,0,0,7627,0,0,1640,0,39654,0,29995,0,0,0,3237,2361,338,0,232,194,0,0,0,0,298,0,1323,0
141,65482,4.579464285714286,438214526.0,21,TAMALPAIS UNION HIGH SCHOOL DIST,"94,233,344.32","4,784.59","19,695.18",High,113230,1465,167,965,50,0,67,15,83,168,0,0,0,0,14508,1947,26,0,343,0,0,0,12,0,0,9708,0,0,2472,0,97257,0,76083,0,0,0,13478,2662,83,755,0,772,0,0,0,2,542,0,414,0
142,65532,3.1875,158377967.7,22,MARIPOSA COUNTY UNIFIED SCHOOL DISTRICT,"21,381,753.97","1,597.57","13,383.92",Unified,26902,1922,770,0,125,0,19,0,394,582,0,53,24,80,8112,5193,16,0,125,0,0,19,46,121,0,1977,0,0,615,0,16868,0,15356,0,0,0,0,0,0,0,0,73,0,0,0,0,129,0,412,0
143,65540,1.025,38362966.29,23,ANDERSON VALLEY UNIFIED SCH DIST,"7,792,586.68",446.00,"17,472.17",Unified,9501,862,191,93,22,0,6,24,138,410,0,0,0,0,4326,2954,7,0,32,0,0,9,23,0,0,1105,0,0,196,0,4313,0,2909,0,0,0,0,742,0,0,0,4,0,0,0,0,0,0,61,0
144,65565,4.208571428571429,81794211.05,23,FORT BRAGG UNIF SCH DIST,"23,447,250.64","1,678.03","13,973.08",Unified,28369,2204,621,454,117,0,20,43,239,827,0,0,0,0,14660,11014,19,0,124,0,0,11,84,0,0,2767,0,0,641,0,11505,0,8893,0,0,0,0,1300,571,0,0,169,0,0,0,34,45,0,72,0
145,65581,13.184999999999999,51127327.6,23,MENDOCINO UNIF SCH DIST,"8,682,168.75",496.35,"17,492.03",Unified,13401,281,35,95,8,0,3,0,61,87,0,0,0,0,3379,2150,9,0,35,0,0,0,7,0,0,927,0,0,251,0,9741,0,6715,0,0,0,91,443,0,0,0,67,0,0,0,2200,16,0,66,0
