SchoolCode,SchoolName,DistrictCode,DistrictName,CountyCode,CountyName,EnrollmentTotal,EnrollmentWhite,EnrollmentBlack,EnrollmentAsian,EnrollmentHispanic,EnrollmentNative
1530476,Liberty High,63529,Kern High,15,Kern,2309,1085,82,93,875,24
4930160,Elsie Allen High,70920,Santa Rosa High,49,Sonoma,1152,99,11,51,943,13
2030203,Liberty High,75580,Golden Valley Unified,20,Madera,630,289,*,30,277,*
3635844,San Bernardino High,67876,San Bernardino City Unified,36,San Bernardino,1829,59,178,11,1525,*
1931930,Dan M. Issacs Avalon High,64733,Los Angeles Unified,19,Los Angeles,108,*,*,*,94,*
2030237,Glacier High School Charter,76414,Yosemite Unified,20,Madera,93,64,*,*,14,*
735902,Richmond High,61796,West Contra Costa Unified,7,Contra Costa,1604,32,120,60,1356,*
137901,Hanford Online Charter,63925,Hanford Joint Union High,16,Kings,262,82,*,*,165,*
1931955,Ellington (Duke) High (Continuation),64733,Los Angeles Unified,19,Los Angeles,61,*,30,*,26,*
4930228,Windsor High,75358,Windsor Unified,49,Sonoma,1623,713,14,32,795,16
4430518,Aptos High,69799,Pajaro Valley Unified,44,Santa Cruz,1484,740,18,31,637,*
1931963,Compton High,73437,Compton Unified,19,Los Angeles,1469,*,256,*,1189,*
1931971,John Hope Continuation,64733,Los Angeles Unified,19,Los Angeles,106,*,25,*,80,*
4930244,Maria Carrillo High,70920,Santa Rosa High,49,Sonoma,1540,806,30,153,409,*
3431111,Casa Roble Fundamental High,67447,San Juan Unified,34,Sacramento,1239,847,29,15,252,15
5634761,Rio Mesa High,72546,Oxnard Union High,56,Ventura,2483,162,60,34,2054,*
4930251,Marce Becerra Academy,75390,Healdsburg Unified,49,Sonoma,26,*,*,*,22,*
1931989,Monterey Continuation,64733,Los Angeles Unified,19,Los Angeles,65,*,*,*,64,*
137943,Skyline High,61259,Oakland Unified,1,Alameda,1754,194,486,202,661,*
432856,Ridgeview High (Continuation),61531,Paradise Unified,4,Butte,94,69,*,*,11,*
1931997,Odyssey Continuation,64733,Los Angeles Unified,19,Los Angeles,152,*,*,*,151,*
4930269,Windsor Oaks Academy,75358,Windsor Unified,49,Sonoma,48,12,*,*,30,*
129759,Design Tech High,69047,San Mateo Union High,41,San Mateo,562,253,*,132,76,*
2530020,Warner High,73585,Modoc Joint Unified,25,Modoc,28,15,*,*,*,*
113381,San Juan Hills High,66464,Capistrano Unified,30,Orange,2980,1657,13,127,968,*
5536503,Sonora High,72389,Sonora Union High,55,Tuolumne,996,702,*,14,196,*
4135687,Redwood High,69062,Sequoia Union High,41,San Mateo,323,14,14,*,257,*
4930327,Laguna High,70607,West Sonoma County Union High,49,Sonoma,112,62,*,*,38,*
4332318,Foothill High,69427,East Side Union High,43,Santa Clara,388,*,*,21,349,*
5430046,Golden West High,72256,Visalia Unified,54,Tulare,2023,335,28,65,1507,14
138032,Come Back Charter,10249,Merced County Office of Education,24,Merced,175,34,16,*,116,*
5036850,Riverbank High,75556,Riverbank Unified,50,Stanislaus,793,105,*,*,672,*
1932086,Covina High,64436,Covina-Valley Unified,19,Los Angeles,1226,91,36,95,947,*
2431807,Gustine High,73619,Gustine Unified,24,Merced,602,81,*,*,493,*
3038023,Valencia High,66647,Placentia-Yorba Linda Unified,30,Orange,2675,325,35,547,1626,*
121673,NOVA Academy - Coachella,73676,Coachella Valley Unified,33,Riverside,255,*,*,*,250,*
1833805,Lassen High,64139,Lassen Union High,18,Lassen,859,538,13,*,175,31
4930384,Technology High,73882,Cotati-Rohnert Park Unified,49,Sonoma,343,152,*,20,68,*
1530708,Bakersfield High,63529,Kern High,15,Kern,3113,437,346,18,2183,28
1833813,Credence High,64139,Lassen Union High,18,Lassen,34,15,*,*,13,*
5036884,Roselawn High,75739,Turlock Unified,50,Stanislaus,275,55,*,*,204,*
1031004,Gateway High (Continuation),62117,Clovis Unified,10,Fresno,337,90,19,22,188,*
1932128,"Crenshaw Science, Technology, Engineering, Math and Medicine Magnet",64733,Los Angeles Unified,19,Los Angeles,670,*,435,*,222,*
138081,Maidu Virtual Charter Academy,66894,Placer Union High,31,Placer,155,110,*,*,31,*
4930400,Analy High,70607,West Sonoma County Union High,49,Sonoma,1185,786,17,42,280,*
1932144,Crescenta Valley High,64568,Glendale Unified,19,Los Angeles,2595,1327,26,639,386,*
3636081,San Gorgonio High,67876,San Bernardino City Unified,36,San Bernardino,1821,108,186,44,1400,*
138107,Elite Academic Academy - Adult Work Force Investment,75051,Lucerne Valley Unified,36,San Bernardino,113,16,33,*,50,*
5430145,Tulare Technical Preparatory High,72249,Tulare Joint Union High,54,Tulare,31,*,*,*,24,*
1031053,Clovis High,62117,Clovis Unified,10,Fresno,3043,1196,69,326,1284,36
3038098,Villa Park High,66621,Orange Unified,30,Orange,2292,726,20,232,1190,*
113555,Clovis North High,62117,Clovis Unified,10,Fresno,2583,1129,93,434,708,16
932756,El Dorado High,61853,El Dorado Union High,9,El Dorado,1260,816,14,23,308,29
5135256,Live Oak High,71399,Live Oak Unified,51,Sutter,608,133,*,79,373,*
3734431,Mission Bay High,68338,San Diego Unified,37,San Diego,1199,445,57,25,568,*
334755,Argonaut High,73981,Amador County Unified,3,Amador,567,362,*,*,135,12
113571,Vista del Lago High,67330,Folsom-Cordova Unified,34,Sacramento,1821,1077,25,392,185,*
3636131,Slover Mountain High (Continuation),67686,Colton Joint Unified,36,San Bernardino,405,29,28,*,342,*
1932201,Culver City High,64444,Culver City Unified,19,Los Angeles,2281,589,341,236,846,*
5634993,Apollo High,72603,Simi Valley Unified,56,Ventura,160,36,*,*,115,*
5430194,John J. Cairns Continuation,71993,Lindsay Unified,54,Tulare,91,*,*,*,86,*
4332474,Fremont High,69468,Fremont Union High,43,Santa Clara,2283,433,28,561,921,12
5635008,Royal High,72603,Simi Valley Unified,56,Ventura,2230,992,20,129,972,*
5430210,Farmersville High,75325,Farmersville Unified,54,Tulare,754,19,*,*,709,*
2333649,Point Arena High,65599,Point Arena Joint Union High,23,Mendocino,145,50,*,*,78,14
4537304,Shasta High,70136,Shasta Union High,45,Shasta,1447,1007,15,48,215,54
1932250,Henry David Thoreau Continuation,64733,Los Angeles Unified,19,Los Angeles,124,39,12,*,67,*
2235356,Mariposa County High,65532,Mariposa County Unified,22,Mariposa,439,300,*,*,81,18
5430251,Granite Hills High,75523,Porterville Unified,54,Tulare,1325,120,13,*,1144,14
5536750,Summerville High,72413,Summerville Union High,55,Tuolumne,453,316,*,*,77,12
3136504,Roseville High,66928,Roseville Joint Union High,31,Placer,1983,1058,62,156,529,14
130047,Roy A. Johnson High,61150,Castro Valley Unified,1,Alameda,22,*,*,*,*,*
4832259,Dixon High,70532,Dixon Unified,48,Solano,1086,336,24,14,623,*
5430277,Deep Creek Academy,75325,Farmersville Unified,54,Tulare,76,*,*,*,69,*
130054,Newark Memorial High,61234,Newark Unified,1,Alameda,1738,199,60,228,947,*
130062,American High,61176,Fremont Unified,1,Alameda,2577,288,59,1661,238,*
3734548,Monte Vista High,68130,Grossmont Union High,37,San Diego,1743,236,197,21,1120,*
3030038,Cypress High,66431,Anaheim Union High,30,Orange,2995,635,97,897,967,*
5430301,Alpaugh -Senior High,71803,Alpaugh Unified,54,Tulare,109,*,*,*,101,*
1932318,Eagle Tree Continuation,64733,Los Angeles Unified,19,Los Angeles,79,*,12,*,58,*
3038239,Western High,66431,Anaheim Union High,30,Orange,1803,142,66,139,1319,*
3030046,Canyon High,66621,Orange Unified,30,Orange,2222,1069,47,436,481,11
3030053,Esperanza High,66647,Placentia-Yorba Linda Unified,30,Orange,1538,680,18,148,572,*
1932326,Dominguez High,73437,Compton Unified,19,Los Angeles,2022,*,229,*,1755,*
3030061,El Toro High,73635,Saddleback Valley Unified,30,Orange,2277,911,37,214,869,*
1932334,Jane Addams Continuation,64733,Los Angeles Unified,19,Los Angeles,270,18,*,*,233,*
130096,Foothill High,75101,Pleasanton Unified,1,Alameda,2298,797,57,988,238,*
138289,Latitude 37.8 High,77180,SBE - Latitude 37.8 High,1,Alameda,144,*,29,*,89,*
433201,Durham High,61432,Durham Unified,4,Butte,305,206,*,*,81,*
1932342,Evergreen Continuation,64733,Los Angeles Unified,19,Los Angeles,120,*,*,*,116,*
3030079,Silverado High,73635,Saddleback Valley Unified,30,Orange,357,90,*,*,234,*
4037701,Templeton High,68841,Templeton Unified,40,San Luis Obispo,731,489,*,11,169,*
3333192,Indio High,67058,Desert Sands Unified,33,Riverside,2128,63,18,13,2004,*
130138,Robertson High (Continuation),61176,Fremont Unified,1,Alameda,283,55,15,46,130,*
1932383,Susan Miller Dorsey Senior High,64733,Los Angeles Unified,19,Los Angeles,905,12,446,*,430,*
5430368,El Diamante High,72256,Visalia Unified,54,Tulare,2182,554,38,84,1386,12
130146,Rudsdale Continuation,61259,Oakland Unified,1,Alameda,401,*,74,*,306,*
138339,Tennyson High,61192,Hayward Unified,1,Alameda,1575,35,92,131,1142,*
3431533,Cordova High,67330,Folsom-Cordova Unified,34,Sacramento,2050,658,212,151,777,12
3030129,Creekside High,73650,Irvine Unified,30,Orange,159,53,22,11,61,*
3734654,Morse High,68338,San Diego Unified,37,San Diego,1844,34,222,58,755,*
3030145,Ocean View High,66548,Huntington Beach Union High,30,Orange,1389,310,14,96,910,*
130179,Street Academy (Alternative),61259,Oakland Unified,1,Alameda,107,*,54,*,43,*
3030152,Irvine High,73650,Irvine Unified,30,Orange,1491,398,46,616,272,*
1932441,Downey High,64451,Downey Unified,19,Los Angeles,4409,194,142,83,3894,*
3030186,Monte Vista High,66597,Newport-Mesa Unified,30,Orange,2237,579,40,146,1281,*
138420,Tide Academy,69062,Sequoia Union High,41,San Mateo,143,37,*,*,77,*
130229,Alameda High,61119,Alameda Unified,1,Alameda,1767,565,75,545,276,*
1932482,Duarte High,64469,Duarte Unified,19,Los Angeles,810,57,24,24,657,*
3030210,Capistrano Valley High,66464,Capistrano Unified,30,Orange,2125,1082,23,147,684,*
130252,Village High,75101,Pleasanton Unified,1,Alameda,155,76,*,21,32,*
1031376,Coalinga High,62125,Coalinga-Huron Unified,10,Fresno,1307,132,11,22,1100,*
3030228,Anaheim High,66431,Anaheim Union High,30,Orange,2898,67,21,23,2753,*
138453,Valley High (Continuation),75093,Dublin Unified,1,Alameda,85,29,12,*,22,*
3030244,Laguna Hills High,73635,Saddleback Valley Unified,30,Orange,1510,572,11,99,675,*
3734761,Mount Miguel High,68130,Grossmont Union High,37,San Diego,1479,145,193,30,949,*
3038445,Westminster High,66548,Huntington Beach Union High,30,Orange,2772,98,17,1245,1322,*
130286,Millennium High Alternative,61275,Piedmont City Unified,1,Alameda,58,22,*,*,12,*
2735348,Seaside High,66092,Monterey Peninsula Unified,27,Monterey,1089,65,60,28,825,*
130294,MacGregor High (Continuation),61127,Albany City Unified,1,Alameda,13,*,*,*,*,*
736504,San Ramon Valley High,61804,San Ramon Valley Unified,7,Contra Costa,2132,1523,23,184,200,*
630012,Colusa Alternative High (Continuation),61598,Colusa Unified,6,Colusa,46,*,*,*,40,*
105726,Mission Hills High,73791,San Marcos Unified,37,San Diego,2912,918,71,148,1560,11
105734,Great Oak High,75192,Temecula Valley Unified,33,Riverside,3239,1354,114,236,941,52
3030285,Woodbridge High,73650,Irvine Unified,30,Orange,2020,819,56,641,265,*
630038,Mid Valley High (Continuation),61622,Williams Unified,6,Colusa,29,*,*,*,28,*
4930848,Johanna Echols-Hansen High (Continuation),70656,Cloverdale Unified,49,Sonoma,28,11,*,*,17,*
4332839,Gilroy High,69484,Gilroy Unified,43,Santa Clara,1831,239,24,28,1428,*
4930855,Cloverdale High,70656,Cloverdale Unified,49,Sonoma,434,149,*,*,257,*
3530029,San Andreas Continuation High,67538,San Benito High,35,San Benito,87,*,*,*,78,*
3030335,La Sierra High (Alternative),66514,Fullerton Joint Union High,30,Orange,512,63,31,25,373,*
630087,Arbuckle Alternative High (Continuation),61614,Pierce Joint Unified,6,Colusa,12,*,*,*,11,*
1736008,Middletown High,64055,Middletown Unified,17,Lake,484,323,*,*,128,*
3530060,Anzar High,75259,Aromas - San Juan Unified,35,San Benito,358,90,*,*,243,*
1932623,El Camino Real Charter High,64733,Los Angeles Unified,19,Los Angeles,3730,1487,136,316,1170,*
3038551,Valley Vista High (Continuation),66548,Huntington Beach Union High,30,Orange,440,123,*,41,245,*
3734878,Mountain Empire High,68213,Mountain Empire Unified,37,San Diego,460,130,*,*,278,23
3030368,Coast High,66548,Huntington Beach Union High,30,Orange,336,149,*,43,113,*
5430624,Citrus High,75523,Porterville Unified,54,Tulare,262,25,*,*,214,*
4332904,Henry M. Gunn High,69641,Palo Alto Unified,43,Santa Clara,1979,638,29,874,216,*
3038569,Dana Hills High,66464,Capistrano Unified,30,Orange,2288,1307,15,75,715,*
114025,Lincoln High,68338,San Diego Unified,37,San Diego,1507,29,286,40,1070,*
4234613,Ernest Righetti High,69310,Santa Maria Joint Union High,42,Santa Barbara,2587,586,43,40,1769,19
1932664,El Monte High,64519,El Monte Union High,19,Los Angeles,1664,*,*,209,1438,*
3030392,Trabuco Hills High,73635,Saddleback Valley Unified,30,Orange,2768,1321,51,295,769,*
105858,Pajaro Valley High,69799,Pajaro Valley Unified,44,Santa Cruz,1615,32,*,*,1558,*
1932680,Mountain View High,64519,El Monte Union High,19,Los Angeles,1390,*,*,85,1291,*
130450,Albany High,61127,Albany City Unified,1,Alameda,1193,405,41,366,197,*
4734356,Happy Camp High,70466,Siskiyou Union High,47,Siskiyou,62,22,*,*,13,16
2432409,Hilmar High,65698,Hilmar Unified,24,Merced,735,407,*,*,302,*
1932698,Ruben Salazar Continuation,64527,El Rancho Unified,19,Los Angeles,251,*,*,*,247,*
3833241,Lincoln (Abraham) High,68478,San Francisco Unified,38,San Francisco,2061,179,125,1002,530,*
1932706,El Rancho High,64527,El Rancho Unified,19,Los Angeles,2348,15,11,*,2303,*
3030434,Bolsa Grande High,66522,Garden Grove Unified,30,Orange,1908,75,*,1150,639,*
138669,Da Vinci RISE High,10199,Los Angeles County Office of Education,19,Los Angeles,269,*,88,*,155,*
4136370,San Mateo High,69047,San Mateo Union High,41,San Mateo,1716,329,15,381,762,*
105916,Monterey Trail High,67314,Elk Grove Unified,34,Sacramento,2432,156,393,877,606,*
4332995,Andrew P. Hill High,69427,East Side Union High,43,Santa Clara,2019,37,56,678,1142,*
138693,Washington High,61176,Fremont Unified,1,Alameda,1944,339,72,849,443,*
3030475,Cesar E. Chavez High,66670,Santa Ana Unified,30,Orange,535,*,*,*,525,*
1932763,El Segundo High,64535,El Segundo Unified,19,Los Angeles,1284,623,75,72,296,*
3030491,Century High,66670,Santa Ana Unified,30,Orange,1701,22,*,29,1635,*
122333,"Math, Science, & Technology Magnet Academy at Roosevelt High",64733,Los Angeles Unified,19,Los Angeles,555,*,*,*,547,*
114140,George and Evelyn Stein Continuation,75499,Tracy Joint Unified,39,San Joaquin,199,26,14,*,145,*
122341,Esteban Torres East LA Performing Arts Magnet,64733,Los Angeles Unified,19,Los Angeles,417,*,19,*,390,*
1531367,Burroughs High,73742,Sierra Sands Unified,15,Kern,1580,878,79,54,442,28
6069736,Miles P. Richmond,76505,Twin Rivers Unified,34,Sacramento,62,15,12,*,26,*
114157,Patriot High,67090,Jurupa Unified,33,Riverside,2589,258,50,31,2182,*
122358,Humanitas Academy of Art and Technology at Esteban E. Torres High No. 4,64733,Los Angeles Unified,19,Los Angeles,419,*,*,*,417,*
122366,Social Justice Leadership Academy at Esteban E. Torres High No. 5,64733,Los Angeles Unified,19,Los Angeles,257,*,*,*,251,*
122374,East Los Angeles Renaissance Academy at Esteban E. Torres High No. 2,64733,Los Angeles Unified,19,Los Angeles,443,*,*,*,441,*
3636743,Twentynine Palms High,67777,Morongo Unified,36,San Bernardino,884,367,135,16,300,*
122382,Engineering and Technology Academy at Esteban E. Torres High No. 3,64733,Los Angeles Unified,19,Los Angeles,383,*,*,*,376,*
1932821,Boyle Heights Continuation,64733,Los Angeles Unified,19,Los Angeles,115,*,*,*,113,*
5430806,Lovell High,71860,Cutler-Orosi Joint Unified,54,Tulare,85,*,*,*,81,*
130583,Amador Valley High,75101,Pleasanton Unified,1,Alameda,2780,1097,23,1224,248,*
1130012,North Valley High (Continuation),75481,Orland Joint Unified,11,Glenn,62,21,*,*,38,*
3030574,Aliso Niguel High,66464,Capistrano Unified,30,Orange,2940,1547,49,371,611,*
1130038,Willows Community High,62661,Willows Unified,11,Glenn,35,12,*,*,21,*
1130046,Bidwell Point High (Continuation),62653,Stony Creek Joint Unified,11,Glenn,7,*,*,*,*,*
1932862,Diamond Bar High,73460,Walnut Valley Unified,19,Los Angeles,2566,198,62,1616,465,*
122432,Edgewood High,65094,West Covina Unified,19,Los Angeles,855,38,13,119,623,*
130625,Alternatives in Action,61119,Alameda Unified,1,Alameda,174,*,*,*,161,*
3432002,Daylor (William) High (Continuation),67314,Elk Grove Unified,34,Sacramento,87,*,23,*,36,*
3833407,Lowell High,68478,San Francisco Unified,38,San Francisco,2803,514,46,1397,325,*
1130053,Ella Barkley High,76562,Hamilton Unified,11,Glenn,14,*,*,*,11,*
3030608,Middle College High,66670,Santa Ana Unified,30,Orange,369,*,*,13,350,*
1932888,Downtown Business High,64733,Los Angeles Unified,19,Los Angeles,1048,29,56,246,594,*
114264,North County Trade Tech High,68452,Vista Unified,37,San Diego,186,64,*,*,104,*
4030045,Pacific Beach High,68809,San Luis Coastal Unified,40,San Luis Obispo,91,36,*,*,43,*
3030624,Brea Canyon High (Continuation),66449,Brea-Olinda Unified,30,Orange,111,28,*,*,71,*
122473,Elm High,76778,Washington Unified,10,Fresno,84,*,*,*,64,*
3030640,Brea Olinda High,66449,Brea-Olinda Unified,30,Orange,1798,592,34,363,701,*
3432051,Del Campo High,67447,San Juan Unified,34,Sacramento,1778,955,138,61,439,14
1932920,Fairfax Senior High,64733,Los Angeles Unified,19,Los Angeles,1906,138,280,278,1120,*
106112,Pinnacles High,75440,Soledad Unified,27,Monterey,52,*,*,*,51,*
3030657,Northwood High,73650,Irvine Unified,30,Orange,1845,455,28,994,159,*
3333762,March Mountain High,67124,Moreno Valley Unified,33,Riverside,317,22,39,*,244,*
5037700,Turlock High,75739,Turlock Unified,50,Stanislaus,2687,823,43,76,1660,22
106120,SIATech,68452,Vista Unified,37,San Diego,1453,129,199,16,994,*
114314,Bitney Prep High,10298,Nevada County Office of Education,29,Nevada,98,67,*,*,*,*
3333770,Moreno Valley High,67124,Moreno Valley Unified,33,Riverside,2390,69,275,28,1934,*
130708,Sierra Vista Charter High,72249,Tulare Joint Union High,54,Tulare,692,80,17,16,567,*
130724,Success One!,10116,Glenn County Office of Education,11,Glenn,153,46,*,*,88,*
3735206,Oceanside High,73569,Oceanside Unified,37,San Diego,2124,441,98,23,1385,*
4030128,Eagle Canyon High,68841,Templeton Unified,40,San Luis Obispo,16,*,*,*,*,*
1932987,John H. Francis Polytechnic,64733,Los Angeles Unified,19,Los Angeles,2605,61,23,57,2394,*
4030144,Leffingwell High (Continuation),75465,Coast Unified,40,San Luis Obispo,17,*,*,*,*,*
5635776,Santa Paula High,76828,Santa Paula Unified,56,Ventura,1799,70,*,*,1716,*
4030151,Paloma Creek High,68700,Atascadero Unified,40,San Luis Obispo,89,47,*,*,35,*
1933001,King/Drew Medical Magnet High,64733,Los Angeles Unified,19,Los Angeles,1599,17,673,*,888,*
1031897,Edison High,62166,Fresno Unified,10,Fresno,2746,235,334,267,1840,12
3030756,Tesoro High,66464,Capistrano Unified,30,Orange,2453,1521,26,250,405,*
4833000,Fairfield High,70540,Fairfield-Suisun Unified,48,Solano,1695,212,322,75,849,12
4030185,Templeton Independent Study High,68841,Templeton Unified,40,San Luis Obispo,123,87,*,*,26,*
122606,PUC Lakeview Charter High,64733,Los Angeles Unified,19,Los Angeles,460,*,*,*,444,*
114421,KIPP King Collegiate High,61309,San Lorenzo Unified,1,Alameda,665,36,75,174,342,*
4136693,Sequoia High,69062,Sequoia Union High,41,San Mateo,2062,639,28,86,1165,*
737023,John Swett High,61697,John Swett Unified,7,Contra Costa,423,69,56,44,153,*
4333316,Homestead High,69468,Fremont Union High,43,Santa Clara,2405,656,20,1033,378,*
130823,EPIC de Cesar Chavez,10298,Nevada County Office of Education,29,Nevada,1062,34,26,*,983,*
1531656,Valley High,63412,Delano Joint Union High,15,Kern,114,*,*,*,104,*
3735313,Orange Glen High,68106,Escondido Union High,37,San Diego,1888,122,35,25,1662,*
1531672,Delano High,63412,Delano Joint Union High,15,Kern,1327,19,*,*,1150,*
433946,Esperanza High (Continuation),75507,Gridley Unified,4,Butte,69,27,*,*,38,*
114462,Health Sciences High and Middle College,68338,San Diego Unified,37,San Diego,627,29,126,18,408,*
130849,Arroyo High,61309,San Lorenzo Unified,1,Alameda,1800,157,86,382,879,*
433953,Gridley High,75507,Gridley Unified,4,Butte,723,266,*,13,409,*
130856,Luis Valdez Leadership Academy,69427,East Side Union High,43,Santa Clara,348,*,*,*,337,*
139055,Academy of Media Arts,64733,Los Angeles Unified,19,Los Angeles,74,*,39,*,20,*
1630011,Jamison (Donald C.) High (Continuation),63982,Lemoore Union High,16,Kings,97,*,*,*,72,*
4030268,Nipomo High,68759,Lucia Mar Unified,40,San Luis Obispo,936,292,*,*,591,*
1933118,John C. Fremont Senior High,64733,Los Angeles Unified,19,Los Angeles,2142,22,199,*,1917,*
114496,Dr. TJ Owens Gilroy Early College Academy,69484,Gilroy Unified,43,Santa Clara,301,60,*,52,154,*
3030855,Buena Park High,66514,Fullerton Joint Union High,30,Orange,2050,106,61,102,1652,*
114504,Summit High (Continuation),67058,Desert Sands Unified,33,Riverside,289,43,*,*,233,*
5431119,Sierra Vista High (Continuation),75531,Dinuba Unified,54,Tulare,70,*,*,*,68,*
114512,California City High,63677,Mojave Unified,15,Kern,615,125,187,*,268,*
106328,Canyon Crest Academy,68346,San Dieguito Union High,37,San Diego,2515,1168,16,921,210,*
4530010,Mountain View High (Continuation),69989,Fall River Joint Unified,45,Shasta,47,29,*,*,*,*
3932001,East Union High,68593,Manteca Unified,39,San Joaquin,1623,417,46,75,975,*
2334563,Round Valley High,65607,Round Valley Unified,23,Mendocino,126,13,*,*,38,74
1933159,Gahr (Richard) High,64212,ABC Unified,19,Los Angeles,1956,129,277,270,1006,*
4530028,West Valley High,69856,Anderson Union High,45,Shasta,782,565,*,16,125,33
1933175,Ganesha High,64907,Pomona Unified,19,Los Angeles,963,16,34,*,896,*
114553,University High,62166,Fresno Unified,10,Fresno,488,137,12,107,154,*
4530044,Foothill High,70136,Shasta Union High,45,Shasta,1418,1087,*,26,166,37
3432317,El Camino Fundamental High,67447,San Juan Unified,34,Sacramento,1330,576,128,94,405,*
1630078,Sunrise High (Continuation),73932,Reef-Sunset Unified,16,Kings,33,*,*,*,33,*
4530051,Oakview High (Alternative),69856,Anderson Union High,45,Shasta,317,187,*,14,69,22
5431184,Dinuba High,75531,Dinuba Unified,54,Tulare,2257,100,*,28,2100,*
4530077,Mountain Lakes High,75267,Gateway Unified,45,Shasta,78,55,*,*,11,*
1630110,Adelante High,73932,Reef-Sunset Unified,16,Kings,5,*,*,*,*,*
106401,Alameda Science and Technology Institute,61119,Alameda Unified,1,Alameda,170,25,*,100,18,*
122788,School for Entrepreneurship and Technology,68338,San Diego Unified,37,San Diego,213,66,*,*,48,*
4931507,El Molino High,70607,West Sonoma County Union High,49,Sonoma,586,355,12,*,162,16
130997,Sylmar Biotech Health and Engineering Magnet,64733,Los Angeles Unified,19,Los Angeles,234,*,*,*,224,*
4734901,McCloud High,70466,Siskiyou Union High,47,Siskiyou,26,21,*,*,*,*
1933241,Gardena Senior High,64733,Los Angeles Unified,19,Los Angeles,1552,23,404,50,1017,*
106435,Camino Nuevo Charter High,64733,Los Angeles Unified,19,Los Angeles,266,*,*,*,260,*
3932100,Edison High,68676,Stockton Unified,39,San Joaquin,2604,49,332,132,1785,45
1630151,Hanford Community Day,63925,Hanford Joint Union High,16,Kings,27,*,*,*,21,*
4333522,Leland High,69666,San Jose Unified,43,Santa Clara,1792,607,*,833,188,*
1032150,Fowler High,62158,Fowler Unified,10,Fresno,865,81,*,88,683,*
1630169,Hanford West High,63925,Hanford Joint Union High,16,Kings,1317,211,58,15,947,*
4235230,San Marcos Senior High,76786,Santa Barbara Unified,42,Santa Barbara,2056,741,11,58,1174,*
2433001,Le Grand High,65730,Le Grand Union High,24,Merced,518,32,*,*,476,*
2334704,South Valley High (Continuation),65615,Ukiah Unified,23,Mendocino,178,55,*,*,91,24
114678,High Tech High Chula Vista,76471,SBC - High Tech High,37,San Diego,612,58,14,*,461,*
1933308,Rancho del Mar High (Continuation),64865,Palos Verdes Peninsula Unified,19,Los Angeles,52,25,*,*,12,*
