,SchoolCode,Value,CohortStudents,Dropout (Count),Dropout Rate,Unnamed: 0,SchoolName,DistrictCode,DistrictName,CountyCode,CountyName
882,1937739,,4488.0,24.0,0.0053475935828877,1937739,San Dimas High,64329,Bonita Unified,19,Los Angeles
883,119115,,8200.0,252.0,0.03073170731707317,119115,Oak Hills High,75044,Hesperia Unified,36,San Bernardino
884,5337423,,,,,5337423,Southern Trinity High,73833,Southern Trinity Joint Unified,53,Trinity
885,930131,,384.0,132.0,0.34375,930131,Rite of Passage,10090,El Dorado County Office of Education,9,El Dorado
886,1937747,,120.0,32.0,0.26666666666666666,1937747,Ron Hockwalt Academies (Continuation),73460,Walnut Valley Unified,19,Los Angeles
887,3330388,,6956.0,56.0,0.008050603795284647,3330388,Palm Desert High,67058,Desert Sands Unified,33,Riverside
888,127316,,5196.0,88.0,0.016936104695919937,127316,Rancho Mirage High,67173,Palm Springs Unified,33,Riverside
889,1937754,,3576.0,88.0,0.024608501118568233,1937754,San Marino High,64964,San Marino Unified,19,Los Angeles
890,119131,,3908.0,248.0,0.06345957011258956,119131,Liberty Ranch High,67355,Galt Joint Union High,34,Sacramento
891,3330396,,8356.0,340.0,0.04068932503590235,3330396,Canyon Springs High,67124,Moreno Valley Unified,33,Riverside
892,3731809,,6128.0,820.0,0.13381201044386423,3731809,El Capitan High,68130,Grossmont Union High,37,San Diego
893,135525,,1432.0,92.0,0.06424581005586592,135525,Richard D. Browning High,64725,Long Beach Unified,19,Los Angeles
894,3330412,,6548.0,216.0,0.032987171655467315,3330412,Jurupa Valley High,67090,Jurupa Unified,33,Riverside
895,135533,,1300.0,280.0,0.2153846153846154,135533,Redwood Continuation High,61150,Castro Valley Unified,1,Alameda
896,5337456,,1236.0,80.0,0.06472491909385113,5337456,Trinity High,76513,Trinity Alps Unified,53,Trinity
897,635250,,1740.0,0.0,0.0,635250,Pierce High,61614,Pierce Joint Unified,6,Colusa
898,930164,,3580.0,128.0,0.035754189944134075,930164,Union Mine High,61853,El Dorado Union High,9,El Dorado
899,110965,,10940.0,524.0,0.04789762340036563,110965,Madera South High,65243,Madera Unified,20,Madera
900,4731253,,388.0,48.0,0.12371134020618557,4731253,Butte Valley High,73684,Butte Valley Unified,47,Siskiyou
901,1036672,,6932.0,256.0,0.03693017888055395,1036672,Selma High,62430,Selma Unified,10,Fresno
902,3330438,,9784.0,220.0,0.022485690923957483,3330438,Valley View High,67124,Moreno Valley Unified,33,Riverside
903,127373,,6728.0,192.0,0.028537455410225922,127373,El Capitan High,65789,Merced Union High,24,Merced
904,3330446,,10316.0,232.0,0.022489336952307096,3330446,Centennial High,67033,Corona-Norco Unified,33,Riverside
905,2134419,,608.0,76.0,0.125,2134419,San Andreas High (Continuation),65482,Tamalpais Union High,21,Marin
906,127381,,2264.0,96.0,0.04240282685512368,127381,"Ernest S. McBride, Sr. High",64725,Long Beach Unified,19,Los Angeles
907,110999,,7092.0,184.0,0.025944726452340666,110999,Frontier High,63529,Kern High,15,Kern
908,135582,15845776.77,576.0,0.0,0.0,135582,LA's Promise Charter High #1,10199,Los Angeles County Office of Education,19,Los Angeles
909,930214,,236.0,0.0,0.0,930214,EDUHSD Virtual Academy at Shenandoah,61853,El Dorado Union High,9,El Dorado
910,4837803,,6284.0,168.0,0.02673456397199236,4837803,Vacaville High,70573,Vacaville Unified,48,Solano
911,1937838,,8632.0,384.0,0.04448563484708063,1937838,San Pedro Senior High,64733,Los Angeles Unified,19,Los Angeles
912,3330479,,9720.0,292.0,0.030041152263374487,3330479,Beaumont Senior High,66993,Beaumont Unified,33,Riverside
913,102830,,8728.0,120.0,0.013748854262144821,102830,Wilmer Amina Carter High,67850,Rialto Unified,36,San Bernardino
914,3436979,,5216.0,428.0,0.08205521472392638,3436979,Rio Linda High,76505,Twin Rivers Unified,34,Sacramento
915,3830197,,1120.0,56.0,0.05,3830197,Independence High,68478,San Francisco Unified,38,San Francisco
916,3330487,,6448.0,36.0,0.005583126550868486,3330487,Temescal Canyon High,75176,Lake Elsinore Unified,33,Riverside
917,1536440,,5944.0,420.0,0.07065948855989233,1536440,Wasco High,63859,Wasco Union High,15,Kern
918,3035581,,6316.0,136.0,0.021532615579480684,3035581,Pacifica High,66522,Garden Grove Unified,30,Orange
919,3830205,,2432.0,84.0,0.03453947368421053,3830205,Wallenberg (Raoul) Traditional High,68478,San Francisco Unified,38,San Francisco
920,3330495,,2944.0,244.0,0.08288043478260869,3330495,Rancho Vista High,75192,Temecula Valley Unified,33,Riverside
921,127423,,3988.0,96.0,0.024072216649949848,127423,Sage Creek High,73551,Carlsbad Unified,37,San Diego
922,5435839,,3628.0,884.0,0.24366041896361632,5435839,Sequoia High,72256,Visalia Unified,54,Tulare
923,3330503,,1480.0,168.0,0.11351351351351352,3330503,Academy of Innovation,67082,Hemet Unified,33,Riverside
924,1233352,,920.0,204.0,0.2217391304347826,1233352,East High (Continuation),62810,Fortuna Union High,12,Humboldt
925,135632,9860926.82,936.0,0.0,0.0,135632,WISH Academy High,64733,Los Angeles Unified,19,Los Angeles
926,5132758,,1056.0,48.0,0.045454545454545456,5132758,East Nicolaus High,71373,East Nicolaus Joint Union High,51,Sutter
927,102871,,10424.0,120.0,0.011511895625479662,102871,Arnold O. Beckman High,73643,Tustin Unified,30,Orange
928,733659,,4216.0,632.0,0.14990512333965844,733659,John F. Kennedy High,61796,West Contra Costa Unified,7,Contra Costa
929,3330529,,7376.0,12.0,0.0016268980477223427,3330529,Murrieta Valley High,75200,Murrieta Valley Unified,33,Riverside
930,3330537,,5948.0,124.0,0.020847343644922665,3330537,West Valley High,67082,Hemet Unified,33,Riverside
931,3830254,,4388.0,328.0,0.07474931631722881,3830254,Burton (Phillip and Sala) Academic High,68478,San Francisco Unified,38,San Francisco
932,1937903,,8188.0,60.0,0.0073277967757694185,1937903,Santa Fe High,65128,Whittier Union High,19,Los Angeles
933,3330552,,6444.0,144.0,0.0223463687150838,3330552,Rancho Verde High,75242,Val Verde Unified,33,Riverside
934,1233402,,2772.0,68.0,0.024531024531024532,1233402,Fortuna Union High,62810,Fortuna Union High,12,Humboldt
935,3330560,,6996.0,1772.0,0.2532875929102344,3330560,Val Verde High,75242,Val Verde Unified,33,Riverside
936,102913,,1668.0,0.0,0.0,102913,Middle College High,64733,Los Angeles Unified,19,Los Angeles
937,102921,,1880.0,0.0,0.0,102921,Dr. Richard A. Vladovic Harbor Teacher Preparation Academy,64733,Los Angeles Unified,19,Los Angeles
938,3830288,,4780.0,220.0,0.04602510460251046,3830288,Balboa High,68478,San Francisco Unified,38,San Francisco
939,4133393,,4892.0,188.0,0.038430089942763694,4133393,Jefferson High,68924,Jefferson Union High,41,San Mateo
940,3330578,,6004.0,324.0,0.05396402398401066,3330578,Cathedral City High,67173,Palm Springs Unified,33,Riverside
941,3330586,,4704.0,436.0,0.09268707482993198,3330586,Lee V. Pollard High,67033,Corona-Norco Unified,33,Riverside
942,733725,,5308.0,160.0,0.03014318010550113,733725,Las Lomas High,61630,Acalanes Union High,7,Contra Costa
943,4330015,,7920.0,860.0,0.10858585858585859,4330015,Yerba Buena High,69427,East Side Union High,43,Santa Clara
944,135715,22773532.14,1588.0,12.0,0.007556675062972292,135715,Ednovate - Esperanza College Prep,64733,Los Angeles Unified,19,Los Angeles
945,4330023,,7792.0,508.0,0.06519507186858316,4330023,Santa Teresa High,69427,East Side Union High,43,Santa Clara
946,1430057,,212.0,92.0,0.4339622641509434,1430057,Palisade Glacier High (Continuation),76687,Bishop Unified,14,Inyo
947,127530,,1720.0,256.0,0.14883720930232558,127530,KIPP San Francisco College Preparatory,68478,San Francisco Unified,38,San Francisco
948,135723,19471718.87,1252.0,36.0,0.02875399361022364,135723,Ednovate - Brio College Prep,64733,Los Angeles Unified,19,Los Angeles
949,4231726,,7532.0,144.0,0.019118428040361127,4231726,Dos Pueblos Senior High,76786,Santa Barbara Unified,42,Santa Barbara
950,4330031,,11288.0,620.0,0.05492558469170801,4330031,Independence High,69427,East Side Union High,43,Santa Clara
951,3035706,,7964.0,288.0,0.03616273229532898,3035706,Rancho Alamitos High,66522,Garden Grove Unified,30,Orange
952,119354,,196.0,0.0,0.0,119354,Independence High,75457,Paso Robles Joint Unified,40,San Luis Obispo
953,127548,,1440.0,12.0,0.008333333333333333,127548,Summit Public School: Shasta,68924,Jefferson Union High,41,San Mateo
954,3732039,,1308.0,268.0,0.20489296636085627,3732039,Alta Vista High (Continuation),68452,Vista Unified,37,San Diego
955,1938000,,10072.0,136.0,0.013502779984114376,1938000,Santa Monica High,64980,Santa Monica-Malibu Unified,19,Los Angeles
956,3732054,,3156.0,700.0,0.2217997465145754,3732054,Valley High (Continuation),68106,Escondido Union High,37,San Diego
957,111195,,4176.0,56.0,0.013409961685823755,111195,Classical Academy High,68106,Escondido Union High,37,San Diego
958,135772,,340.0,0.0,0.0,135772,Meraki High,67447,San Juan Unified,34,Sacramento
959,1536606,,7188.0,784.0,0.10907067334446299,1536606,West High,63529,Kern High,15,Kern
960,3732062,,8836.0,624.0,0.07062019013128112,3732062,Escondido High,68106,Escondido Union High,37,San Diego
961,4330080,,4136.0,168.0,0.04061895551257253,4330080,Gunderson High,69666,San Jose Unified,43,Santa Clara
962,3035748,,3128.0,392.0,0.12531969309462915,3035748,Richland Continuation High,66621,Orange Unified,30,Orange
963,119404,,5328.0,48.0,0.009009009009009009,119404,Yorba Linda High,66647,Placentia-Yorba Linda Unified,30,Orange
964,3330669,,8844.0,20.0,0.002261420171867933,3330669,La Quinta High,67058,Desert Sands Unified,33,Riverside
965,3830387,,2732.0,88.0,0.032210834553440704,3830387,"Asawa (Ruth) SF Sch of the Arts, A Public School",68478,San Francisco Unified,38,San Francisco
966,3330677,,4728.0,240.0,0.050761421319796954,3330677,Raincross High (Continuation),67215,Riverside Unified,33,Riverside
967,3830403,,1988.0,320.0,0.16096579476861167,3830403,Marshall (Thurgood) High,68478,San Francisco Unified,38,San Francisco
968,1995398,,10236.0,568.0,0.05549042594763579,1995398,Highland High,64246,Antelope Valley Union High,19,Los Angeles
969,135814,,2220.0,316.0,0.14234234234234233,135814,Peninsula High (Continuation),69047,San Mateo Union High,41,San Mateo
970,1036938,,1376.0,12.0,0.00872093023255814,1036938,Sierra High,75275,Sierra Unified,10,Fresno
971,3830411,,1260.0,16.0,0.012698412698412698,3830411,Leadership High,68478,San Francisco Unified,38,San Francisco
972,4330122,,7420.0,104.0,0.014016172506738544,4330122,Santa Clara High,69674,Santa Clara Unified,43,Santa Clara
973,3330701,,12240.0,68.0,0.005555555555555556,3330701,Santiago High,67033,Corona-Norco Unified,33,Riverside
974,1995406,,6152.0,664.0,0.10793237971391417,1995406,Littlerock High,64246,Antelope Valley Union High,19,Los Angeles
975,3830429,,180.0,32.0,0.17777777777777778,3830429,Life Learning Academy Charter,68478,San Francisco Unified,38,San Francisco
976,127647,,1732.0,32.0,0.018475750577367205,127647,e3 Civic High,68338,San Diego Unified,37,San Diego
977,1938083,,688.0,100.0,0.14534883720930233,1938083,Shery (Kurt T.) High (Continuation),65060,Torrance Unified,19,Los Angeles
978,3830437,,1828.0,28.0,0.015317286652078774,3830437,Gateway High,68478,San Francisco Unified,38,San Francisco
979,1995430,,1452.0,56.0,0.03856749311294766,1995430,Independence High (Alternative),75713,Alhambra Unified,19,Los Angeles
980,3330727,,11088.0,308.0,0.027777777777777776,3330727,Paloma Valley High,67207,Perris Union High,33,Riverside
981,4838058,,3352.0,912.0,0.2720763723150358,4838058,John Finney High (Continuation),70581,Vallejo City Unified,48,Solano
982,3330743,,8432.0,36.0,0.004269449715370019,3330743,Chaparral High,75192,Temecula Valley Unified,33,Riverside
983,1995448,,7136.0,184.0,0.0257847533632287,1995448,Francisco Bravo Medical Magnet High,64733,Los Angeles Unified,19,Los Angeles
984,119503,,1568.0,140.0,0.08928571428571429,119503,Everest Public High,69062,Sequoia Union High,41,San Mateo
985,3732179,,7336.0,872.0,0.11886586695747,3732179,Fallbrook High,68122,Fallbrook Union High,37,San Diego
986,135905,,7028.0,1052.0,0.14968696642003415,135905,Oakland High,61259,Oakland Unified,1,Alameda
987,2331361,,2120.0,60.0,0.02830188679245283,2331361,Fort Bragg High,65565,Fort Bragg Unified,23,Mendocino
988,3732195,,1136.0,144.0,0.1267605633802817,3732195,Ivy High (Continuation),68122,Fallbrook Union High,37,San Diego
989,4338406,,1888.0,180.0,0.09533898305084745,4338406,New Valley Continuation High,69674,Santa Clara Unified,43,Santa Clara
990,430827,,712.0,32.0,0.0449438202247191,430827,Biggs High,61408,Biggs Unified,4,Butte
991,3330800,,2340.0,280.0,0.11965811965811966,3330800,Bayside Community Day,67124,Moreno Valley Unified,33,Riverside
992,3633906,,11268.0,1096.0,0.09726659566915158,3633906,Montclair High,67652,Chaffey Joint Union High,36,San Bernardino
993,1938166,,7956.0,188.0,0.023629964806435394,1938166,Sierra Vista High,64287,Baldwin Park Unified,19,Los Angeles
994,4330239,,5964.0,76.0,0.012743125419181758,4330239,Leigh High,69401,Campbell Union High,43,Santa Clara
995,3330818,,6712.0,484.0,0.07210965435041716,3330818,Desert Hot Springs High,67173,Palm Springs Unified,33,Riverside
996,135939,,48.0,0.0,0.0,135939,Washington Middle College High,72694,Washington Unified,57,Yolo
997,2732808,,5100.0,76.0,0.014901960784313726,2732808,Monterey High,66092,Monterey Peninsula Unified,27,Monterey
998,4436754,,2088.0,56.0,0.02681992337164751,4436754,San Lorenzo Valley High,69807,San Lorenzo Valley Unified,44,Santa Cruz
999,1995539,,2220.0,0.0,0.0,1995539,California Academy of Mathematics and Science,64725,Long Beach Unified,19,Los Angeles
1000,3330842,,1700.0,348.0,0.20470588235294118,3330842,Glen View High,66993,Beaumont Unified,33,Riverside
1001,733980,,8440.0,252.0,0.02985781990521327,733980,Liberty High,61721,Liberty Union High,7,Contra Costa
1002,135970,,440.0,0.0,0.0,135970,Mission Early College High,69674,Santa Clara Unified,43,Santa Clara
1003,127787,,1244.0,28.0,0.022508038585209004,127787,Humanities and Arts (HARTS) Academy of Los Angeles,64733,Los Angeles Unified,19,Los Angeles
1004,3330859,,9536.0,116.0,0.012164429530201342,3330859,Martin Luther King Jr. High,67215,Riverside Unified,33,Riverside
1005,733998,,2172.0,388.0,0.17863720073664824,733998,La Paloma High (Continuation),61721,Liberty Union High,7,Contra Costa
1006,1995570,,10472.0,2976.0,0.28418640183346067,1995570,Educational Partnership High,64725,Long Beach Unified,19,Los Angeles
1007,127795,,2132.0,560.0,0.2626641651031895,127795,Contreras Learning Center-School of Social Justice,64733,Los Angeles Unified,19,Los Angeles
1008,119602,,636.0,16.0,0.025157232704402517,119602,University Preparatory High,10546,Tulare County Office of Education,54,Tulare
1009,127803,,324.0,0.0,0.0,127803,Early College Academy-LA Trade Tech College,64733,Los Angeles Unified,19,Los Angeles
1010,1995588,,7628.0,0.0,0.0,1995588,Palos Verdes Peninsula High,64865,Palos Verdes Peninsula Unified,19,Los Angeles
1011,4830022,,1012.0,0.0,0.0,4830022,Travis Education Center,70565,Travis Unified,48,Solano
1012,1930056,,8204.0,152.0,0.018527547537786446,1930056,Cerritos High,64212,ABC Unified,19,Los Angeles
1013,4338505,,5440.0,164.0,0.030147058823529412,4338505,Westmont High,69401,Campbell Union High,43,Santa Clara
1014,4330312,,612.0,224.0,0.3660130718954248,4330312,Phoenix High,69427,East Side Union High,43,Santa Clara
1015,111435,,1960.0,92.0,0.04693877551020408,111435,Marina High,66092,Monterey Peninsula Unified,27,Monterey
1016,5632849,,8592.0,1160.0,0.13500931098696461,5632849,Hueneme High,72546,Oxnard Union High,56,Ventura
1017,3035987,,1280.0,88.0,0.06875,3035987,Junipero Serra High,66464,Capistrano Unified,30,Orange
1018,119636,,1676.0,0.0,0.0,119636,Da Vinci Design,76869,Wiseburn Unified,19,Los Angeles
1019,4133716,,8760.0,660.0,0.07534246575342465,4133716,Menlo-Atherton High,69062,Sequoia Union High,41,San Mateo
1020,1930080,,6516.0,152.0,0.02332719459791283,1930080,Agoura High,64683,Las Virgenes Unified,19,Los Angeles
1021,3036001,,10708.0,100.0,0.009338812103100485,3036001,San Clemente High,66464,Capistrano Unified,30,Orange
1022,4830048,,456.0,100.0,0.21929824561403508,4830048,Liberty High,70524,Benicia Unified,48,Solano
1023,5436258,,384.0,232.0,0.6041666666666666,5436258,Bravo Lake High,76794,Woodlake Unified,54,Tulare
1024,4830055,,1056.0,152.0,0.14393939393939395,4830055,Maine Prairie High (Continuation),70532,Dixon Unified,48,Solano
1025,3732336,,8892.0,728.0,0.08187134502923976,3732336,Granite Hills High,68130,Grossmont Union High,37,San Diego
1026,4330353,,1476.0,188.0,0.12737127371273713,4330353,Pegasus High,69427,East Side Union High,43,Santa Clara
1027,136051,,7400.0,284.0,0.038378378378378375,136051,Oakland Technical High,61259,Oakland Unified,1,Alameda
1028,4330361,,1436.0,32.0,0.022284122562674095,4330361,Apollo High,69427,East Side Union High,43,Santa Clara
1029,1930106,,2476.0,296.0,0.11954765751211632,1930106,Santana High (Continuation),73452,Rowland Unified,19,Los Angeles
1030,5436282,,2288.0,36.0,0.015734265734265736,5436282,Woodlake High,76794,Woodlake Unified,54,Tulare
1031,111484,17760674.919999998,452.0,80.0,0.17699115044247787,111484,New Village Girls Academy,64733,Los Angeles Unified,19,Los Angeles
1032,1938307,,8820.0,408.0,0.04625850340136054,1938307,South Gate Senior High,64733,Los Angeles Unified,19,Los Angeles
1033,111492,52380669.67,2220.0,44.0,0.01981981981981982,111492,Alliance Patti And Peter Neuwirth Leadership Academy,64733,Los Angeles Unified,19,Los Angeles
1034,1995653,,3420.0,152.0,0.044444444444444446,1995653,Sierra Vista High (Alternative),65128,Whittier Union High,19,Los Angeles
1035,4830089,,5248.0,192.0,0.036585365853658534,4830089,Will C. Wood High,70573,Vacaville Unified,48,Solano
1036,111500,39032377.589999996,1788.0,100.0,0.05592841163310962,111500,Alliance Dr. Olga Mohan High,64733,Los Angeles Unified,19,Los Angeles
1037,1995661,,5076.0,144.0,0.028368794326241134,1995661,South El Monte High,64519,El Monte Union High,19,Los Angeles
1038,3330958,,,,,3330958,March Valley,67124,Moreno Valley Unified,33,Riverside
1039,127894,28418518.0,1868.0,80.0,0.042826552462526764,127894,Valor Academy High,64733,Los Angeles Unified,19,Los Angeles
1040,5034905,,9908.0,492.0,0.04965684295518773,5034905,Modesto High,71175,Modesto City High,50,Stanislaus
1041,4830113,,1208.0,16.0,0.013245033112582781,4830113,Buckingham Collegiate Charter Academy,70573,Vacaville Unified,48,Solano
1042,5034913,,5088.0,1120.0,0.22012578616352202,5034913,Robert Elliott Alternative Education Center,71175,Modesto City High,50,Stanislaus
1043,127910,28474671.63,2168.0,56.0,0.025830258302583026,127910,Camino Nuevo High #2,64733,Los Angeles Unified,19,Los Angeles
1044,1930155,,10532.0,1148.0,0.10900113938473224,1930155,Schurr High,64808,Montebello Unified,19,Los Angeles
1045,3330990,,11516.0,1620.0,0.140673845085099,3330990,Coachella Valley High,73676,Coachella Valley Unified,33,Riverside
1046,1995695,,4124.0,1992.0,0.4830261881668283,1995695,Cesar Chavez Continuation High,73437,Compton Unified,19,Los Angeles
1047,119727,,4060.0,144.0,0.035467980295566505,119727,Ramon C. Cortines School of Visual and Performing Arts,64733,Los Angeles Unified,19,Los Angeles
1048,1930163,,9068.0,104.0,0.011468901632112925,1930163,Alhambra High,75713,Alhambra Unified,19,Los Angeles
1049,1938356,,6376.0,0.0,0.0,1938356,South High,65060,Torrance Unified,19,Los Angeles
1050,136119,22915279.4,1896.0,124.0,0.06540084388185655,136119,Animo City of Champions Charter High,10199,Los Angeles County Office of Education,19,Los Angeles
1051,1332154,,2712.0,632.0,0.23303834808259588,1332154,Aurora High (Continuation),63099,Calexico Unified,13,Imperial
1052,119743,,1388.0,0.0,0.0,119743,Stockton Early College Academy,68676,Stockton Unified,39,San Joaquin
1053,4830147,,5564.0,596.0,0.10711718188353703,4830147,Jesse M. Bethel High,70581,Vallejo City Unified,48,Solano
1054,1938372,,6080.0,0.0,0.0,1938372,South Hills High,64436,Covina-Valley Unified,19,Los Angeles
1055,3331014,,2016.0,0.0,0.0,3331014,Nuview Bridge Early College High,67157,Nuview Union,33,Riverside
1056,127944,,584.0,0.0,0.0,127944,Silver Oak High Public Montessori Charter,61192,Hayward Unified,1,Alameda
1057,111575,87721822.74,2684.0,56.0,0.020864381520119227,111575,Animo Ralph Bunche Charter High,64733,Los Angeles Unified,19,Los Angeles
1058,1995737,,1920.0,32.0,0.016666666666666666,1995737,Malibu High,64980,Santa Monica-Malibu Unified,19,Los Angeles
1059,4830170,,6120.0,212.0,0.034640522875816995,4830170,Angelo Rodriguez High,70540,Fairfield-Suisun Unified,48,Solano
1060,111583,76772378.06,2520.0,0.0,0.0,111583,Animo Jackie Robinson High,64733,Los Angeles Unified,19,Los Angeles
1061,4436960,,1040.0,132.0,0.12692307692307692,4436960,Costanoa Continuation High,69823,Santa Cruz City High,44,Santa Cruz
1062,1995745,,380.0,68.0,0.17894736842105263,1995745,Dr. Doug Sears Learning Center,65052,Temple City Unified,19,Los Angeles
1063,1930213,,6932.0,1252.0,0.18061165608770918,1930213,Antelope Valley High,64246,Antelope Valley Union High,19,Los Angeles
1064,1995752,,488.0,152.0,0.3114754098360656,1995752,Patricia Dreizler Continuation High,75341,Redondo Beach Unified,19,Los Angeles
1065,119784,,1224.0,400.0,0.32679738562091504,119784,Stockton High,68676,Stockton Unified,39,San Joaquin
1066,1332204,,11972.0,1204.0,0.10056799198128967,1332204,Calexico High,63099,Calexico Unified,13,Imperial
1067,4830196,,1792.0,356.0,0.19866071428571427,4830196,MIT Academy,70581,Vallejo City Unified,48,Solano
1068,3634169,,740.0,0.0,0.0,3634169,Needles High,67801,Needles Unified,36,San Bernardino
1069,1930239,,2816.0,864.0,0.3068181818181818,1930239,R. K. Lloyde High,64352,Centinela Valley Union High,19,Los Angeles
1070,3331071,,7272.0,628.0,0.08635863586358636,3331071,Vista del Lago High,67124,Moreno Valley Unified,33,Riverside
1071,111625,88152315.56,1940.0,360.0,0.18556701030927836,111625,Animo Watts College Preparatory Academy,64733,Los Angeles Unified,19,Los Angeles
1072,1995786,,1348.0,84.0,0.06231454005934718,1995786,Vasquez High,75309,Acton-Agua Dulce Unified,19,Los Angeles
1073,1995794,,2420.0,1008.0,0.41652892561983473,1995794,Youth Opportunities Unlimited,64733,Los Angeles Unified,19,Los Angeles
1074,1938455,,4880.0,104.0,0.021311475409836064,1938455,South Pasadena Senior High,65029,South Pasadena Unified,19,Los Angeles
1075,1995802,,9304.0,48.0,0.005159071367153913,1995802,Valencia High,65136,William S. Hart Union High,19,Los Angeles
1076,5739552,,960.0,92.0,0.09583333333333334,5739552,Yolo High,72694,Washington Unified,57,Yolo
1077,1995810,,6196.0,112.0,0.018076178179470628,1995810,Gabrielino High,75291,San Gabriel Unified,19,Los Angeles
1078,136226,,1728.0,344.0,0.19907407407407407,136226,Opportunity Academy,10017,Alameda County Office of Education,1,Alameda
1079,734244,,3688.0,16.0,0.004338394793926247,734244,Miramonte High,61630,Acalanes Union High,7,Contra Costa
1080,1135656,,2116.0,52.0,0.024574669187145556,1135656,Orland High,75481,Orland Joint Unified,11,Glenn
1081,3331113,,2520.0,220.0,0.0873015873015873,3331113,Amistad High (Continuation),67058,Desert Sands Unified,33,Riverside
1082,136234,,468.0,32.0,0.06837606837606838,136234,Lemoore Online College Preparatory High,63982,Lemoore Union High,16,Kings
1083,111658,64703399.12,2340.0,24.0,0.010256410256410256,111658,Alliance Marc & Eva Stern Math and Science,64733,Los Angeles Unified,19,Los Angeles
1084,1930288,,10892.0,124.0,0.011384502387073081,1930288,Arcadia High,64261,Arcadia Unified,19,Los Angeles
1085,3331121,,4508.0,664.0,0.14729370008873113,3331121,Mt. San Jacinto High,67173,Palm Springs Unified,33,Riverside
1086,111666,,480.0,0.0,0.0,111666,Early College High,66597,Newport-Mesa Unified,30,Orange
1087,1930296,,828.0,88.0,0.10628019323671498,1930296,Harris Newmark Continuation,64733,Los Angeles Unified,19,Los Angeles
1088,5231675,,680.0,144.0,0.21176470588235294,5231675,Centennial Continuation High,71506,Corning Union High,52,Tehama
1089,1995836,113528126.02,10528.0,408.0,0.03875379939209726,1995836,Palisades Charter High,64733,Los Angeles Unified,19,Los Angeles
1090,2430015,,700.0,84.0,0.12,2430015,Westside High,75317,Dos Palos Oro Loma Joint Unified,24,Merced
1091,3331139,,956.0,92.0,0.09623430962343096,3331139,Twin Palms Continuation,67181,Palo Verde Unified,33,Riverside
1092,1995844,,8384.0,744.0,0.08874045801526717,1995844,Lancaster High,64246,Antelope Valley Union High,19,Los Angeles
1093,1930312,,760.0,120.0,0.15789473684210525,1930312,Arrow High (Continuation),64378,Charter Oak Unified,19,Los Angeles
1094,4330569,,,,,4330569,Community Day,69468,Fremont Union High,43,Santa Clara
1095,2430031,,440.0,112.0,0.2545454545454545,2430031,Pioneer High (Continuation),73619,Gustine Unified,24,Merced
1096,1930320,,7596.0,360.0,0.04739336492890995,1930320,Arroyo High,64519,El Monte Union High,19,Los Angeles
1097,1938513,,1228.0,168.0,0.13680781758957655,1938513,Coronado High (Continuation),65094,West Covina Unified,19,Los Angeles
1098,3732559,,204.0,32.0,0.1568627450980392,3732559,Chaparral High,68130,Grossmont Union High,37,San Diego
1099,1234004,,588.0,52.0,0.08843537414965986,1234004,Hoopa Valley High,62901,Klamath-Trinity Joint Unified,12,Humboldt
1100,4330585,,2388.0,120.0,0.05025125628140704,4330585,Downtown College Preparatory,69666,San Jose Unified,43,Santa Clara
1101,1995869,,1740.0,0.0,0.0,1995869,International Polytechnic High,10199,Los Angeles County Office of Education,19,Los Angeles
1102,5231709,,3244.0,76.0,0.02342786683107275,5231709,Corning High,71506,Corning Union High,52,Tehama
1103,5330014,,96.0,8.0,0.08333333333333333,5330014,Alps View High (Continuation),76513,Trinity Alps Unified,53,Trinity
1104,2430049,,1220.0,156.0,0.12786885245901639,2430049,Independence High (Alternative),65789,Merced Union High,24,Merced
1105,1930338,,3904.0,696.0,0.17827868852459017,1930338,Frontier High (Continuation),65128,Whittier Union High,19,Los Angeles
1106,136291,,,,,136291,Career Technical Education Charter,10108,Fresno County Office of Education,10,Fresno
1107,4330593,,320.0,12.0,0.0375,4330593,Middle College High,69666,San Jose Unified,43,Santa Clara
1108,4936803,,6132.0,1044.0,0.17025440313111545,4936803,Santa Rosa High,70920,Santa Rosa High,49,Sonoma
1109,5330022,,,,,5330022,Valley High,75028,Mountain Valley Unified,53,Trinity
1110,4838504,,6100.0,1544.0,0.25311475409836065,4838504,Vallejo High,70581,Vallejo City Unified,48,Solano
1111,3839081,,7880.0,588.0,0.07461928934010152,3839081,Washington (George) High,68478,San Francisco Unified,38,San Francisco
1112,5330030,,,,,5330030,Mt. Lassic High (Continuation),73833,Southern Trinity Joint Unified,53,Trinity
1113,2430064,,400.0,28.0,0.07,2430064,Granada High,65730,Le Grand Union High,24,Merced
1114,1930353,,60.0,0.0,0.0,1930353,Arena High (Continuation),64535,El Segundo Unified,19,Los Angeles
1115,4338802,,6692.0,320.0,0.04781829049611477,4338802,Adrian Wilcox High,69674,Santa Clara Unified,43,Santa Clara
1116,4437109,,3396.0,116.0,0.03415783274440518,4437109,Santa Cruz High,69823,Santa Cruz City High,44,Santa Cruz
1117,1930361,,5836.0,148.0,0.025359835503769704,1930361,Artesia High,64212,ABC Unified,19,Los Angeles
1118,1938554,,5480.0,344.0,0.06277372262773723,1938554,Sylmar Charter High,64733,Los Angeles Unified,19,Los Angeles
1119,2733178,,8284.0,352.0,0.04249154997585707,2733178,North Salinas High,66159,Salinas Union High,27,Monterey
