,SchoolCode,Value,CohortStudents,Dropout (Count),Dropout Rate,Unnamed: 0,SchoolName,DistrictCode,DistrictName,CountyCode,CountyName
445,108753,,8096.0,96.0,0.011857707509881422,108753,Pleasant Grove High,67314,Elk Grove Unified,34,Sacramento
446,116954,,104.0,24.0,0.23076923076923078,116954,Jack London Community Day,64733,Los Angeles Unified,19,Los Angeles
447,3631322,,9952.0,924.0,0.09284565916398714,3631322,Bloomington High,67686,Colton Joint Unified,36,San Bernardino
448,5630173,,584.0,60.0,0.10273972602739725,5630173,Sierra High,72454,Fillmore Unified,56,Ventura
449,125153,,92.0,56.0,0.6086956521739131,125153,Beach High-Intensive Learning Program,64725,Long Beach Unified,19,Los Angeles
450,125161,,4288.0,1728.0,0.40298507462686567,125161,Castlemont High,61259,Oakland Unified,1,Alameda
451,108787,,1436.0,16.0,0.011142061281337047,108787,High Tech High Media Arts,68338,San Diego Unified,37,San Diego
452,731380,,7404.0,48.0,0.006482982171799027,731380,Clayton Valley Charter High,10074,Contra Costa County Office of Education,7,Contra Costa
453,5630199,,188.0,16.0,0.0851063829787234,5630199,Oak View High,73874,Oak Park Unified,56,Ventura
454,100602,69420035.1,2376.0,84.0,0.03535353535353535,100602,"Lennox Mathematics, Science and Technology Academy",64709,Lennox,19,Los Angeles
455,1337609,,556.0,56.0,0.10071942446043165,1337609,San Pasqual Valley High,63214,San Pasqual Valley Unified,13,Imperial
456,3434768,,7628.0,332.0,0.043523859465128475,3434768,John F. Kennedy High,67439,Sacramento City Unified,34,Sacramento
457,117010,,800.0,0.0,0.0,117010,Minarets High,75606,Chawanakee Unified,20,Madera
458,3033362,,7548.0,104.0,0.01377848436671966,3033362,La Habra High,66514,Fullerton Joint Union High,30,Orange
459,133397,,7284.0,32.0,0.004393190554640308,133397,Granada High,61200,Livermore Valley Joint Unified,1,Alameda
460,133405,,4376.0,84.0,0.019195612431444242,133405,Portola High,73650,Irvine Unified,30,Orange
461,330019,,664.0,68.0,0.10240963855421686,330019,Independence High (Continuation),73981,Amador County Unified,3,Amador
462,4335907,,7560.0,372.0,0.049206349206349205,4335907,Piedmont Hills High,69427,East Side Union High,43,Santa Clara
463,3131687,,964.0,276.0,0.2863070539419087,3131687,Confluence Continuation High,66894,Placer Union High,31,Placer
464,2132264,,576.0,84.0,0.14583333333333334,2132264,Marin Oaks High,65417,Novato Unified,21,Marin
465,3434792,,848.0,116.0,0.13679245283018868,3434792,Kinney High (Continuation),67330,Folsom-Cordova Unified,34,Sacramento
466,330027,,,,,330027,Pine Grove Youth Conservation Camp,32276,California Education Authority (CEA) Headquarters,34,Sacramento
467,3336492,,7672.0,44.0,0.005735140771637122,3336492,Ramona High,67215,Riverside Unified,33,Riverside
468,2132272,,4968.0,140.0,0.02818035426731079,2132272,Novato High,65417,Novato Unified,21,Marin
469,3737905,,5660.0,480.0,0.08480565371024736,3737905,Santana High,68130,Grossmont Union High,37,San Diego
470,1132851,,1616.0,48.0,0.0297029702970297,1132851,Willows High,62661,Willows Unified,11,Glenn
471,125237,20196310.34,1384.0,80.0,0.057803468208092484,125237,Leadership Military Academy,10330,Riverside County Office of Education,33,Riverside
472,117051,,2768.0,292.0,0.10549132947976879,117051,Edward R. Roybal Learning Center,64733,Los Angeles Unified,19,Los Angeles
473,5630272,,1656.0,256.0,0.15458937198067632,5630272,Pacific High,72652,Ventura Unified,56,Ventura
474,100677,26285041.36,1280.0,56.0,0.04375,100677,High Tech LA,64733,Los Angeles Unified,19,Los Angeles
475,117069,,3236.0,508.0,0.15698393077873918,117069,Helen Bernstein High,64733,Los Angeles Unified,19,Los Angeles
476,108878,30575664.43,2664.0,204.0,0.07657657657657657,108878,CHAMPS - Charter HS of Arts-Multimedia & Performing,64733,Los Angeles Unified,19,Los Angeles
477,4335949,,5472.0,144.0,0.02631578947368421,4335949,Pioneer High,69666,San Jose Unified,43,Santa Clara
478,3230034,,,,,3230034,Almanor High (Continuation),66969,Plumas Unified,32,Plumas
479,3230042,,,,,3230042,Beckwourth (Jim) High (Continuation),66969,Plumas Unified,32,Plumas
480,5630298,,1208.0,128.0,0.10596026490066225,5630298,El Camino High,72652,Ventura Unified,56,Ventura
481,100701,,616.0,0.0,0.0,100701,MetWest High,61259,Oakland Unified,1,Alameda
482,108894,74857096.83,2376.0,40.0,0.016835016835016835,108894,Alliance Judy Ivie Burton Technology Academy High,64733,Los Angeles Unified,19,Los Angeles
483,1935717,,,,,1935717,Joaquin Miller Career and Transition Center,64733,Los Angeles Unified,19,Los Angeles
484,3737962,,3032.0,544.0,0.17941952506596306,3737962,Garfield High,68338,San Diego Unified,37,San Diego
485,936302,,6288.0,48.0,0.007633587786259542,936302,Ponderosa High,61853,El Dorado Union High,9,El Dorado
486,5630322,,2880.0,0.0,0.0,5630322,Santa Susana High,72603,Simi Valley Unified,56,Ventura
487,108936,75657380.94,2348.0,32.0,0.013628620102214651,108936,Alliance Collins Family College-Ready High,64733,Los Angeles Unified,19,Los Angeles
488,5630348,,3136.0,48.0,0.015306122448979591,5630348,Foothill Technology High,72652,Ventura Unified,56,Ventura
489,1935758,,13096.0,560.0,0.04276114844227245,1935758,Millikan High,64725,Long Beach Unified,19,Los Angeles
490,100750,77464371.51,1812.0,116.0,0.0640176600441501,100750,Wallis Annenberg High,64733,Los Angeles Unified,19,Los Angeles
491,108944,,1140.0,44.0,0.03859649122807018,108944,Lighthouse Community Charter High,61259,Oakland Unified,1,Alameda
492,125328,,1000.0,0.0,0.0,125328,Central Coast New Tech High,68759,Lucia Mar Unified,40,San Luis Obispo
493,108951,,796.0,16.0,0.020100502512562814,108951,Arthur A. Benjamin Health Professions High,67439,Sacramento City Unified,34,Sacramento
494,5237151,,2192.0,288.0,0.13138686131386862,5237151,Salisbury High (Continuation),71639,Red Bluff Joint Union High,52,Tehama
495,5630371,,432.0,32.0,0.07407407407407407,5630371,The High School at Moorpark College,73940,Moorpark Unified,56,Ventura
496,125351,,,,,125351,Palm Canyon,73445,Hacienda la Puente Unified,19,Los Angeles
497,2730414,,2676.0,0.0,0.0,2730414,Carmel High,65987,Carmel Unified,27,Monterey
498,108977,,,,,108977,Fowler Academy Community Day (9-12),62158,Fowler Unified,10,Fresno
499,5630389,,13616.0,1428.0,0.10487661574618096,5630389,Pacifica High,72546,Oxnard Union High,56,Ventura
500,100800,30033147.26,2144.0,136.0,0.06343283582089553,100800,Central City Value,64733,Los Angeles Unified,19,Los Angeles
501,108993,,,,,108993,Easton Community Day,76778,Washington Unified,10,Fresno
502,1935808,,8076.0,92.0,0.011391778107974244,1935808,Mira Costa High,75333,Manhattan Beach Unified,19,Los Angeles
503,5835202,,3220.0,244.0,0.07577639751552795,5835202,Marysville High,72736,Marysville Joint Unified,58,Yuba
504,3131851,,1892.0,52.0,0.02748414376321353,3131851,Colfax High,66894,Placer Union High,31,Placer
505,5237201,,5292.0,156.0,0.02947845804988662,5237201,Red Bluff High,71639,Red Bluff Joint Union High,52,Tehama
506,117218,,2472.0,32.0,0.012944983818770227,117218,Dozier-Libbey Medical High,61648,Antioch Unified,7,Contra Costa
507,3631587,,736.0,312.0,0.42391304347826086,3631587,Boys Republic High,67678,Chino Valley Unified,36,San Bernardino
508,3033578,,9480.0,376.0,0.039662447257383965,3033578,La Quinta High,66522,Garden Grove Unified,30,Orange
509,125419,,6772.0,396.0,0.05847607796810396,125419,Adelanto High,67934,Victor Valley Union High,36,San Bernardino
510,125427,,936.0,28.0,0.029914529914529916,125427,Calero High,69427,East Side Union High,43,Santa Clara
511,1935865,,8160.0,1224.0,0.15,1935865,James Monroe High,64733,Los Angeles Unified,19,Los Angeles
512,133629,,5916.0,440.0,0.07437457741717377,133629,Hayward High,61192,Hayward Unified,1,Alameda
513,731646,,6860.0,180.0,0.026239067055393587,731646,College Park High,61754,Mt. Diablo Unified,7,Contra Costa
514,4336137,,4976.0,212.0,0.04260450160771704,4336137,Prospect High,69401,Campbell Union High,43,Santa Clara
515,3033610,,4728.0,868.0,0.18358714043993232,3033610,La Vista High (Continuation),66514,Fullerton Joint Union High,30,Orange
516,125450,,6644.0,472.0,0.07104154124021674,125450,Indian Springs High,67876,San Bernardino City Unified,36,San Bernardino
517,4934154,,6008.0,796.0,0.13249001331557922,4934154,Montgomery High,70920,Santa Rosa High,49,Sonoma
518,4532750,,3588.0,184.0,0.05128205128205128,4532750,Enterprise High,70136,Shasta Union High,45,Shasta
519,1935899,,512.0,16.0,0.03125,1935899,Canyon Oaks High,64790,Monrovia Unified,19,Los Angeles
520,3934759,,6908.0,340.0,0.04921829762594094,3934759,Tokay High,68585,Lodi Unified,39,San Joaquin
521,1436203,,,,,1436203,Owens Valley High,63297,Owens Valley Unified,14,Inyo
522,3934767,,1700.0,144.0,0.08470588235294117,3934767,Liberty High,68585,Lodi Unified,39,San Joaquin
523,1935923,,5952.0,72.0,0.012096774193548387,1935923,Monrovia High,64790,Monrovia Unified,19,Los Angeles
524,109108,,6572.0,204.0,0.0310407790626902,109108,Citrus Hill High,75242,Val Verde Unified,33,Riverside
525,5139001,,6824.0,732.0,0.10726846424384526,5139001,Yuba City High,71464,Yuba City Unified,51,Sutter
526,125500,,6380.0,636.0,0.09968652037617555,125500,Grand Terrace High School at the Ray Abril Jr. Educational Complex,67686,Colton Joint Unified,36,San Bernardino
527,3934783,,6612.0,248.0,0.03750756200846945,3934783,Lodi High,68585,Lodi Unified,39,San Joaquin
528,3730017,,1084.0,448.0,0.4132841328413284,3730017,Carlsbad Village Academy,73551,Carlsbad Unified,37,San Diego
529,2132587,,5960.0,36.0,0.006040268456375839,2132587,Redwood High,65482,Tamalpais Union High,21,Marin
530,2837102,,1644.0,48.0,0.029197080291970802,2837102,Saint Helena High,66290,Saint Helena Unified,28,Napa
531,3730033,,7512.0,108.0,0.01437699680511182,3730033,Torrey Pines High,68346,San Dieguito Union High,37,San Diego
532,3738226,,13140.0,1040.0,0.0791476407914764,3738226,Sweetwater High,68411,Sweetwater Union High,37,San Diego
533,133751,,612.0,12.0,0.0196078431372549,133751,Edward P. Duplex,72769,Wheatland Union High,58,Yuba
534,3738234,,7008.0,492.0,0.0702054794520548,3738234,Montgomery Senior High,68411,Sweetwater Union High,37,San Diego
535,1935998,,10204.0,2368.0,0.23206585652685222,1935998,Montebello High,64808,Montebello Unified,19,Los Angeles
536,3730058,,8040.0,524.0,0.06517412935323383,3730058,San Pasqual High,68106,Escondido Union High,37,San Diego
537,3730066,,8332.0,836.0,0.10033605376860298,3730066,Valhalla High,68130,Grossmont Union High,37,San Diego
538,3631769,,2048.0,172.0,0.083984375,3631769,Buena Vista Continuation High,67678,Chino Valley Unified,36,San Bernardino
539,3730074,,6528.0,0.0,0.0,3730074,Mt. Carmel High,68296,Poway Unified,37,San Diego
540,133793,,3168.0,68.0,0.021464646464646464,133793,Accelerated Charter High,72249,Tulare Joint Union High,54,Tulare
541,4836003,,4068.0,800.0,0.19665683382497542,4836003,Sem Yeto Continuation High,70540,Fairfield-Suisun Unified,48,Solano
542,1936046,,2496.0,300.0,0.1201923076923077,1936046,Morningside High,64634,Inglewood Unified,19,Los Angeles
543,125617,,1552.0,56.0,0.03608247422680412,125617,ACE Charter High,69427,East Side Union High,43,Santa Clara
544,4033205,,2192.0,432.0,0.19708029197080293,4033205,Lopez Continuation High,68759,Lucia Mar Unified,40,San Luis Obispo
545,3033784,,8684.0,400.0,0.046061722708429294,3033784,Loara High,66431,Anaheim Union High,30,Orange
546,731836,,4428.0,184.0,0.04155374887082204,731836,Concord High,61754,Mt. Diablo Unified,7,Contra Costa
547,125633,9119081.61,608.0,252.0,0.4144736842105263,125633,California Heritage Youthbuild Academy II,10538,Trinity County Office of Education,53,Trinity
548,133835,,1148.0,48.0,0.041811846689895474,133835,Ellen Ochoa Prep Academy,64527,El Rancho Unified,19,Los Angeles
549,2935500,,4204.0,148.0,0.035204567078972404,2935500,Nevada Union High,66357,Nevada Joint Union High,29,Nevada
550,3730124,,5708.0,396.0,0.06937631394533987,3730124,Southwest Senior High,68411,Sweetwater Union High,37,San Diego
551,5032651,,2396.0,20.0,0.008347245409015025,5032651,Hughson High,75549,Hughson Unified,50,Stanislaus
552,1936079,,840.0,204.0,0.24285714285714285,1936079,Mt. Olive Innovation and Technology High,64469,Duarte Unified,19,Los Angeles
553,5032669,,428.0,16.0,0.037383177570093455,5032669,Dickens (Billy Joe) High (Continuation),75549,Hughson Unified,50,Stanislaus
554,1936103,,3196.0,192.0,0.060075093867334166,1936103,John Muir High,64881,Pasadena Unified,19,Los Angeles
555,125674,,2900.0,408.0,0.1406896551724138,125674,Condor High,72546,Oxnard Union High,56,Ventura
556,133868,65623051.0,1636.0,0.0,0.0,133868,Rise Kohyang High,64733,Los Angeles Unified,19,Los Angeles
557,1034990,,3736.0,100.0,0.02676659528907923,1034990,Parlier High,62364,Parlier Unified,10,Fresno
558,3336955,,3140.0,140.0,0.044585987261146494,3336955,Abraham Lincoln Continuation,67215,Riverside Unified,33,Riverside
559,3730173,,4292.0,36.0,0.008387698042870456,3730173,Serra High,68338,San Diego Unified,37,San Diego
560,5434113,,6212.0,188.0,0.030264005151320026,5434113,Porterville High,75523,Porterville Unified,54,Tulare
561,3730181,,8312.0,632.0,0.07603464870067372,3730181,Mira Mesa High,68338,San Diego Unified,37,San Diego
562,133900,,1812.0,296.0,0.16335540838852097,133900,Prepa Tec Los Angeles High,76992,SBE - Prepa Tec Los Angeles High,19,Los Angeles
563,125716,,3560.0,952.0,0.26741573033707866,125716,Fremont High,61259,Oakland Unified,1,Alameda
564,1936160,,7448.0,480.0,0.0644468313641246,1936160,Nathaniel Narbonne Senior High,64733,Los Angeles Unified,19,Los Angeles
565,125732,,6360.0,152.0,0.02389937106918239,125732,Hillcrest High,66977,Alvord Unified,33,Riverside
566,3730215,,1576.0,52.0,0.03299492385786802,3730215,Twin Oaks High,73791,San Marcos Unified,37,San Diego
567,101162,,5020.0,112.0,0.022310756972111555,101162,Pioneer High,72710,Woodland Joint Unified,57,Yolo
568,1534775,,5848.0,588.0,0.10054719562243503,1534775,North High,63529,Kern High,15,Kern
569,3033917,,10516.0,104.0,0.0098896918980601,3033917,Los Alamitos High,73924,Los Alamitos Unified,30,Orange
570,133959,,272.0,8.0,0.029411764705882353,133959,Unity Middle College High,10306,Orange County Department of Education,30,Orange
571,5630793,,6600.0,320.0,0.048484848484848485,5630793,Buena High,72652,Ventura Unified,56,Ventura
572,101196,36748107.58,1756.0,92.0,0.05239179954441914,101196,ICEF View Park Preparatory High,64733,Los Angeles Unified,19,Los Angeles
573,3033933,,7236.0,316.0,0.04367053620784964,3033933,Los Amigos High,66522,Garden Grove Unified,30,Orange
574,117598,37529950.77,1288.0,112.0,0.08695652173913043,117598,Alliance Piera Barbaglia Shaheen Health Services Academy,64733,Los Angeles Unified,19,Los Angeles
575,133983,,1120.0,16.0,0.014285714285714285,133983,Ednovate - Legacy College Prep.,10306,Orange County Department of Education,30,Orange
576,1330018,,280.0,24.0,0.08571428571428572,1330018,Bill M. Manes High,63214,San Pasqual Valley Unified,13,Imperial
577,1936228,,7360.0,492.0,0.06684782608695652,1936228,Nogales High,73452,Rowland Unified,19,Los Angeles
578,117606,33892941.0,1712.0,124.0,0.07242990654205607,117606,Alliance Leichtman-Levine Family Foundation Environmental Science High,64733,Los Angeles Unified,19,Los Angeles
579,1035112,,1108.0,328.0,0.296028880866426,1035112,Pershing Continuation High,73965,Central Unified,10,Fresno
580,3935103,,5900.0,224.0,0.03796610169491525,3935103,Manteca High,68593,Manteca Unified,39,San Joaquin
581,2730885,,3916.0,300.0,0.07660878447395301,2730885,Gonzales High,75473,Gonzales Unified,27,Monterey
582,109447,,7456.0,752.0,0.10085836909871244,109447,Santee Education Complex,64733,Los Angeles Unified,19,Los Angeles
583,3935111,,2432.0,544.0,0.2236842105263158,3935111,Calla High,68593,Manteca Unified,39,San Joaquin
584,3730314,,6208.0,40.0,0.006443298969072165,3730314,University City High,68338,San Diego Unified,37,San Diego
585,109454,,7372.0,420.0,0.05697232772653283,109454,South East High,64733,Los Angeles Unified,19,Los Angeles
586,1936277,,6800.0,32.0,0.004705882352941176,1936277,North High,65060,Torrance Unified,19,Los Angeles
587,109462,,5268.0,856.0,0.1624905087319666,109462,Maywood Academy High,64733,Los Angeles Unified,19,Los Angeles
588,3435419,,8072.0,344.0,0.04261645193260654,3435419,C. K. McClatchy High,67439,Sacramento City Unified,34,Sacramento
589,125864,41467051.1,2032.0,36.0,0.017716535433070866,125864,Ednovate - USC Hybrid High College Prep,64733,Los Angeles Unified,19,Los Angeles
590,3337128,,2616.0,216.0,0.08256880733944955,3337128,Alvord Continuation High,66977,Alvord Unified,33,Riverside
591,3337136,,6188.0,680.0,0.10989010989010989,3337136,Rubidoux High,67090,Jurupa Unified,33,Riverside
592,117689,,288.0,16.0,0.05555555555555555,117689,Sentinel High,75572,Waterford Unified,50,Stanislaus
593,4230074,,96.0,52.0,0.5416666666666666,4230074,Refugio High,69328,Santa Ynez Valley Union High,42,Santa Barbara
594,109512,,1748.0,152.0,0.08695652173913043,109512,Cal Burke High,64733,Los Angeles Unified,19,Los Angeles
595,1330133,,8072.0,844.0,0.1045589692765114,1330133,Southwest High,63115,Central Union High,13,Imperial
596,117721,,1940.0,76.0,0.03917525773195876,117721,Contreras Learning Center-Academic Leadership Community,64733,Los Angeles Unified,19,Los Angeles
597,1330141,,,,,1330141,Renaissance,63081,Brawley Union High,13,Imperial
598,1936350,,8788.0,136.0,0.015475648611743286,1936350,North Hollywood Senior High,64733,Los Angeles Unified,19,Los Angeles
599,109538,,4880.0,344.0,0.07049180327868852,109538,Marco Antonio Firebaugh High,64774,Lynwood Unified,19,Los Angeles
600,3730405,,8032.0,244.0,0.030378486055776893,3730405,Bonita Vista Senior High,68411,Sweetwater Union High,37,San Diego
601,1534957,,2620.0,172.0,0.06564885496183206,1534957,Rosamond High Early College Campus,63776,Southern Kern Unified,15,Kern
602,117747,,1840.0,116.0,0.06304347826086956,117747,Los Angeles High School of the Arts,64733,Los Angeles Unified,19,Los Angeles
603,1936384,,3004.0,384.0,0.1278295605858855,1936384,North Park Continuation High,64287,Baldwin Park Unified,19,Los Angeles
604,330753,,1948.0,76.0,0.039014373716632446,330753,Amador High,73981,Amador County Unified,3,Amador
605,117762,,1816.0,272.0,0.14977973568281938,117762,School for the Visual Arts and Humanities,64733,Los Angeles Unified,19,Los Angeles
606,732164,,5876.0,188.0,0.031994554118447927,732164,De Anza High,61796,West Contra Costa Unified,7,Contra Costa
607,3730447,,468.0,60.0,0.1282051282051282,3730447,Borrego Springs High,67983,Borrego Springs Unified,37,San Diego
608,1936418,,4736.0,36.0,0.007601351351351352,1936418,Northview High,64436,Covina-Valley Unified,19,Los Angeles
609,3132453,,5544.0,148.0,0.026695526695526696,3132453,Del Oro High,66894,Placer Union High,31,Placer
610,125989,,2268.0,24.0,0.010582010582010581,125989,STEM Academy at Bernstein High,64733,Los Angeles Unified,19,Los Angeles
611,1035310,,5536.0,100.0,0.018063583815028903,1035310,Reedley High,62265,Kings Canyon Joint Unified,10,Fresno
612,2133056,,3636.0,36.0,0.009900990099009901,2133056,San Marin High,65417,Novato Unified,21,Marin
613,134213,,756.0,392.0,0.5185185185185185,134213,Come Back Butte Charter,10041,Butte County Office of Education,4,Butte
614,3632205,,14476.0,1824.0,0.12600165791655155,3632205,Chaffey High,67652,Chaffey Joint Union High,36,San Bernardino
615,3738705,,9184.0,1088.0,0.11846689895470383,3738705,Vista High,68452,Vista Unified,37,San Diego
616,1936467,,8092.0,92.0,0.011369253583786456,1936467,Norwalk High,64840,Norwalk-La Mirada Unified,19,Los Angeles
617,1936475,,2844.0,188.0,0.06610407876230662,1936475,El Camino High (Continuation),64840,Norwalk-La Mirada Unified,19,Los Angeles
618,3034204,,7152.0,620.0,0.08668903803131991,3034204,Magnolia High,66431,Anaheim Union High,30,Orange
619,3632221,,10736.0,296.0,0.027570789865871834,3632221,Cajon High,67876,San Bernardino City Unified,36,San Bernardino
620,101477,,2700.0,88.0,0.03259259259259259,101477,Leadership Public Schools: Richmond,61796,West Contra Costa Unified,7,Contra Costa
621,437350,,1796.0,48.0,0.026726057906458798,437350,Paradise Senior High,61531,Paradise Unified,4,Butte
622,1936491,,560.0,96.0,0.17142857142857143,1936491,Nueva Vista Continuation High,64295,Bassett Unified,19,Los Angeles
623,2731115,,44.0,4.0,0.09090909090909091,2731115,Community High (Continuation),66134,Pacific Grove Unified,27,Monterey
624,134254,,1156.0,300.0,0.25951557093425603,134254,Pinnacle Academy Charter - Independent Study,66068,South Monterey County Joint Union High,27,Monterey
625,1535087,,6368.0,308.0,0.04836683417085427,1535087,Shafter High,63529,Kern High,15,Kern
626,134270,,7256.0,388.0,0.053472987872105845,134270,Irvington High,61176,Fremont Unified,1,Alameda
627,1133701,,956.0,0.0,0.0,1133701,Hamilton High,76562,Hamilton Unified,11,Glenn
628,117911,11236141.31,320.0,16.0,0.05,117911,New Millennium Secondary,64733,Los Angeles Unified,19,Los Angeles
629,5434527,,8144.0,56.0,0.0068762278978389,5434527,Redwood High,72256,Visalia Unified,54,Tulare
630,134304,,776.0,36.0,0.04639175257731959,134304,Island High (Continuation),61119,Alameda Unified,1,Alameda
631,4730024,,580.0,100.0,0.1724137931034483,4730024,Discovery High,70516,Yreka Union High,47,Siskiyou
632,126136,38074864.35,2076.0,0.0,0.0,126136,Math and Science College Preparatory,64733,Los Angeles Unified,19,Los Angeles
633,1232057,,724.0,200.0,0.27624309392265195,1232057,Zoe Barnum High,75515,Eureka City Schools,12,Humboldt
634,101576,,5132.0,352.0,0.06858924395947,101576,Weston Ranch High,68593,Manteca Unified,39,San Joaquin
635,134346,7611234.14,404.0,44.0,0.10891089108910891,134346,Intellectual Virtues Academy,10199,Los Angeles County Office of Education,19,Los Angeles
636,117994,45868391.2,5832.0,2548.0,0.43689986282578874,117994,YouthBuild Charter School of California,10140,Inyo County Office of Education,14,Inyo
637,134379,,1756.0,864.0,0.4920273348519362,134379,Imperial Pathways Charter,10132,Imperial County Office of Education,13,Imperial
638,1936624,,9084.0,1116.0,0.12285336856010567,1936624,Palmdale High,64246,Antelope Valley Union High,19,Los Angeles
639,4730107,,,,,4730107,Scott River High,76455,Scott Valley Unified,47,Siskiyou
640,2133254,,1176.0,208.0,0.17687074829931973,2133254,Madrone High Continuation,65466,San Rafael City High,21,Marin
641,3730694,,8184.0,260.0,0.03176930596285435,3730694,Carlsbad High,73551,Carlsbad Unified,37,San Diego
642,2133262,,5884.0,892.0,0.15159755268524813,2133262,San Rafael High,65466,San Rafael City High,21,Marin
643,3730702,,5756.0,452.0,0.07852675469075747,3730702,West Hills High,68130,Grossmont Union High,37,San Diego
644,101659,13289624.879999999,280.0,12.0,0.04285714285714286,101659,"CATCH Prep Charter High, Inc.",64733,Los Angeles Unified,19,Los Angeles
645,126243,,412.0,16.0,0.038834951456310676,126243,Chaffey District Online High,67652,Chaffey Joint Union High,36,San Bernardino
646,3730728,,7204.0,712.0,0.09883398112159911,3730728,Rancho Buena Vista High,68452,Vista Unified,37,San Diego
647,3034410,,8252.0,268.0,0.03247697527872031,3034410,Marina High,66548,Huntington Beach Union High,30,Orange
648,101675,77496343.28,2492.0,96.0,0.038523274478330656,101675,Oscar De La Hoya Animo Charter High,64733,Los Angeles Unified,19,Los Angeles
649,4730156,,,,,4730156,Yreka Union High Community Day,70516,Yreka Union High,47,Siskiyou
650,2633006,,44.0,0.0,0.0,2633006,Coleville High,73668,Eastern Sierra Unified,26,Mono
651,134452,,5220.0,444.0,0.08505747126436781,134452,John F. Kennedy High,61176,Fremont Unified,1,Alameda
652,437558,,6160.0,244.0,0.03961038961038961,437558,Pleasant Valley High,61424,Chico Unified,4,Butte
653,1035575,,1680.0,0.0,0.0,1035575,Riverdale High,75408,Riverdale Joint Unified,10,Fresno
654,4230454,,3920.0,12.0,0.003061224489795918,4230454,Cabrillo High,69229,Lompoc Unified,42,Santa Barbara
655,437566,,1896.0,528.0,0.27848101265822783,437566,Prospect High (Continuation),61515,Oroville Union High,4,Butte
656,109900,131046460.28,9448.0,2136.0,0.2260795935647756,109900,Vista Real Charter High,10561,Ventura County Office of Education,56,Ventura
657,1232206,,3696.0,88.0,0.023809523809523808,1232206,Eureka Senior High,75515,Eureka City Schools,12,Humboldt
658,126292,,704.0,0.0,0.0,126292,Reedley Middle College High,62265,Kings Canyon Joint Unified,10,Fresno
659,101725,28024588.42,3860.0,104.0,0.02694300518134715,101725,Grizzly ChalleNGe Charter,10405,San Luis Obispo County Office of Education,40,San Luis Obispo
660,3730793,,376.0,112.0,0.2978723404255319,3730793,Foothills High,73791,San Marcos Unified,37,San Diego
661,1936749,,17204.0,1248.0,0.07254126947221576,1936749,Paramount High,64873,Paramount Unified,19,Los Angeles
662,3730801,,5496.0,716.0,0.13027656477438138,3730801,Castle Park Senior High,68411,Sweetwater Union High,37,San Diego
663,1936756,,2536.0,244.0,0.09621451104100946,1936756,Buena Vista High,64873,Paramount Unified,19,Los Angeles
664,118133,,2224.0,1852.0,0.8327338129496403,118133,Five Keys Adult School (SF Sheriff's),68478,San Francisco Unified,38,San Francisco
665,109942,,276.0,104.0,0.37681159420289856,109942,Los Angeles College Prep Academy,77289,SBE - Los Angeles College Prep Academy,19,Los Angeles
666,3632502,,7284.0,596.0,0.08182317408017573,3632502,Chino High,67678,Chino Valley Unified,36,San Bernardino
667,118141,,31008.0,28272.0,0.9117647058823529,118141,Five Keys Independence HS (SF Sheriff's),68478,San Francisco Unified,38,San Francisco
668,134528,,1988.0,776.0,0.3903420523138833,134528,Lincoln High (Continuation),61291,San Leandro Unified,1,Alameda
669,3730819,,7728.0,32.0,0.004140786749482402,3730819,Rancho Bernardo High,68296,Poway Unified,37,San Diego
670,1936772,,2768.0,380.0,0.13728323699421965,1936772,Park West High (Continuation),64907,Pomona Unified,19,Los Angeles
671,134536,,6028.0,88.0,0.014598540145985401,134536,Livermore High,61200,Livermore Valley Joint Unified,1,Alameda
672,3739018,,10444.0,304.0,0.02910762160091919,3739018,El Camino High,73569,Oceanside Unified,37,San Diego
673,101774,,4016.0,3868.0,0.9631474103585658,101774,Five Keys Charter (SF Sheriff's),68478,San Francisco Unified,38,San Francisco
674,3739026,,1792.0,472.0,0.26339285714285715,3739026,Surfside High (Continuation),73569,Oceanside Unified,37,San Diego
675,3435930,,6080.0,268.0,0.04407894736842105,3435930,Mira Loma High,67447,San Juan Unified,34,Sacramento
676,3730843,,9552.0,188.0,0.01968174204355109,3730843,Eastlake High,68411,Sweetwater Union High,37,San Diego
677,1535392,,8772.0,504.0,0.057455540355677154,1535392,South High,63529,Kern High,15,Kern
678,1936806,,2008.0,168.0,0.08366533864541832,1936806,Rose City High (Continuation),64881,Pasadena Unified,19,Los Angeles
679,2330033,,,,,2330033,Round Valley Continuation,65607,Round Valley Unified,23,Mendocino
680,3337649,,3916.0,404.0,0.10316649642492338,3337649,Mountain View High,67249,San Jacinto Unified,33,Riverside
681,1936822,,7248.0,284.0,0.039183222958057394,1936822,Pasadena High,64881,Pasadena Unified,19,Los Angeles
682,3337656,,8156.0,300.0,0.03678273663560569,3337656,San Jacinto High,67249,San Jacinto Unified,33,Riverside
683,134585,,,,,134585,Pathways Academy Charter Adult Education,75309,Acton-Agua Dulce Unified,19,Los Angeles
684,2330041,,88.0,16.0,0.18181818181818182,2330041,Potter Valley High,73866,Potter Valley Community Unified,23,Mendocino
685,4230587,,2552.0,44.0,0.017241379310344827,4230587,Carpinteria Senior High,69146,Carpinteria Unified,42,Santa Barbara
686,3730884,,7020.0,16.0,0.002279202279202279,3730884,Scripps Ranch High,68338,San Diego Unified,37,San Diego
