SchoolCode,TotalCourses,TotalEnrollment,UCCSUCourses,UCCSUEnrollment,StaffACourses,StaffAEnrollment,StaffBCourses,StaffBEnrollment,StaffNCourses,StaffNEnrollment,NCLBCoreCourses,NCLBEnrollment
4136693,596,13426,400.0,10252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4137279,315,7649,223.0,5816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4137535,204,4956,136.0,3681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4137592,102,832,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4137790,376,9164,241.0,6824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4138053,577,12613,371.0,9145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4230074,25,154,5.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4230454,519,7814,262.0,5508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4230587,168,3776,115.0,2582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4231205,34,272,20.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4231452,165,2359,48.0,531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4231726,746,14426,317.0,8992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4232690,74,590,51.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4233029,120,909,4.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4233060,668,10525,285.0,6900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4234613,593,13135,330.0,9016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4235230,482,9737,186.0,5098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4235727,644,14927,317.0,9477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4236030,647,16110,377.0,11175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4236345,411,5936,165.0,4094.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4330015,385,9377,291.0,7766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4330023,491,12754,389.0,10888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4330031,642,17094,481.0,14071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4330080,419,8334,231.0,5237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4330122,459,11238,303.0,8376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4330239,532,10840,363.0,8982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4330312,35,435,23.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4330353,53,553,36.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4330361,111,2053,70.0,1332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4330585,109,2462,48.0,1458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4330593,16,264,9.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4330668,107,2354,97.0,2120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4330676,69,1663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4330692,618,17172,494.0,14742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4330759,159,1579,93.0,837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4330866,497,10597,341.0,8762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4331039,80,610,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4331955,455,9428,270.0,6513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4332110,109,1222,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4332318,95,1338,66.0,1051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4332839,283,8213,211.0,6599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4332904,529,13032,445.0,11155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4332995,472,11047,336.0,8792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4333522,444,11366,362.0,9931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4333639,275,6174,197.0,5047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4333795,508,11002,365.0,8888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4333951,230,6994,172.0,5413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4334116,600,13617,474.0,11577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4334371,527,13046,398.0,10764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4334470,1007,18806,540.0,14805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4334488,37,561,22.0,378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4334728,558,12353,432.0,10259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4334736,39,350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4334850,31,533,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4334900,335,7580,218.0,5917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4335204,434,10212,305.0,8192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4335428,342,8613,266.0,7268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4335782,624,13739,488.0,11831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4335907,474,12069,363.0,10139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4335949,407,9656,290.0,7954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4336137,435,9218,297.0,7583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4337200,336,8203,187.0,5208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4337762,381,9051,279.0,7123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4337903,581,14500,442.0,12161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4338406,59,598,44.0,419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4338505,481,9587,326.0,8126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4338802,433,11010,292.0,8130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4338950,464,10623,327.0,8370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4430187,64,834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4430203,29,338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4430211,289,4920,180.0,3839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4430245,39,563,29.0,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4430518,334,9102,191.0,5460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4432340,284,5074,169.0,4116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4436754,170,4354,132.0,3609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4436960,24,341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4437109,211,4034,120.0,3223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4437406,354,6873,212.0,5621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4437794,56,907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4437901,438,13019,228.0,6992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4530010,2,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4530028,208,4900,131.0,3517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4530044,297,7757,208.0,5578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4530051,136,525,68.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4530077,24,210,11.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4530192,10,96,4.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4530200,103,729,14.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4530226,2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4530267,288,1361,109.0,602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4530309,119,636,75.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4530333,67,962,40.0,664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4530762,79,263,37.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4530804,163,3095,76.0,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4531901,165,3283,112.0,2501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4532750,317,6481,200.0,4732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4537304,394,8751,243.0,6379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4630034,4,6,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4730024,43,275,23.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4730107,19,75,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4730156,13,44,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4732707,33,340,17.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4733309,142,1324,73.0,960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4734356,56,379,24.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4734901,35,200,18.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4735403,165,1823,75.0,1229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4738753,116,1617,44.0,886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4739207,217,3422,92.0,1915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4830022,35,393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4830048,37,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4830055,37,560,3.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4830089,408,9910,287.0,7744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4830113,141,2880,114.0,2468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4830147,459,9585,346.0,7827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4830170,534,10895,298.0,8887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4830196,158,3605,130.0,3249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4830451,633,12740,348.0,9897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4831004,430,10996,297.0,8255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4832259,377,6773,193.0,4839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4833000,469,8620,235.0,6289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4835302,91,1578,57.0,1123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4836003,148,2236,61.0,1354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4837803,445,11742,325.0,9119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4838058,77,880,47.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4838504,486,10130,382.0,8127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4838801,310,8464,231.0,6659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930012,524,10303,276.0,7992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930046,13,220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930053,11,20,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930103,20,213,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930111,18,273,4.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930152,30,468,20.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930160,336,6188,184.0,4390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930228,560,11159,357.0,8131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930244,404,8213,290.0,6820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930251,6,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930269,10,111,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930327,48,515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930384,79,1732,45.0,1147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930400,388,6990,185.0,5436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930848,5,75,5.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930855,148,2539,72.0,1509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4931507,203,3741,102.0,2657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4932554,214,3710,127.0,2742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4934154,487,9549,292.0,7055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4935151,434,8229,231.0,6371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4935292,400,7678,215.0,5101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4935482,398,7087,179.0,4639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4935607,160,2068,8.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4935862,59,823,9.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4936803,552,10341,324.0,7422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4937256,352,8110,269.0,6436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5030010,377,8748,186.0,5900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5030036,5,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5030085,62,469,28.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5030127,40,430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5030135,563,9470,274.0,5694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5030200,35,565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5030234,57,573,40.0,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5030259,193,4084,92.0,2455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5030283,594,14610,343.0,9815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5030879,364,8096,206.0,6066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5031380,504,10522,261.0,6339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5031521,108,1813,54.0,1065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5031802,584,11281,285.0,7476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5031950,29,435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5034905,667,14363,382.0,10391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5034913,342,2636,186.0,1591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5035654,394,10068,231.0,6670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5035902,281,7391,195.0,5379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5036256,532,12267,258.0,7475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5036850,192,4386,151.0,3576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5036884,73,807,38.0,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5037700,798,15168,400.0,11664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5130018,130,600,89.0,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5130042,60,170,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5130059,21,156,10.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5132758,145,2100,61.0,1362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5135256,237,3740,98.0,2451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5137500,396,5078,165.0,3509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5139001,435,11041,276.0,7310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5231675,51,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5231709,301,6523,136.0,3324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5235106,123,1465,63.0,922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5237151,6,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5237201,541,9953,256.0,6859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5330014,2,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5330022,21,30,16.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5330030,9,12,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5337407,58,491,28.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5337423,38,101,19.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5337456,159,2438,69.0,1263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5430046,386,10098,277.0,7731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5430145,26,267,10.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5430194,50,396,10.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5430210,195,4701,132.0,3252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5430251,353,7193,153.0,4287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5430277,10,345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5430301,57,543,23.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5430368,490,13892,313.0,9254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5430624,81,792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5430806,40,498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5431119,86,418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5431184,471,12205,298.0,8341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5431598,280,5498,164.0,4551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5431614,50,409,29.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5432414,523,8766,249.0,5887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5432786,622,13042,290.0,8683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5432828,345,9288,264.0,7400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5433230,402,8763,220.0,5978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5434113,470,10300,220.0,6377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5434527,475,13532,349.0,10373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5434931,152,2823,70.0,1740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5435409,525,11417,355.0,8937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5435466,571,14333,403.0,10597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5435839,90,1862,33.0,791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5436258,34,133,15.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5436282,194,4021,117.0,2858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5530019,32,208,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5530043,121,259,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5530050,5,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5530076,49,398,21.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5530084,41,388,26.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5530092,24,32,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5530100,12,16,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5530175,14,16,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5536503,244,5637,111.0,3271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5536750,274,4664,79.0,1998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5630066,126,1848,56.0,943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5630108,135,552,75.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5630116,624,13319,357.0,10654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5630132,438,9942,266.0,7812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5630173,31,267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5630199,24,201,7.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5630272,129,1082,24.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5630298,244,973,157.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5630322,448,7805,241.0,5738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5630348,329,6416,165.0,4561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5630371,13,255,8.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5630389,642,19316,451.0,15010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5630793,472,11113,241.0,7432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5631619,529,13760,377.0,10975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5631742,590,15933,384.0,12071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5631817,30,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5632021,316,6427,159.0,4348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5632849,505,13441,349.0,10558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5633250,537,10347,275.0,7208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5633748,502,9874,312.0,7618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5634076,257,4741,88.0,2355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5634548,661,16952,458.0,13638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5634761,541,13688,349.0,10594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5634993,93,605,57.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5635008,630,13630,325.0,9438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5635776,417,10208,234.0,7021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5636170,61,520,14.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5636188,638,12691,354.0,9122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5637004,608,12432,326.0,9028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5637780,107,337,52.0,166.0,16.0,45.0,35.0,120.0,0.0,0.0,0.0,0.0
5637822,554,12832,293.0,8654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5730049,8,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5730056,27,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5731708,94,1291,63.0,969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5732201,409,10938,309.0,9347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5732219,38,261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5732904,125,1866,78.0,1581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5735154,381,8100,239.0,6432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5738505,136,3033,85.0,2087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5738802,381,8893,248.0,6352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5738810,84,610,5.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5739552,43,387,15.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5830013,300,6861,165.0,4571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5830096,81,639,11.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5835202,274,5628,168.0,4237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5838305,202,5112,137.0,3598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6034664,63,628,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6060495,61,519,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6069736,21,185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
