SchoolCode,SchoolName,DistrictCode,DistrictName,CountyCode,CountyName,TotalFTE,ClearFTE,OtherFTE
1530229,McFarland Independent,73908,McFarland Unified,15,Kern,0.51,0.07,0.43
1931641,Tracy (Wilbur) High (Continuation),64212,ABC Unified,19,Los Angeles,16,9.78,3.97
1939834,Glen A. Wilson High,73445,Hacienda la Puente Unified,19,Los Angeles,59.44,54.35,2.46
4430203,New School Community Day,69799,Pajaro Valley Unified,44,Santa Cruz,4,1,3
4733309,Etna Union High,76455,Scott Valley Unified,47,Siskiyou,14.57,10.42,4.14
4430211,Scotts Valley High,75432,Scotts Valley Unified,44,Santa Cruz,35,32.4,0.92
1530245,Monroe High (Continuation),63826,Tehachapi Unified,15,Kern,0.99,0.09,0.9
1030535,Caruthers High,75598,Caruthers Unified,10,Fresno,33.11,23.2,8.11
1530252,Arvin High,63529,Kern High,15,Kern,102.23,79.94,20.36
121228,Young Adult Program,61259,Oakland Unified,1,Alameda,13,6.1,6.9
137612,Valley International Preparatory High,64733,Los Angeles Unified,19,Los Angeles,15.88,12,2.39
1030543,MARC High,75598,Caruthers Unified,10,Fresno,1.1,0,0.38
4037008,Shandon High,68833,Shandon Joint Unified,40,San Luis Obispo,6.02,5.14,0.38
2734481,Mount Toro High,66159,Salinas Union High,27,Monterey,11.06,8.38,2.67
1931666,Charter Oak High,64378,Charter Oak Unified,19,Los Angeles,58.02,48.1,5.04
1939859,Woodrow Wilson Senior High,64733,Los Angeles Unified,19,Los Angeles,78.01,50.08,23.6
137620,Pathways for Adult Life Skills,67207,Perris Union High,33,Riverside,5.2,4.2,0
1931682,Zane Grey Continuation,64733,Los Angeles Unified,19,Los Angeles,5.51,4.47,0.94
1939875,Wilson High,64725,Long Beach Unified,19,Los Angeles,147.11,124.48,14.07
4135331,Pescadero High,68940,La Honda-Pescadero Unified,41,San Mateo,6.6,5.85,0.75
4430245,Diamond Technology Institute,69799,Pajaro Valley Unified,44,Santa Cruz,5,4.27,0.73
1931690,Independence Continuation,64733,Los Angeles Unified,19,Los Angeles,7,4.54,2.21
2439602,Yosemite High (Continuation),65789,Merced Union High,24,Merced,22.5,12.6,7.7
4331955,Del Mar High,69401,Campbell Union High,43,Santa Clara,65.46,52.36,7.36
1030584,Cambridge Continuation High,62166,Fresno Unified,10,Fresno,16.65,10.77,5.88
1931708,Chatsworth Charter High,64733,Los Angeles Unified,19,Los Angeles,78.33,51.53,20.64
2030013,Yosemite High,76414,Yosemite Unified,20,Madera,25.27,19.56,3.74
1833409,Herlong High,75036,Fort Sage Unified,18,Lassen,4.81,2.44,2.29
3733953,Mar Vista Senior High,68411,Sweetwater Union High,37,San Diego,62.47,42.75,9.96
121285,Alliance Cindy and Bill Simon Technology Academy High,64733,Los Angeles Unified,19,Los Angeles,26.3,19.97,6.33
121293,Alliance Tennenbaum Family Technology High,64733,Los Angeles Unified,19,Los Angeles,14.07,12.34,1.74
6060495,Benjamin Banneker Career and Transition Center,64733,Los Angeles Unified,19,Los Angeles,17.99,3.87,8.89
3430865,West Campus,67439,Sacramento City Unified,34,Sacramento,30.98,29.83,1.13
1931732,Desert Winds Continuation High,64246,Antelope Valley Union High,19,Los Angeles,29.91,19.16,10.33
1939925,William Workman High,73445,Hacienda la Puente Unified,19,Los Angeles,45.01,41.49,1.17
2030039,Ahwahnee High,76414,Yosemite Unified,20,Madera,1.01,0.16,0.85
3430873,Franklin High,67314,Elk Grove Unified,34,Sacramento,123,113.2,4.34
1931740,Saugus High,65136,William S. Hart Union High,19,Los Angeles,99.79,87.39,6.88
2734556,Salinas High,66159,Salinas Union High,27,Monterey,108.15,93.96,5.83
113118,Dougherty Valley High,61804,San Ramon Valley Unified,7,Contra Costa,135.39,123.78,8.01
2030047,Gateway High (Continuation),65201,Chowchilla Union High,20,Madera,0.86,0.21,0.64
4930012,Casa Grande High,70862,Petaluma Joint Union High,49,Sonoma,77.35,73.2,2.54
3430881,Vista Nueva Career and Technology High,76505,Twin Rivers Unified,34,Sacramento,12.52,7.89,4.63
1030626,Central High East Campus,73965,Central Unified,10,Fresno,194.91,149.62,26.94
1939941,John F. Kennedy High,64733,Los Angeles Unified,19,Los Angeles,105.48,95.69,6.92
1530344,Stockdale High,63529,Kern High,15,Kern,85.32,75.89,4.58
1530351,Wasco Independence High,63859,Wasco Union High,15,Kern,6.2,4.36,1.84
1030642,School of Unlimited Learning,62166,Fresno Unified,10,Fresno,11,7.53,3.34
5634548,Oxnard High,72546,Oxnard Union High,56,Ventura,110.3,87.91,9.91
1931765,Sierra High,64279,Azusa Unified,19,Los Angeles,12.46,10.2,2.26
2030070,Raymond Granite High,76414,Yosemite Unified,20,Madera,1,0.19,0.81
4930046,El Camino High,73882,Cotati-Rohnert Park Unified,49,Sonoma,2.1,0.3,1.8
129536,"Boyle Heights Science, Technology, Engineering and Math Magnet",64733,Los Angeles Unified,19,Los Angeles,13,9.63,1.34
1530369,Centennial High,63529,Kern High,15,Kern,85.34,70.61,8.66
2333185,Mendocino High,65581,Mendocino Unified,23,Mendocino,14.33,11.03,3.17
2431492,San Luis High (Continuation),65755,Los Banos Unified,24,Merced,6.55,3.91,2.65
1931781,Calabasas High,64683,Las Virgenes Unified,19,Los Angeles,69.19,57.29,8.93
4930053,Buena Vista High,70706,Geyserville Unified,49,Sonoma,0.51,0.13,0.38
113159,Tahquitz High,67082,Hemet Unified,33,Riverside,74.32,59.17,3.31
1530385,Ridgeview High,63529,Kern High,15,Kern,109.48,84.61,18.36
1030675,Sunnyside High,62166,Fresno Unified,10,Fresno,111.06,99.03,8.96
2030104,Evergreen High,76414,Yosemite Unified,20,Madera,2.02,0.56,1.45
1030683,Clovis East High,62117,Clovis Unified,10,Fresno,112.65,92.48,14.85
1931807,San Antonio High (Continuation),64394,Claremont Unified,19,Los Angeles,4.59,3.93,0.66
1530401,Frazier Mountain High,75168,El Tejon Unified,15,Kern,12.46,9.12,3.35
113191,Heritage High,67207,Perris Union High,33,Riverside,117.4,97.93,5.36
5732904,Esparto High,72686,Esparto Unified,57,Yolo,14.79,11.63,1.72
1931823,Claremont High,64394,Claremont Unified,19,Los Angeles,98.41,86.62,7.26
129585,Nava College Preparatory Academy,64733,Los Angeles Unified,19,Los Angeles,29.5,17.72,9.78
4930103,Carpe Diem High (Continuation),70862,Petaluma Joint Union High,49,Sonoma,2.02,1.66,0.23
1030717,Florence E. Rata,62166,Fresno Unified,10,Fresno,2.75,2.75,0
4930111,Sonoma Mountain High (Continuation),70862,Petaluma Joint Union High,49,Sonoma,2.27,2.04,0.23
3332673,Hemet High,67082,Hemet Unified,33,Riverside,105.21,79.31,7.3
1530435,Kern Workforce 2000 Academy,63529,Kern High,15,Kern,44.16,34.47,7.94
4332110,Broadway High,69666,San Jose Unified,43,Santa Clara,17.22,12.03,5.05
1931856,Whitman Continuation,64733,Los Angeles Unified,19,Los Angeles,3.51,2.2,1.05
2030161,Independence Continuation High,75580,Golden Valley Unified,20,Madera,1.91,0.47,1.43
137810,San Lorenzo High,61309,San Lorenzo Unified,1,Alameda,46.32,34.71,11.61
1931864,Grover Cleveland Charter High,64733,Los Angeles Unified,19,Los Angeles,118.33,99.79,14.27
129627,TEACH Tech Charter High,64733,Los Angeles Unified,19,Los Angeles,19.75,17.34,0
3431012,Luther Burbank High,67439,Sacramento City Unified,34,Sacramento,81.88,68.32,11.52
4930152,Creekside High,70953,Sonoma Valley Unified,49,Sonoma,3.51,2.29,1.22
1530476,Liberty High,63529,Kern High,15,Kern,80.78,65.89,10.35
4930160,Elsie Allen High,70920,Santa Rosa High,49,Sonoma,50.14,37.84,3.13
2030203,Liberty High,75580,Golden Valley Unified,20,Madera,30.62,15.58,12.24
3635844,San Bernardino High,67876,San Bernardino City Unified,36,San Bernardino,75.51,58.57,6.11
1931930,Dan M. Issacs Avalon High,64733,Los Angeles Unified,19,Los Angeles,3.01,1.84,1.17
2030237,Glacier High School Charter,76414,Yosemite Unified,20,Madera,7.02,2.77,4.24
735902,Richmond High,61796,West Contra Costa Unified,7,Contra Costa,67.7,52.79,14.41
137901,Hanford Online Charter,63925,Hanford Joint Union High,16,Kings,3.3,0.53,2.76
1931955,Ellington (Duke) High (Continuation),64733,Los Angeles Unified,19,Los Angeles,4,2.92,0.76
4930228,Windsor High,75358,Windsor Unified,49,Sonoma,77.09,56.75,13.5
4430518,Aptos High,69799,Pajaro Valley Unified,44,Santa Cruz,63.2,43.8,14.4
1931963,Compton High,73437,Compton Unified,19,Los Angeles,69.78,62.25,1.43
1931971,John Hope Continuation,64733,Los Angeles Unified,19,Los Angeles,3.51,1.87,1.49
4930244,Maria Carrillo High,70920,Santa Rosa High,49,Sonoma,62.94,56.73,1.78
3431111,Casa Roble Fundamental High,67447,San Juan Unified,34,Sacramento,48.98,36.59,11.17
5634761,Rio Mesa High,72546,Oxnard Union High,56,Ventura,104.75,74.33,9.58
4930251,Marce Becerra Academy,75390,Healdsburg Unified,49,Sonoma,1.4,0.27,1.13
1931989,Monterey Continuation,64733,Los Angeles Unified,19,Los Angeles,3,1.81,0.94
137943,Skyline High,61259,Oakland Unified,1,Alameda,92.55,53.06,32.97
432856,Ridgeview High (Continuation),61531,Paradise Unified,4,Butte,5.61,3.58,2.03
1931997,Odyssey Continuation,64733,Los Angeles Unified,19,Los Angeles,4.99,4.56,0.42
4930269,Windsor Oaks Academy,75358,Windsor Unified,49,Sonoma,2.89,1.84,1.02
129759,Design Tech High,69047,San Mateo Union High,41,San Mateo,21.6,16.38,5.2
2530020,Warner High,73585,Modoc Joint Unified,25,Modoc,0.67,0,0.67
113381,San Juan Hills High,66464,Capistrano Unified,30,Orange,113.62,98.03,4.02
5536503,Sonora High,72389,Sonora Union High,55,Tuolumne,38.14,27.77,6
4135687,Redwood High,69062,Sequoia Union High,41,San Mateo,14.8,13.65,1.15
4930327,Laguna High,70607,West Sonoma County Union High,49,Sonoma,5.66,3.88,1.78
4332318,Foothill High,69427,East Side Union High,43,Santa Clara,15.7,13.85,1.85
5430046,Golden West High,72256,Visalia Unified,54,Tulare,80.14,66.57,9.78
138032,Come Back Charter,10249,Merced County Office of Education,24,Merced,3,0,2
5036850,Riverbank High,75556,Riverbank Unified,50,Stanislaus,37.19,28.9,3.97
1932086,Covina High,64436,Covina-Valley Unified,19,Los Angeles,52.9,47.21,0.63
2431807,Gustine High,73619,Gustine Unified,24,Merced,30.3,26.6,1.68
3038023,Valencia High,66647,Placentia-Yorba Linda Unified,30,Orange,112.21,82.29,19.36
121673,NOVA Academy - Coachella,73676,Coachella Valley Unified,33,Riverside,11.51,8.86,2.24
1833805,Lassen High,64139,Lassen Union High,18,Lassen,37.33,28.8,6.39
4930384,Technology High,73882,Cotati-Rohnert Park Unified,49,Sonoma,15.89,11.4,4.85
1530708,Bakersfield High,63529,Kern High,15,Kern,121.43,103.73,11.8
1833813,Credence High,64139,Lassen Union High,18,Lassen,0.8,0.35,0.45
5036884,Roselawn High,75739,Turlock Unified,50,Stanislaus,10.34,6.34,4
1031004,Gateway High (Continuation),62117,Clovis Unified,10,Fresno,23.62,12.23,11.25
1932128,"Crenshaw Science, Technology, Engineering, Math and Medicine Magnet",64733,Los Angeles Unified,19,Los Angeles,42.86,30.63,8.77
138081,Maidu Virtual Charter Academy,66894,Placer Union High,31,Placer,5.24,4.42,0.81
4930400,Analy High,70607,West Sonoma County Union High,49,Sonoma,54.07,49.02,3.4
1932144,Crescenta Valley High,64568,Glendale Unified,19,Los Angeles,101.91,91.5,6.55
3636081,San Gorgonio High,67876,San Bernardino City Unified,36,San Bernardino,76.96,62.77,6.07
138107,Elite Academic Academy - Adult Work Force Investment,75051,Lucerne Valley Unified,36,San Bernardino,4.5,4.5,0
5430145,Tulare Technical Preparatory High,72249,Tulare Joint Union High,54,Tulare,3.02,0.64,1.81
1031053,Clovis High,62117,Clovis Unified,10,Fresno,133.73,111.8,12.89
3038098,Villa Park High,66621,Orange Unified,30,Orange,85.25,76.13,2.02
113555,Clovis North High,62117,Clovis Unified,10,Fresno,107.69,92.43,12.96
932756,El Dorado High,61853,El Dorado Union High,9,El Dorado,52.57,45.42,2.57
5135256,Live Oak High,71399,Live Oak Unified,51,Sutter,29.43,26.57,1.77
3734431,Mission Bay High,68338,San Diego Unified,37,San Diego,54.21,48.7,4.87
334755,Argonaut High,73981,Amador County Unified,3,Amador,26.81,20.21,5.98
113571,Vista del Lago High,67330,Folsom-Cordova Unified,34,Sacramento,71.83,64.05,4.5
3636131,Slover Mountain High (Continuation),67686,Colton Joint Unified,36,San Bernardino,15.5,15,0.5
1932201,Culver City High,64444,Culver City Unified,19,Los Angeles,95.78,87,2.22
5634993,Apollo High,72603,Simi Valley Unified,56,Ventura,11.11,5.02,6.05
5430194,John J. Cairns Continuation,71993,Lindsay Unified,54,Tulare,4.09,2.26,1.83
4332474,Fremont High,69468,Fremont Union High,43,Santa Clara,99.72,85.74,8.6
5635008,Royal High,72603,Simi Valley Unified,56,Ventura,91.6,72,11.3
5430210,Farmersville High,75325,Farmersville Unified,54,Tulare,33.3,27.69,1.5
2333649,Point Arena High,65599,Point Arena Joint Union High,23,Mendocino,12.69,4.26,7.51
4537304,Shasta High,70136,Shasta Union High,45,Shasta,63.81,56.54,4.13
1932250,Henry David Thoreau Continuation,64733,Los Angeles Unified,19,Los Angeles,5,3.68,1.33
2235356,Mariposa County High,65532,Mariposa County Unified,22,Mariposa,24.28,18.29,2.83
5430251,Granite Hills High,75523,Porterville Unified,54,Tulare,56.44,43.51,12.28
5536750,Summerville High,72413,Summerville Union High,55,Tuolumne,14.89,13.13,0.82
3136504,Roseville High,66928,Roseville Joint Union High,31,Placer,86.1,74.41,10
130047,Roy A. Johnson High,61150,Castro Valley Unified,1,Alameda,2.04,0.04,1
4832259,Dixon High,70532,Dixon Unified,48,Solano,45.7,42.57,1.54
5430277,Deep Creek Academy,75325,Farmersville Unified,54,Tulare,2,0,2
130054,Newark Memorial High,61234,Newark Unified,1,Alameda,68.46,56.15,12.31
130062,American High,61176,Fremont Unified,1,Alameda,100.11,84.02,7.87
3734548,Monte Vista High,68130,Grossmont Union High,37,San Diego,76.86,57,8.88
3030038,Cypress High,66431,Anaheim Union High,30,Orange,100.78,84.4,7.97
5430301,Alpaugh -Senior High,71803,Alpaugh Unified,54,Tulare,6.71,4.96,1.75
1932318,Eagle Tree Continuation,64733,Los Angeles Unified,19,Los Angeles,2.99,1.29,1.62
3038239,Western High,66431,Anaheim Union High,30,Orange,68.71,50.36,8.85
3030046,Canyon High,66621,Orange Unified,30,Orange,84.58,73.93,3.19
3030053,Esperanza High,66647,Placentia-Yorba Linda Unified,30,Orange,70.19,53.28,9.27
1932326,Dominguez High,73437,Compton Unified,19,Los Angeles,77.47,65.2,9.14
3030061,El Toro High,73635,Saddleback Valley Unified,30,Orange,93.9,80.51,2.65
1932334,Jane Addams Continuation,64733,Los Angeles Unified,19,Los Angeles,7.5,5,2.51
130096,Foothill High,75101,Pleasanton Unified,1,Alameda,93.67,80.38,13.3
138289,Latitude 37.8 High,77180,SBE - Latitude 37.8 High,1,Alameda,11,5.5,2.67
433201,Durham High,61432,Durham Unified,4,Butte,16.13,12,3.93
1932342,Evergreen Continuation,64733,Los Angeles Unified,19,Los Angeles,3.5,2.02,1.48
3030079,Silverado High,73635,Saddleback Valley Unified,30,Orange,16,15.04,0.89
4037701,Templeton High,68841,Templeton Unified,40,San Luis Obispo,34.46,31.43,2.05
3333192,Indio High,67058,Desert Sands Unified,33,Riverside,74.76,62.66,6.21
130138,Robertson High (Continuation),61176,Fremont Unified,1,Alameda,17.56,11.59,5.46
1932383,Susan Miller Dorsey Senior High,64733,Los Angeles Unified,19,Los Angeles,45.01,29.84,13.75
5430368,El Diamante High,72256,Visalia Unified,54,Tulare,87.64,76.96,8.35
130146,Rudsdale Continuation,61259,Oakland Unified,1,Alameda,17.79,9.39,8.42
138339,Tennyson High,61192,Hayward Unified,1,Alameda,76.79,58.97,13.15
3431533,Cordova High,67330,Folsom-Cordova Unified,34,Sacramento,92.77,79.22,4.83
3030129,Creekside High,73650,Irvine Unified,30,Orange,7.38,6.54,0.84
3734654,Morse High,68338,San Diego Unified,37,San Diego,79.96,71.35,4.11
3030145,Ocean View High,66548,Huntington Beach Union High,30,Orange,67.89,50.75,7.36
130179,Street Academy (Alternative),61259,Oakland Unified,1,Alameda,4.5,0.52,3.98
3030152,Irvine High,73650,Irvine Unified,30,Orange,65.82,53.58,4.29
1932441,Downey High,64451,Downey Unified,19,Los Angeles,177.2,149.82,20.4
3030186,Monte Vista High,66597,Newport-Mesa Unified,30,Orange,76.14,70.89,2.49
138420,Tide Academy,69062,Sequoia Union High,41,San Mateo,14.01,10.21,3.2
130229,Alameda High,61119,Alameda Unified,1,Alameda,77.41,65.91,7.9
1932482,Duarte High,64469,Duarte Unified,19,Los Angeles,37.02,32.1,3.13
3030210,Capistrano Valley High,66464,Capistrano Unified,30,Orange,79.17,66.76,5.53
130252,Village High,75101,Pleasanton Unified,1,Alameda,12.63,8.01,4.62
1031376,Coalinga High,62125,Coalinga-Huron Unified,10,Fresno,55.84,44.03,8.03
3030228,Anaheim High,66431,Anaheim Union High,30,Orange,115.63,86.7,12.92
138453,Valley High (Continuation),75093,Dublin Unified,1,Alameda,5.6,3.82,1.78
3030244,Laguna Hills High,73635,Saddleback Valley Unified,30,Orange,64.3,49.94,6.38
3734761,Mount Miguel High,68130,Grossmont Union High,37,San Diego,70.24,51.58,10.48
3038445,Westminster High,66548,Huntington Beach Union High,30,Orange,108.25,89.01,10.85
130286,Millennium High Alternative,61275,Piedmont City Unified,1,Alameda,5,4.8,0.2
2735348,Seaside High,66092,Monterey Peninsula Unified,27,Monterey,56.34,38.01,10.82
130294,MacGregor High (Continuation),61127,Albany City Unified,1,Alameda,0.7,0.7,0
736504,San Ramon Valley High,61804,San Ramon Valley Unified,7,Contra Costa,95.72,88.12,1.54
630012,Colusa Alternative High (Continuation),61598,Colusa Unified,6,Colusa,0.83,0.17,0.66
105726,Mission Hills High,73791,San Marcos Unified,37,San Diego,95.64,76.41,19.23
105734,Great Oak High,75192,Temecula Valley Unified,33,Riverside,123.42,114,3.26
3030285,Woodbridge High,73650,Irvine Unified,30,Orange,80.33,64.14,8.62
630038,Mid Valley High (Continuation),61622,Williams Unified,6,Colusa,1.01,0.42,0.59
4930848,Johanna Echols-Hansen High (Continuation),70656,Cloverdale Unified,49,Sonoma,1,1,0
4332839,Gilroy High,69484,Gilroy Unified,43,Santa Clara,78.04,65.68,10.56
4930855,Cloverdale High,70656,Cloverdale Unified,49,Sonoma,21.52,18.15,3.01
3530029,San Andreas Continuation High,67538,San Benito High,35,San Benito,1.96,1.51,0.45
3030335,La Sierra High (Alternative),66514,Fullerton Joint Union High,30,Orange,27.88,19.7,8.18
630087,Arbuckle Alternative High (Continuation),61614,Pierce Joint Unified,6,Colusa,0.76,0.45,0.31
1736008,Middletown High,64055,Middletown Unified,17,Lake,23.35,17.91,4.56
3530060,Anzar High,75259,Aromas - San Juan Unified,35,San Benito,14.48,8.46,4.83
1932623,El Camino Real Charter High,64733,Los Angeles Unified,19,Los Angeles,134.17,112.81,6.62
3038551,Valley Vista High (Continuation),66548,Huntington Beach Union High,30,Orange,14.02,12.14,1.68
3734878,Mountain Empire High,68213,Mountain Empire Unified,37,San Diego,21.63,15.74,4.15
3030368,Coast High,66548,Huntington Beach Union High,30,Orange,11.25,8.59,1.66
5430624,Citrus High,75523,Porterville Unified,54,Tulare,10.8,3.67,7.13
4332904,Henry M. Gunn High,69641,Palo Alto Unified,43,Santa Clara,103.84,90.06,7.22
3038569,Dana Hills High,66464,Capistrano Unified,30,Orange,86.49,73.87,1.4
114025,Lincoln High,68338,San Diego Unified,37,San Diego,61.28,54.77,3.51
4234613,Ernest Righetti High,69310,Santa Maria Joint Union High,42,Santa Barbara,114.39,88.69,14.86
1932664,El Monte High,64519,El Monte Union High,19,Los Angeles,74.55,72.14,1.24
3030392,Trabuco Hills High,73635,Saddleback Valley Unified,30,Orange,115.02,97.59,7.81
105858,Pajaro Valley High,69799,Pajaro Valley Unified,44,Santa Cruz,62.92,35.98,16.44
1932680,Mountain View High,64519,El Monte Union High,19,Los Angeles,64.77,57.69,4.68
130450,Albany High,61127,Albany City Unified,1,Alameda,58.51,48.85,6.17
4734356,Happy Camp High,70466,Siskiyou Union High,47,Siskiyou,3.82,2.14,1.68
2432409,Hilmar High,65698,Hilmar Unified,24,Merced,34.42,25.95,8.09
1932698,Ruben Salazar Continuation,64527,El Rancho Unified,19,Los Angeles,9.9,5,4.91
3833241,Lincoln (Abraham) High,68478,San Francisco Unified,38,San Francisco,88.82,69.33,10.1
1932706,El Rancho High,64527,El Rancho Unified,19,Los Angeles,94.63,74.25,12.11
3030434,Bolsa Grande High,66522,Garden Grove Unified,30,Orange,78.84,59.18,7.29
138669,Da Vinci RISE High,10199,Los Angeles County Office of Education,19,Los Angeles,8.2,6.28,1.93
4136370,San Mateo High,69047,San Mateo Union High,41,San Mateo,85.4,68.59,11.2
105916,Monterey Trail High,67314,Elk Grove Unified,34,Sacramento,103.33,92.71,2.85
4332995,Andrew P. Hill High,69427,East Side Union High,43,Santa Clara,84.27,68.79,7.99
138693,Washington High,61176,Fremont Unified,1,Alameda,85.41,69.83,7.82
3030475,Cesar E. Chavez High,66670,Santa Ana Unified,30,Orange,18.3,15.5,2.84
1932763,El Segundo High,64535,El Segundo Unified,19,Los Angeles,51.19,44.75,5.64
3030491,Century High,66670,Santa Ana Unified,30,Orange,85.54,57.41,7.25
122333,"Math, Science, & Technology Magnet Academy at Roosevelt High",64733,Los Angeles Unified,19,Los Angeles,23.5,20.66,2.84
114140,George and Evelyn Stein Continuation,75499,Tracy Joint Unified,39,San Joaquin,11,8.75,1.59
122341,Esteban Torres East LA Performing Arts Magnet,64733,Los Angeles Unified,19,Los Angeles,20.25,15.91,3.8
1531367,Burroughs High,73742,Sierra Sands Unified,15,Kern,69.85,41.59,21.83
6069736,Miles P. Richmond,76505,Twin Rivers Unified,34,Sacramento,5.96,1.72,0.33
114157,Patriot High,67090,Jurupa Unified,33,Riverside,102.14,86.62,8.11
122358,Humanitas Academy of Art and Technology at Esteban E. Torres High No. 4,64733,Los Angeles Unified,19,Los Angeles,22.76,17.57,4.43
122366,Social Justice Leadership Academy at Esteban E. Torres High No. 5,64733,Los Angeles Unified,19,Los Angeles,14.74,10,4.09
122374,East Los Angeles Renaissance Academy at Esteban E. Torres High No. 2,64733,Los Angeles Unified,19,Los Angeles,21.47,16.35,4.88
3636743,Twentynine Palms High,67777,Morongo Unified,36,San Bernardino,39.5,29.19,6.37
122382,Engineering and Technology Academy at Esteban E. Torres High No. 3,64733,Los Angeles Unified,19,Los Angeles,18.5,13.86,3.62
1932821,Boyle Heights Continuation,64733,Los Angeles Unified,19,Los Angeles,2.99,0.91,1.91
5430806,Lovell High,71860,Cutler-Orosi Joint Unified,54,Tulare,5.61,4.13,1.27
130583,Amador Valley High,75101,Pleasanton Unified,1,Alameda,112.79,99.96,12.85
1130012,North Valley High (Continuation),75481,Orland Joint Unified,11,Glenn,2.46,0.85,1.62
3030574,Aliso Niguel High,66464,Capistrano Unified,30,Orange,107.98,93.57,3.04
1130038,Willows Community High,62661,Willows Unified,11,Glenn,1.5,0.66,0.84
1130046,Bidwell Point High (Continuation),62653,Stony Creek Joint Unified,11,Glenn,0.7,0.2,0.5
1932862,Diamond Bar High,73460,Walnut Valley Unified,19,Los Angeles,99.84,78.56,19.58
122432,Edgewood High,65094,West Covina Unified,19,Los Angeles,46.29,35.55,6.96
130625,Alternatives in Action,61119,Alameda Unified,1,Alameda,8.1,3.66,4.44
3432002,Daylor (William) High (Continuation),67314,Elk Grove Unified,34,Sacramento,7.9,6.15,1.5
3833407,Lowell High,68478,San Francisco Unified,38,San Francisco,113.28,97.91,6.51
1130053,Ella Barkley High,76562,Hamilton Unified,11,Glenn,0.7,0.6,0
3030608,Middle College High,66670,Santa Ana Unified,30,Orange,15.45,13.63,1.82
1932888,Downtown Business High,64733,Los Angeles Unified,19,Los Angeles,48.48,38.63,9.08
114264,North County Trade Tech High,68452,Vista Unified,37,San Diego,12,8.49,0
4030045,Pacific Beach High,68809,San Luis Coastal Unified,40,San Luis Obispo,4.2,1.2,3
3030624,Brea Canyon High (Continuation),66449,Brea-Olinda Unified,30,Orange,6.21,2.98,3.03
122473,Elm High,76778,Washington Unified,10,Fresno,2,0.45,1.55
3030640,Brea Olinda High,66449,Brea-Olinda Unified,30,Orange,70.31,58.57,7.49
3432051,Del Campo High,67447,San Juan Unified,34,Sacramento,73.54,50.1,15.02
1932920,Fairfax Senior High,64733,Los Angeles Unified,19,Los Angeles,82.31,63.29,14.79
106112,Pinnacles High,75440,Soledad Unified,27,Monterey,3.03,1.4,1.63
3030657,Northwood High,73650,Irvine Unified,30,Orange,69.75,60.26,5.27
3333762,March Mountain High,67124,Moreno Valley Unified,33,Riverside,19.75,12.81,2.94
5037700,Turlock High,75739,Turlock Unified,50,Stanislaus,117.33,101,10.4
106120,SIATech,68452,Vista Unified,37,San Diego,54.1,25.33,23.1
114314,Bitney Prep High,10298,Nevada County Office of Education,29,Nevada,5.89,4.79,1.1
3333770,Moreno Valley High,67124,Moreno Valley Unified,33,Riverside,104.4,87.72,7.57
130708,Sierra Vista Charter High,72249,Tulare Joint Union High,54,Tulare,19.64,3.61,1.04
130724,Success One!,10116,Glenn County Office of Education,11,Glenn,2.6,0.66,1.94
3735206,Oceanside High,73569,Oceanside Unified,37,San Diego,91.22,66.45,6.71
4030128,Eagle Canyon High,68841,Templeton Unified,40,San Luis Obispo,1,0,1
1932987,John H. Francis Polytechnic,64733,Los Angeles Unified,19,Los Angeles,125.33,103.31,11.4
4030144,Leffingwell High (Continuation),75465,Coast Unified,40,San Luis Obispo,1,1,0
5635776,Santa Paula High,76828,Santa Paula Unified,56,Ventura,71.74,64.74,5.09
4030151,Paloma Creek High,68700,Atascadero Unified,40,San Luis Obispo,3.09,1.37,1.75
1933001,King/Drew Medical Magnet High,64733,Los Angeles Unified,19,Los Angeles,68,58.36,9.64
1031897,Edison High,62166,Fresno Unified,10,Fresno,89.15,79.94,7.63
3030756,Tesoro High,66464,Capistrano Unified,30,Orange,93.35,83.82,0.63
4833000,Fairfield High,70540,Fairfield-Suisun Unified,48,Solano,68.15,55.04,10.34
4030185,Templeton Independent Study High,68841,Templeton Unified,40,San Luis Obispo,4.33,2.43,1.85
122606,PUC Lakeview Charter High,64733,Los Angeles Unified,19,Los Angeles,23.75,18.34,4.92
114421,KIPP King Collegiate High,61309,San Lorenzo Unified,1,Alameda,36,23.88,11.12
4136693,Sequoia High,69062,Sequoia Union High,41,San Mateo,110.55,93.04,6.55
737023,John Swett High,61697,John Swett Unified,7,Contra Costa,23.91,17.86,4.46
4333316,Homestead High,69468,Fremont Union High,43,Santa Clara,99.7,92.27,4.37
130823,EPIC de Cesar Chavez,10298,Nevada County Office of Education,29,Nevada,22.95,7.11,15.79
1531656,Valley High,63412,Delano Joint Union High,15,Kern,6.51,2.83,3.68
3735313,Orange Glen High,68106,Escondido Union High,37,San Diego,80.11,62.31,10.31
1531672,Delano High,63412,Delano Joint Union High,15,Kern,61.52,49.23,12.32
433946,Esperanza High (Continuation),75507,Gridley Unified,4,Butte,2.96,0.96,2
114462,Health Sciences High and Middle College,68338,San Diego Unified,37,San Diego,29.01,21.07,8.33
130849,Arroyo High,61309,San Lorenzo Unified,1,Alameda,69.42,53.54,15.88
433953,Gridley High,75507,Gridley Unified,4,Butte,33.28,29.83,1.48
130856,Luis Valdez Leadership Academy,69427,East Side Union High,43,Santa Clara,16.66,9.46,5.9
