DistrictCode,CountyName,DistrictName,SEDcount,SEDpct,MedianIncome
67348,Sacramento,Galt Joint Union Elementary,2044,61.3,43348
67355,Sacramento,Galt Joint Union High,1125,50.9,43348
67413,Sacramento,River Delta Joint Unified,1215,53.3,43348
67421,Sacramento,Robla Elementary,2101,90.1,43348
67439,Sacramento,Sacramento City Unified,32138,71.3,43348
67447,Sacramento,San Juan Unified,24949,49.1,43348
73973,Sacramento,Center Joint Unified,2930,70.4,43348
75283,Sacramento,Natomas Unified,8232,52.5,43348
76505,Sacramento,Twin Rivers Unified,28324,87.7,43348
67454,San Benito,Bitterwater-Tully Elementary,17,50.0,46625
67462,San Benito,Cienega Union Elementary,12,41.4,46625
67470,San Benito,Hollister,3882,65.2,46625
67488,San Benito,Jefferson Elementary,3,50.0,46625
67504,San Benito,North County Joint Union Elementary,322,44.2,46625
67520,San Benito,Panoche Elementary,5,71.4,46625
67538,San Benito,San Benito High,1902,56.8,46625
67553,San Benito,Southside Elementary,83,40.5,46625
67561,San Benito,Tres Pinos Union Elementary,32,52.5,46625
67579,San Benito,Willow Grove Union Elementary,12,100.0,46625
75259,San Benito,Aromas - San Juan Unified,564,55.5,46625
67587,San Bernardino,Adelanto Elementary,6013,74.9,35438
67595,San Bernardino,Alta Loma Elementary,1924,34.0,35438
67611,San Bernardino,Barstow Unified,4869,79.4,35438
67637,San Bernardino,Bear Valley Unified,1528,68.3,35438
67645,San Bernardino,Central Elementary,2523,59.8,35438
67652,San Bernardino,Chaffey Joint Union High,15189,63.7,35438
67678,San Bernardino,Chino Valley Unified,12051,44.1,35438
67686,San Bernardino,Colton Joint Unified,17896,87.1,35438
67694,San Bernardino,Cucamonga Elementary,1571,66.6,35438
67702,San Bernardino,Etiwanda Elementary,4544,33.7,35438
67710,San Bernardino,Fontana Unified,30049,84.7,35438
67736,San Bernardino,Helendale Elementary,2934,45.7,35438
67777,San Bernardino,Morongo Unified,6061,75.7,35438
67785,San Bernardino,Mountain View Elementary,1316,50.1,35438
67793,San Bernardino,Mt. Baldy Joint Elementary,28,32.2,35438
67801,San Bernardino,Needles Unified,742,76.7,35438
67819,San Bernardino,Ontario-Montclair,16991,88.1,35438
67827,San Bernardino,Oro Grande,4446,80.8,35438
67843,San Bernardino,Redlands Unified,14384,70.7,35438
67850,San Bernardino,Rialto Unified,21537,88.0,35438
67868,San Bernardino,Rim of the World Unified,1689,57.7,35438
67876,San Bernardino,San Bernardino City Unified,45781,89.2,35438
67892,San Bernardino,Trona Joint Unified,211,81.5,35438
67918,San Bernardino,Victor Elementary,10688,86.5,35438
67934,San Bernardino,Victor Valley Union High,10119,88.1,35438
67959,San Bernardino,Yucaipa-Calimesa Joint Unified,4844,50.0,35438
73858,San Bernardino,Baker Valley Unified,98,77.2,35438
73890,San Bernardino,Silver Valley Unified,1133,56.3,35438
73957,San Bernardino,Snowline Joint Unified,5339,72.6,35438
75044,San Bernardino,Hesperia Unified,16041,66.2,35438
75051,San Bernardino,Lucerne Valley Unified,5629,54.6,35438
75069,San Bernardino,Upland Unified,5893,57.6,35438
75077,San Bernardino,Apple Valley Unified,10230,71.2,35438
67967,San Diego,Alpine Union Elementary,494,32.2,43442
67983,San Diego,Borrego Springs Unified,2376,76.9,43442
67991,San Diego,Cajon Valley Union,11586,69.2,43442
68007,San Diego,Cardiff Elementary,94,14.9,43442
68023,San Diego,Chula Vista Elementary,15595,52.9,43442
68031,San Diego,Coronado Unified,285,10.9,43442
68049,San Diego,Dehesa Elementary,3745,37.7,43442
68056,San Diego,Del Mar Union Elementary,316,8.2,43442
68080,San Diego,Encinitas Union Elementary,755,15.4,43442
68098,San Diego,Escondido Union,12879,71.8,43442
68106,San Diego,Escondido Union High,6445,68.0,43442
68114,San Diego,Fallbrook Union Elementary,3565,75.0,43442
68122,San Diego,Fallbrook Union High,1543,71.6,43442
68130,San Diego,Grossmont Union High,12776,58.0,43442
68155,San Diego,Jamul-Dulzura Union Elementary,332,44.7,43442
68163,San Diego,Julian Union Elementary,1007,54.7,43442
68171,San Diego,Julian Union High,53,50.0,43442
68189,San Diego,Lakeside Union Elementary,2165,42.6,43442
68197,San Diego,La Mesa-Spring Valley,6596,57.2,43442
68205,San Diego,Lemon Grove,2255,71.4,43442
68213,San Diego,Mountain Empire Unified,2126,52.3,43442
68221,San Diego,National Elementary,3827,74.3,43442
68296,San Diego,Poway Unified,5582,15.7,43442
68304,San Diego,Ramona City Unified,1995,39.3,43442
68312,San Diego,Rancho Santa Fe Elementary,28,5.1,43442
68338,San Diego,San Diego Unified,66472,56.1,43442
68346,San Diego,San Dieguito Union High,1568,12.1,43442
68353,San Diego,San Pasqual Union Elementary,124,24.8,43442
68361,San Diego,Santee,2247,34.7,43442
68379,San Diego,San Ysidro Elementary,3393,76.8,43442
68387,San Diego,Solana Beach Elementary,255,9.4,43442
68395,San Diego,South Bay Union,3745,58.1,43442
68403,San Diego,Spencer Valley Elementary,2433,62.7,43442
68411,San Diego,Sweetwater Union High,22234,57.6,43442
68437,San Diego,Vallecitos Elementary,187,100.0,43442
68452,San Diego,Vista Unified,16019,69.9,43442
73551,San Diego,Carlsbad Unified,2304,21.2,43442
73569,San Diego,Oceanside Unified,11104,58.5,43442
73791,San Diego,San Marcos Unified,6608,33.2,43442
75416,San Diego,Warner Unified,1060,43.7,43442
75614,San Diego,Valley Center-Pauma Unified,2048,53.0,43442
76851,San Diego,Bonsall Unified,725,33.5,43442
68478,San Francisco,San Francisco Unified,30866,52.6,66004
68486,San Joaquin,Banta Elementary,706,36.3,39331
68502,San Joaquin,Escalon Unified,1433,48.2,39331
68544,San Joaquin,Jefferson Elementary,537,24.0,39331
68569,San Joaquin,Lincoln Unified,5329,59.6,39331
68577,San Joaquin,Linden Unified,1354,58.3,39331
68585,San Joaquin,Lodi Unified,21633,70.4,39331
68593,San Joaquin,Manteca Unified,16029,67.7,39331
68619,San Joaquin,New Hope Elementary,159,89.8,39331
68627,San Joaquin,New Jerusalem Elementary,3831,58.9,39331
68635,San Joaquin,Oak View Union Elementary,161,44.4,39331
68650,San Joaquin,Ripon Unified,1701,36.0,39331
68676,San Joaquin,Stockton Unified,33230,81.8,39331
75499,San Joaquin,Tracy Joint Unified,8379,53.8,39331
76760,San Joaquin,Lammersville Joint Unified,901,14.1,39331
68700,San Luis Obispo,Atascadero Unified,1460,33.2,45527
68726,San Luis Obispo,Cayucos Elementary,59,36.4,45527
68759,San Luis Obispo,Lucia Mar Unified,6224,62.7,45527
68791,San Luis Obispo,Pleasant Valley Joint Union Elementary,21,36.2,45527
68809,San Luis Obispo,San Luis Coastal Unified,2569,34.3,45527
68825,San Luis Obispo,San Miguel Joint Union,530,59.0,45527
68833,San Luis Obispo,Shandon Joint Unified,225,79.8,45527
68841,San Luis Obispo,Templeton Unified,498,21.5,45527
75457,San Luis Obispo,Paso Robles Joint Unified,3173,47.6,45527
75465,San Luis Obispo,Coast Unified,405,75.6,45527
68858,San Mateo,Bayshore Elementary,240,66.5,67870
68866,San Mateo,Belmont-Redwood Shores Elementary,330,7.9,67870
68874,San Mateo,Brisbane Elementary,99,20.9,67870
68882,San Mateo,Burlingame Elementary,393,11.6,67870
68890,San Mateo,Cabrillo Unified,1295,44.1,67870
68908,San Mateo,Hillsborough City Elementary,39,3.1,67870
68916,San Mateo,Jefferson Elementary,3277,49.3,67870
68924,San Mateo,Jefferson Union High,1447,30.8,67870
68932,San Mateo,Pacifica,555,18.5,67870
68940,San Mateo,La Honda-Pescadero Unified,154,56.0,67870
68957,San Mateo,Las Lomitas Elementary,72,6.5,67870
68965,San Mateo,Menlo Park City Elementary,220,7.9,67870
68973,San Mateo,Millbrae Elementary,586,26.2,67870
68981,San Mateo,Portola Valley Elementary,34,6.9,67870
68999,San Mateo,Ravenswood City Elementary,2747,91.8,67870
69005,San Mateo,Redwood City Elementary,4859,60.1,67870
69013,San Mateo,San Bruno Park Elementary,761,33.5,67870
69021,San Mateo,San Carlos Elementary,197,6.0,67870
69039,San Mateo,San Mateo-Foster City,3374,30.8,67870
69047,San Mateo,San Mateo Union High,2424,24.8,67870
69062,San Mateo,Sequoia Union High,3926,38.0,67870
69070,San Mateo,South San Francisco Unified,3147,38.5,67870
69088,San Mateo,Woodside Elementary,41,11.1,67870
69104,Santa Barbara,Ballard Elementary,11,8.6,40400
69112,Santa Barbara,Blochman Union Elementary,461,30.9,40400
69120,Santa Barbara,Santa Maria-Bonita,15146,90.9,40400
69138,Santa Barbara,Buellton Union Elementary,242,43.8,40400
69146,Santa Barbara,Carpinteria Unified,1516,72.5,40400
69161,Santa Barbara,Cold Spring Elementary,6,3.4,40400
69179,Santa Barbara,College Elementary,141,42.0,40400
69195,Santa Barbara,Goleta Union Elementary,1219,36.1,40400
69203,Santa Barbara,Guadalupe Union Elementary,1111,87.5,40400
69211,Santa Barbara,Hope Elementary,246,31.7,40400
69229,Santa Barbara,Lompoc Unified,6204,64.3,40400
69245,Santa Barbara,Los Olivos Elementary,37,23.9,40400
69252,Santa Barbara,Montecito Union Elementary,34,9.1,40400
69260,Santa Barbara,Orcutt Union Elementary,1895,39.1,40400
69310,Santa Barbara,Santa Maria Joint Union High,6883,76.9,40400
69328,Santa Barbara,Santa Ynez Valley Union High,248,28.7,40400
69336,Santa Barbara,Solvang Elementary,261,43.0,40400
69344,Santa Barbara,Vista del Mar Union,11,44.0,40400
75010,Santa Barbara,Cuyama Joint Unified,172,67.5,40400
76786,Santa Barbara,Santa Barbara Unified,7408,52.2,40400
69369,Santa Clara,Alum Rock Union Elementary,7794,79.1,69431
69377,Santa Clara,Berryessa Union Elementary,1886,28.9,69431
69385,Santa Clara,Cambrian,432,13.6,69431
69393,Santa Clara,Campbell Union,2792,42.2,69431
69401,Santa Clara,Campbell Union High,2387,27.7,69431
69419,Santa Clara,Cupertino Union,925,5.9,69431
69427,Santa Clara,East Side Union High,13430,51.8,69431
69435,Santa Clara,Evergreen Elementary,2699,27.6,69431
69450,Santa Clara,Franklin-McKinley Elementary,6629,73.8,69431
69468,Santa Clara,Fremont Union High,1551,14.3,69431
69484,Santa Clara,Gilroy Unified,6458,56.8,69431
69492,Santa Clara,Lakeside Joint,4,6.1,69431
69500,Santa Clara,Loma Prieta Joint Union Elementary,26,5.9,69431
69518,Santa Clara,Los Altos Elementary,240,6.7,69431
69526,Santa Clara,Los Gatos Union Elementary,111,4.1,69431
69534,Santa Clara,Los Gatos-Saratoga Union High,182,5.2,69431
69542,Santa Clara,Luther Burbank,415,87.4,69431
69575,Santa Clara,Moreland,1140,26.1,69431
69583,Santa Clara,Morgan Hill Unified,3273,36.8,69431
69591,Santa Clara,Mountain View Whisman,1392,29.3,69431
69609,Santa Clara,Mountain View-Los Altos Union High,712,15.6,69431
69617,Santa Clara,Mount Pleasant Elementary,1090,56.5,69431
69625,Santa Clara,Oak Grove Elementary,2717,29.0,69431
69633,Santa Clara,Orchard Elementary,268,32.9,69431
69641,Santa Clara,Palo Alto Unified,1178,11.0,69431
69666,Santa Clara,San Jose Unified,11783,41.0,69431
69674,Santa Clara,Santa Clara Unified,5603,37.8,69431
69682,Santa Clara,Saratoga Union Elementary,56,3.4,69431
69690,Santa Clara,Sunnyvale,1607,27.0,69431
69708,Santa Clara,Union Elementary,568,9.9,69431
73387,Santa Clara,Milpitas Unified,3045,29.2,69431
69732,Santa Cruz,Bonny Doon Union Elementary,19,17.8,45419
69757,Santa Cruz,Happy Valley Elementary,11,10.5,45419
69765,Santa Cruz,Live Oak Elementary,980,56.6,45419
69773,Santa Cruz,Mountain Elementary,27,20.3,45419
69781,Santa Cruz,Pacific Elementary,101,71.6,45419
69799,Santa Cruz,Pajaro Valley Unified,14649,76.0,45419
69807,Santa Cruz,San Lorenzo Valley Unified,1391,24.4,45419
69815,Santa Cruz,Santa Cruz City Elementary,661,39.3,45419
69823,Santa Cruz,Santa Cruz City High,1738,37.4,45419
69849,Santa Cruz,Soquel Union Elementary,482,27.6,45419
75432,Santa Cruz,Scotts Valley Unified,385,14.6,45419
69856,Shasta,Anderson Union High,849,52.4,37065
69872,Shasta,Bella Vista Elementary,190,56.4,37065
69880,Shasta,Black Butte Union Elementary,167,75.6,37065
69914,Shasta,Cascade Union Elementary,928,71.7,37065
69922,Shasta,Castle Rock Union Elementary,31,56.4,37065
69948,Shasta,Columbia Elementary,580,35.8,37065
69955,Shasta,Cottonwood Union Elementary,581,48.7,37065
69971,Shasta,Enterprise Elementary,2577,70.0,37065
69989,Shasta,Fall River Joint Unified,726,60.9,37065
69997,Shasta,French Gulch-Whiskeytown Elementary,25,83.3,37065
70003,Shasta,Grant Elementary,116,18.3,37065
70011,Shasta,Happy Valley Union Elementary,302,64.5,37065
70029,Shasta,"Igo, Ono, Platina Union Elementary",31,83.8,37065
70037,Shasta,Indian Springs Elementary,17,89.5,37065
70045,Shasta,Junction Elementary,123,36.6,37065
70052,Shasta,Millville Elementary,84,34.6,37065
70078,Shasta,North Cow Creek Elementary,57,23.4,37065
70086,Shasta,Oak Run Elementary,42,79.2,37065
70094,Shasta,Pacheco Union Elementary,342,53.9,37065
70110,Shasta,Redding Elementary,1927,63.5,37065
70128,Shasta,Shasta Union Elementary,54,47.4,37065
70136,Shasta,Shasta Union High,2035,37.2,37065
70169,Shasta,Whitmore Union Elementary,277,53.7,37065
73700,Shasta,Mountain Union Elementary,58,90.6,37065
75267,Shasta,Gateway Unified,1680,71.7,37065
70177,Sierra,Sierra-Plumas Joint Unified,184,46.6,41714
70185,Siskiyou,Big Springs Union Elementary,114,64.0,33630
70193,Siskiyou,Bogus Elementary,18,90.0,33630
70201,Siskiyou,Butteville Union Elementary,63,38.2,33630
70227,Siskiyou,Delphic Elementary,30,50.8,33630
70243,Siskiyou,Dunsmuir Elementary,81,100.0,33630
70250,Siskiyou,Dunsmuir Joint Union High,43,79.6,33630
70292,Siskiyou,Forks of Salmon Elementary,6,75.0,33630
70318,Siskiyou,Gazelle Union Elementary,38,100.0,33630
70326,Siskiyou,Grenada Elementary,89,43.6,33630
70334,Siskiyou,Happy Camp Union Elementary,67,69.1,33630
70359,Siskiyou,Hornbrook Elementary,43,84.3,33630
70367,Siskiyou,Junction Elementary,11,61.1,33630
70375,Siskiyou,Klamath River Union Elementary,10,100.0,33630
70383,Siskiyou,Little Shasta Elementary,11,68.8,33630
70409,Siskiyou,McCloud Union Elementary,46,78.0,33630
70417,Siskiyou,Montague Elementary,115,63.2,33630
70425,Siskiyou,Mt. Shasta Union Elementary,189,39.4,33630
70458,Siskiyou,Seiad Elementary,9,100.0,33630
70466,Siskiyou,Siskiyou Union High,328,61.1,33630
70482,Siskiyou,Weed Union Elementary,243,81.5,33630
70490,Siskiyou,Willow Creek Elementary,26,76.5,33630
70508,Siskiyou,Yreka Union Elementary,677,75.1,33630
70516,Siskiyou,Yreka Union High,401,57.5,33630
73684,Siskiyou,Butte Valley Unified,182,65.9,33630
76455,Siskiyou,Scott Valley Unified,368,60.1,33630
70524,Solano,Benicia Unified,1101,24.3,47787
70532,Solano,Dixon Unified,1685,49.5,47787
70540,Solano,Fairfield-Suisun Unified,11916,57.6,47787
70565,Solano,Travis Unified,1398,26.5,47787
70573,Solano,Vacaville Unified,5179,39.8,47787
70581,Solano,Vallejo City Unified,9550,72.1,47787
70599,Sonoma,Alexander Valley Union Elementary,27,23.5,47404
70607,Sonoma,West Sonoma County Union High,773,41.8,47404
70615,Sonoma,Bellevue Union,1267,82.1,47404
70623,Sonoma,Bennett Valley Union Elementary,203,20.5,47404
70649,Sonoma,Cinnabar Elementary,164,65.3,47404
70656,Sonoma,Cloverdale Unified,844,62.5,47404
70672,Sonoma,Dunham Elementary,39,25.0,47404
70680,Sonoma,Forestville Union Elementary,143,53.6,47404
70698,Sonoma,Fort Ross Elementary,6,54.5,47404
70706,Sonoma,Geyserville Unified,117,56.0,47404
70714,Sonoma,Gravenstein Union Elementary,167,22.1,47404
70722,Sonoma,Guerneville Elementary,258,56.1,47404
70730,Sonoma,Harmony Union Elementary,229,37.1,47404
70763,Sonoma,Horicon Elementary,50,84.7,47404
70789,Sonoma,Kenwood,30,22.9,47404
70797,Sonoma,Liberty Elementary,757,50.9,47404
70805,Sonoma,Mark West Union Elementary,426,32.8,47404
70813,Sonoma,Monte Rio Union Elementary,61,98.4,47404
70821,Sonoma,Montgomery Elementary,13,59.1,47404
70839,Sonoma,Oak Grove Union Elementary,462,35.7,47404
70847,Sonoma,Old Adobe Union,622,30.2,47404
70854,Sonoma,Petaluma City Elementary,905,37.3,47404
70862,Sonoma,Petaluma Joint Union High,2170,41.5,47404
70870,Sonoma,Piner-Olivet Union Elementary,561,45.2,47404
70888,Sonoma,Kashia Elementary,16,100.0,47404
70896,Sonoma,Rincon Valley Union Elementary,1139,36.8,47404
70904,Sonoma,Roseland,2530,88.1,47404
70912,Sonoma,Santa Rosa Elementary,2855,61.4,47404
70920,Sonoma,Santa Rosa High,5382,49.7,47404
70938,Sonoma,Sebastopol Union Elementary,342,41.9,47404
70953,Sonoma,Sonoma Valley Unified,2146,54.3,47404
70961,Sonoma,Twin Hills Union Elementary,284,25.8,47404
70979,Sonoma,Two Rock Union,53,43.1,47404
70995,Sonoma,Waugh Elementary,108,13.4,47404
71001,Sonoma,West Side Union Elementary,52,33.1,47404
71019,Sonoma,Wilmar Union Elementary,53,24.4,47404
71035,Sonoma,Wright Elementary,912,69.7,47404
73882,Sonoma,Cotati-Rohnert Park Unified,2776,45.4,47404
75358,Sonoma,Windsor Unified,2594,54.2,47404
75390,Sonoma,Healdsburg Unified,752,57.1,47404
71043,Stanislaus,Ceres Unified,12152,82.9,36771
71050,Stanislaus,Chatom Union,416,72.6,36771
71068,Stanislaus,Denair Unified,843,64.0,36771
71076,Stanislaus,Empire Union Elementary,2258,78.8,36771
71084,Stanislaus,Gratton Elementary,32,22.4,36771
71092,Stanislaus,Hart-Ransom Union Elementary,531,44.0,36771
71100,Stanislaus,Hickman Community Charter,346,32.7,36771
71134,Stanislaus,Keyes Union,733,66.5,36771
71142,Stanislaus,Knights Ferry Elementary,27,18.8,36771
71167,Stanislaus,Modesto City Elementary,12937,84.7,36771
71175,Stanislaus,Modesto City High,10699,67.0,36771
71209,Stanislaus,Paradise Elementary,175,91.6,36771
71217,Stanislaus,Patterson Joint Unified,4504,74.9,36771
71233,Stanislaus,Roberts Ferry Union Elementary,105,61.4,36771
71266,Stanislaus,Salida Union Elementary,1837,60.1,36771
71274,Stanislaus,Shiloh Elementary,126,69.2,36771
71282,Stanislaus,Stanislaus Union Elementary,2603,75.9,36771
71290,Stanislaus,Sylvan Union Elementary,3960,50.0,36771
71324,Stanislaus,Valley Home Joint Elementary,54,37.2,36771
73601,Stanislaus,Newman-Crows Landing Unified,2276,70.8,36771
75549,Stanislaus,Hughson Unified,976,47.4,36771
75556,Stanislaus,Riverbank Unified,2022,68.8,36771
75564,Stanislaus,Oakdale Joint Unified,2194,41.5,36771
75572,Stanislaus,Waterford Unified,2047,71.1,36771
75739,Stanislaus,Turlock Unified,7783,55.9,36771
71357,Sutter,Brittan Elementary,180,42.2,35901
71365,Sutter,Browns Elementary,58,45.3,35901
71373,Sutter,East Nicolaus Joint Union High,72,23.3,35901
71381,Sutter,Franklin Elementary,121,26.1,35901
71399,Sutter,Live Oak Unified,1365,71.8,35901
71407,Sutter,Marcum-Illinois Union Elementary,1034,36.8,35901
71415,Sutter,Meridian Elementary,955,64.4,35901
71423,Sutter,Nuestro Elementary,272,35.7,35901
71431,Sutter,Pleasant Grove Joint Union,42,26.4,35901
71449,Sutter,Sutter Union High,230,28.5,35901
71456,Sutter,Winship-Robbins,589,47.4,35901
71464,Sutter,Yuba City Unified,9770,76.8,35901
71472,Tehama,Antelope Elementary,484,59.2,33357
71498,Tehama,Corning Union Elementary,1567,78.9,33357
71506,Tehama,Corning Union High,762,69.7,33357
71522,Tehama,Evergreen Union,674,57.4,33357
71530,Tehama,Flournoy Union Elementary,27,64.3,33357
71548,Tehama,Gerber Union Elementary,285,74.6,33357
71555,Tehama,Kirkwood Elementary,55,55.0,33357
71563,Tehama,Lassen View Union Elementary,192,54.1,33357
71571,Tehama,Los Molinos Unified,421,75.7,33357
71621,Tehama,Red Bluff Union Elementary,1543,83.5,33357
71639,Tehama,Red Bluff Joint Union High,1215,67.6,33357
71647,Tehama,Reeds Creek Elementary,107,53.2,33357
71654,Tehama,Richfield Elementary,129,55.1,33357
71662,Trinity,Burnt Ranch Elementary,51,76.1,32164
71670,Trinity,Coffee Creek Elementary,5,62.5,32164
71696,Trinity,Douglas City Elementary,79,46.2,32164
71738,Trinity,Junction City Elementary,51,71.8,32164
71746,Trinity,Lewiston Elementary,57,79.2,32164
71761,Trinity,Trinity Center Elementary,5,27.8,32164
73833,Trinity,Southern Trinity Joint Unified,52,60.5,32164
75028,Trinity,Mountain Valley Unified,251,81.5,32164
76513,Trinity,Trinity Alps Unified,396,57.0,32164
71795,Tulare,Allensworth Elementary,67,100.0,30151
71803,Tulare,Alpaugh Unified,659,69.0,30151
71811,Tulare,Alta Vista Elementary,885,61.3,30151
71829,Tulare,Buena Vista Elementary,131,64.5,30151
71837,Tulare,Burton Elementary,3552,73.4,30151
71852,Tulare,Columbine Elementary,109,58.6,30151
71860,Tulare,Cutler-Orosi Joint Unified,3812,95.1,30151
71894,Tulare,Ducor Union Elementary,104,73.2,30151
71902,Tulare,Earlimart Elementary,1527,96.6,30151
71944,Tulare,Hope Elementary,175,73.2,30151
71951,Tulare,Hot Springs Elementary,20,100.0,30151
71969,Tulare,Kings River Union Elementary,358,90.2,30151
71985,Tulare,Liberty Elementary,356,52.6,30151
71993,Tulare,Lindsay Unified,3554,87.4,30151
72009,Tulare,Monson-Sultana Joint Union Elementary,370,83.5,30151
72017,Tulare,Oak Valley Union Elementary,423,73.4,30151
72025,Tulare,Outside Creek Elementary,72,60.5,30151
72033,Tulare,Palo Verde Union Elementary,451,86.2,30151
72041,Tulare,Pixley Union Elementary,860,97.1,30151
72058,Tulare,Pleasant View Elementary,353,80.4,30151
72082,Tulare,Richgrove Elementary,537,96.4,30151
72090,Tulare,Rockford Elementary,182,56.9,30151
72108,Tulare,Saucelito Elementary,62,80.5,30151
72116,Tulare,Sequoia Union Elementary,142,41.8,30151
72132,Tulare,Springville Union Elementary,137,48.4,30151
72140,Tulare,Stone Corral Elementary,619,90.1,30151
72157,Tulare,Strathmore Union Elementary,682,95.0,30151
72173,Tulare,Sundale Union Elementary,292,38.6,30151
72181,Tulare,Sunnyside Union Elementary,305,86.2,30151
72199,Tulare,Terra Bella Union Elementary,796,97.8,30151
72207,Tulare,Three Rivers Union Elementary,30,28.8,30151
72215,Tulare,Tipton Elementary,495,93.9,30151
72223,Tulare,Traver Joint Elementary,207,91.6,30151
72231,Tulare,Tulare City,7324,78.6,30151
72249,Tulare,Tulare Joint Union High,4281,75.1,30151
72256,Tulare,Visalia Unified,19512,67.6,30151
72264,Tulare,Waukena Joint Union Elementary,180,80.4,30151
72298,Tulare,Woodville Union Elementary,412,97.6,30151
75325,Tulare,Farmersville Unified,2302,92.7,30151
75523,Tulare,Porterville Unified,12556,87.4,30151
75531,Tulare,Dinuba Unified,5617,84.6,30151
76794,Tulare,Woodlake Unified,1844,89.1,30151
76836,Tulare,Exeter Unified,1840,69.8,30151
72306,Tuolumne,Belleview Elementary,79,48.2,39102
72348,Tuolumne,Columbia Union,209,48.3,39102
72355,Tuolumne,Curtis Creek Elementary,231,53.6,39102
72363,Tuolumne,Jamestown Elementary,257,75.6,39102
72371,Tuolumne,Sonora Elementary,305,43.7,39102
72389,Tuolumne,Sonora Union High,365,35.7,39102
72397,Tuolumne,Soulsbyville Elementary,157,33.0,39102
72405,Tuolumne,Summerville Elementary,210,54.5,39102
72413,Tuolumne,Summerville Union High,393,35.7,39102
72421,Tuolumne,Twain Harte,132,52.2,39102
75184,Tuolumne,Big Oak Flat-Groveland Unified,152,54.7,39102
72447,Ventura,Briggs Elementary,316,63.3,44494
72454,Ventura,Fillmore Unified,2978,82.1,44494
72462,Ventura,Hueneme Elementary,6312,83.7,44494
72470,Ventura,Mesa Union Elementary,435,39.9,44494
72504,Ventura,Mupu Elementary,67,42.1,44494
72512,Ventura,Ocean View,1865,81.5,44494
72520,Ventura,Ojai Unified,1074,44.8,44494
72538,Ventura,Oxnard,13753,90.9,44494
72546,Ventura,Oxnard Union High,12403,68.4,44494
72553,Ventura,Pleasant Valley,2194,32.3,44494
72561,Ventura,Rio Elementary,3535,67.9,44494
72579,Ventura,Santa Clara Elementary,7,12.7,44494
72603,Ventura,Simi Valley Unified,4955,31.1,44494
72611,Ventura,Somis Union,165,71.7,44494
72652,Ventura,Ventura Unified,8636,54.4,44494
73759,Ventura,Conejo Valley Unified,4111,23.6,44494
73874,Ventura,Oak Park Unified,374,8.6,44494
73940,Ventura,Moorpark Unified,1946,32.9,44494
76828,Ventura,Santa Paula Unified,4316,84.9,44494
72678,Yolo,Davis Joint Unified,1675,20.4,44881
72686,Yolo,Esparto Unified,720,77.1,44881
72694,Yolo,Washington Unified,5467,65.9,44881
72702,Yolo,Winters Joint Unified,1194,55.6,44881
72710,Yolo,Woodland Joint Unified,5521,57.2,44881
72728,Yuba,Camptonville Elementary,252,44.1,37086
72736,Yuba,Marysville Joint Unified,7278,73.3,37086
72744,Yuba,Plumas Lake Elementary,485,36.0,37086
72751,Yuba,Wheatland,535,41.9,37086
72769,Yuba,Wheatland Union High,473,50.8,37086
