SchoolCode,SchoolName,DistrictCode,DistrictName,CountyCode,CountyName,Latitude,Longitude
126623,Academy of Medical Arts at Carson High,64733,Los Angeles Unified,19,Los Angeles,33.82266,-118.27424
3632809,Sierra High,67876,San Bernardino City Unified,36,San Bernardino,34.11648,-117.27365
3731114,Valley Center High,75614,Valley Center-Pauma Unified,37,San Diego,33.27972,-117.02461
134841,Orange County Workforce Innovation High,10306,Orange County Department of Education,30,Orange,33.83794,-117.94193
2133692,Tamalpais High,65482,Tamalpais Union High,21,Marin,37.89124,-122.52963
2830016,Vintage High,66266,Napa Valley Unified,28,Napa,38.33325,-122.3047
4738753,Weed High,70466,Siskiyou Union High,47,Siskiyou,41.42791,-122.37293
4132551,El Camino High,69070,South San Francisco Unified,41,San Mateo,37.66671,-122.44179
134858,California School of the Arts - San Gabriel Valley,64469,Duarte Unified,19,Los Angeles,34.1369,-117.96898
1732304,Clear Lake High,64030,Lakeport Unified,17,Lake,39.061,-122.91892
102103,Jordan (June) School for Equity,68478,San Francisco Unified,38,San Francisco,37.71956,-122.42524
3731163,Carlsbad Seaside Academy,73551,Carlsbad Unified,37,San Diego,33.16366,-117.3293
134890,San Diego Workforce Innovation High,67983,Borrego Springs Unified,37,San Diego,32.689683,-117.085536
2830065,Palisades High (Continuation),66241,Calistoga Joint Unified,28,Napa,38.58314,-122.5782
2330355,Lighthouse Community Day,65565,Fort Bragg Unified,23,Mendocino,39.43956,-123.79037
1937143,Redondo Union High,75341,Redondo Beach Unified,19,Los Angeles,33.84544,-118.3845
118521,Centinela Valley Independent Study,64352,Centinela Valley Union High,19,Los Angeles,33.91724,-118.36315
5631742,Channel Islands High,72546,Oxnard Union High,56,Ventura,34.17022,-119.16197
5730049,Wolfskill High,72702,Winters Joint Unified,57,Yolo,38.52271,-121.97379
126722,East Palo Alto Academy,69062,Sequoia Union High,41,San Mateo,37.46294,-122.13184
5730056,Madison Community High,72686,Esparto Unified,57,Yolo,38.67935,-121.97145
134924,Berkeley Technology Academy,61143,Berkeley Unified,1,Alameda,37.85941,-122.27117
732941,El Cerrito High,61796,West Contra Costa Unified,7,Contra Costa,37.90745,-122.29455
3731213,Clairemont High,68338,San Diego Unified,37,San Diego,32.80938,-117.20367
1937176,Reid High,64725,Long Beach Unified,19,Los Angeles,33.7973,-118.21813
3034907,Back Bay High,66597,Newport-Mesa Unified,30,Orange,33.65356,-117.88984
126748,LPS Oakland R & D Campus,61259,Oakland Unified,1,Alameda,37.760231,-122.16345
2830115,New Technology High,66266,Napa Valley Unified,28,Napa,38.30512,-122.28912
3731247,High Tech High,68338,San Diego Unified,37,San Diego,32.73486,-117.21753
4935482,Rancho Cotate High,73882,Cotati-Rohnert Park Unified,49,Sonoma,38.34043,-122.68335
118588,Alain Leroy Locke College Preparatory Academy,64733,Los Angeles Unified,19,Los Angeles,33.93517,-118.2688
1036094,Sanger High,62414,Sanger Unified,10,Fresno,36.70067,-119.57585
3731262,Steele Canyon High,68130,Grossmont Union High,37,San Diego,32.73012,-116.92515
2830149,Valley Oak High,66266,Napa Valley Unified,28,Napa,38.31437,-122.30188
5631817,Chaparral High,72520,Ojai Unified,56,Ventura,34.44841,-119.24241
1937226,Reseda Charter High,64733,Los Angeles Unified,19,Los Angeles,34.1897000000001,-118.52938
3034956,Mission Viejo High,73635,Saddleback Valley Unified,30,Orange,33.59776,-117.67209
937805,South Tahoe High,61903,Lake Tahoe Unified,9,El Dorado,38.90972,-120.01469
102236,Inderkum High,75283,Natomas Unified,34,Sacramento,38.65837,-121.51719
3731304,MAAC Community Charter,68411,Sweetwater Union High,37,San Diego,32.60452,-117.06429
3633005,Eisenhower Senior High,67850,Rialto Unified,36,San Bernardino,34.12353,-117.37856
3731312,Oak Glen High,75614,Valley Center-Pauma Unified,37,San Diego,33.28121,-117.0252
3034998,Lorin Griset Academy,66670,Santa Ana Unified,30,Orange,33.7349000000001,-117.89431
110460,Core Learning Academy at Conley-Caraballo High,61242,New Haven Unified,1,Alameda,37.61511,-122.02804
118653,Ralph J. Bunche High,61259,Oakland Unified,1,Alameda,37.81331,-122.28673
634758,Maxwell Sr High,61606,Maxwell Unified,6,Colusa,39.27558,-122.19979
102285,Pioneer Valley High,69310,Santa Maria Joint Union High,42,Santa Barbara,34.95785,-120.40203
110478,Alternative Learning Academy at Conley-Caraballo High,61242,New Haven Unified,1,Alameda,37.61477,-122.02803
102293,Foresthill High,66894,Placer Union High,31,Placer,39.01793,-120.83543
126870,San Joaquin Valley High,62364,Parlier Unified,10,Fresno,36.61674,-119.52951
135061,Alvord Alternative Continuation High,66977,Alvord Unified,33,Riverside,33.93558,-117.48133
110494,Bidwell Continuation High,61648,Antioch Unified,7,Contra Costa,37.9999,-121.79214
1535905,Taft Union High,63818,Taft Union High,15,Kern,35.14626,-119.46038
3035045,Newport Harbor High,66597,Newport-Mesa Unified,30,Orange,33.62354,-117.91267
1331115,Imperial Ave. Holbrook High,63164,Imperial Unified,13,Imperial,32.848298,-115.575331
135087,Opportunity Youth Academy,10439,Santa Clara County Office of Education,43,Santa Clara,37.38372,-121.90019
4935607,Ridgway High (Continuation),70920,Santa Rosa High,49,Sonoma,38.44969,-122.7226
1634245,Earl F. Johnson High (Continuation),63925,Hanford Joint Union High,16,Kings,36.33751,-119.64566
4132817,Half Moon Bay High,68890,Cabrillo Unified,41,San Mateo,37.47361,-122.42768
3330008,La Sierra High,66977,Alvord Unified,33,Riverside,33.90872,-117.47908
3035102,University High,73650,Irvine Unified,30,Orange,33.65132,-117.82285
102368,Ann Sobrato High,69583,Morgan Hill Unified,43,Santa Clara,37.1604,-121.66931
3330024,Arlington High,67215,Riverside Unified,33,Riverside,33.91345,-117.42863
3330032,La Familia Continuation High,73676,Coachella Valley Unified,33,Riverside,33.63719,-116.14354
2535409,Modoc High,73585,Modoc Joint Unified,25,Modoc,41.49196,-120.54217
2134005,Terra Linda High,65466,San Rafael City High,21,Marin,38.0003,-122.5542
102392,Millennium Charter,75499,Tracy Joint Unified,39,San Joaquin,37.74593,-121.42434
2035707,Madera High,65243,Madera Unified,20,Madera,36.95455,-120.06483
110593,James C. Enochs High,71175,Modesto City High,50,Stanislaus,37.69097,-120.93463
5738505,Winters High,72702,Winters Joint Unified,57,Yolo,38.52485,-121.97314
118794,Murrieta Mesa High,75200,Murrieta Valley Unified,33,Riverside,33.56393,-117.19913
1232909,Ferndale High,75374,Ferndale Unified,12,Humboldt,40.58489,-124.26003
1937424,Theodore Roosevelt Senior High,64733,Los Angeles Unified,19,Los Angeles,34.03848,-118.21093
3330065,Alessandro High,67082,Hemet Unified,33,Riverside,33.75115,-116.96267
118802,Citrus Valley High,67843,Redlands Unified,36,San Bernardino,34.08157,-117.19228
5435409,Tulare Union High,72249,Tulare Joint Union High,54,Tulare,36.2086,-119.33916
5632021,Fillmore Senior High,72454,Fillmore Unified,56,Ventura,34.40365,-118.91479
3731478,Coronado High,68031,Coronado Unified,37,San Diego,32.69174,-117.17827
3731486,Elite Academy,68130,Grossmont Union High,37,San Diego,32.79373,-116.93585
102434,Animo South Los Angeles Charter,64733,Los Angeles Unified,19,Los Angeles,33.93304,-118.30834
110627,Eleanor Roosevelt High,67033,Corona-Norco Unified,33,Riverside,33.95362,-117.56831
4231205,Cuyama Valley High,75010,Cuyama Joint Unified,42,Santa Barbara,34.94383,-119.6747
3731502,San Ysidro High,68411,Sweetwater Union High,37,San Diego,32.565181,-117.01711
102459,Golden Valley High,65136,William S. Hart Union High,19,Los Angeles,34.39985,-118.49341
430140,Oroville High Community Day,61515,Oroville Union High,4,Butte,39.52226,-121.56899
3330115,Ortega High,75176,Lake Elsinore Unified,33,Riverside,33.68172,-117.33599
118851,King-Chavez Community High,68338,San Diego Unified,37,San Diego,32.71865,-117.16263
733253,Greenwood Academy,61796,West Contra Costa Unified,7,Contra Costa,37.93332,-122.36106
3731528,Westview High,68296,Poway Unified,37,San Diego,32.96709,-117.14838
1937481,Rosemead High,64519,El Monte Union High,19,Los Angeles,34.08476,-118.07179
5435466,Tulare Western High,72249,Tulare Joint Union High,54,Tulare,36.21511,-119.35865
102475,West Ranch High,65136,William S. Hart Union High,19,Los Angeles,34.4031999999999,-118.59656
135244,Mission San Jose High,61176,Fremont Unified,1,Alameda,37.54458,-121.93403
110668,Frida Kahlo High,64733,Los Angeles Unified,19,Los Angeles,34.02978,-118.26372
3731536,Grossmont Middle College High,68130,Grossmont Union High,37,San Diego,32.81639,-117.00635
1634401,Hanford High,63925,Hanford Joint Union High,16,Kings,36.34416,-119.64468
4337762,Saratoga High,69534,Los Gatos-Saratoga Union High,43,Santa Clara,37.26575,-122.02981
118885,Shadow Hills High,67058,Desert Sands Unified,33,Riverside,33.7649,-116.27032
135269,Oxford Day Academy,10413,San Mateo County Office of Education,41,San Mateo,37.46575,-122.13287
3330172,Perris Lake High (Continuation),67207,Perris Union High,33,Riverside,33.77269,-117.23291
1536135,Tehachapi High,63826,Tehachapi Unified,15,Kern,35.12168,-118.43447
118919,Sierra Pacific High,63925,Hanford Joint Union High,16,Kings,36.33721,-119.68994
4739207,Yreka High,70516,Yreka Union High,47,Siskiyou,41.74132,-122.63777
2732170,King City High,66068,South Monterey County Joint Union High,27,Monterey,36.20968,-121.1332
3633302,Fontana High,67710,Fontana Unified,36,San Bernardino,34.08146,-117.45319
135319,Mt. Eden High,61192,Hayward Unified,1,Alameda,37.6248,-122.09014
118935,Del Norte High,68296,Poway Unified,37,San Diego,33.01512,-117.12162
1331354,Desert Valley High (Continuation),63081,Brawley Union High,13,Imperial,32.9847,-115.54124
1937564,John A. Rowland High,73452,Rowland Unified,19,Los Angeles,33.9824,-117.88434
118950,Sherman Thomas Charter High,65243,Madera Unified,20,Madera,36.98333,-120.06885
3330214,Banning High,66985,Banning Unified,33,Riverside,33.9171700000001,-116.87818
110759,John F. Kennedy High,67033,Corona-Norco Unified,33,Riverside,33.91729,-117.56444
3436714,Rio Americano High,67447,San Juan Unified,34,Sacramento,38.57742,-121.35621
3731627,Otay Ranch Senior High,68411,Sweetwater Union High,37,San Diego,32.62006,-116.99046
3330222,New Horizon High,66985,Banning Unified,33,Riverside,33.93328,-116.88958
4935862,San Antonio High (Continuation),70862,Petaluma Joint Union High,49,Sonoma,38.23794,-122.62864
1937598,Chaparral High (Continuation),64329,Bonita Unified,19,Los Angeles,34.11782,-117.80779
3633351,Green Valley High,67959,Yucaipa-Calimesa Joint Unified,36,San Bernardino,34.00973,-117.02048
1331404,Brawley Union High,63081,Brawley Union High,13,Imperial,32.98254,-115.53347
4133070,Hillsdale High,69047,San Mateo Union High,41,San Mateo,37.5325,-122.31221
1937622,San Fernando Senior High,64733,Los Angeles Unified,19,Los Angeles,34.27274,-118.44372
2732253,Central Coast High,66092,Monterey Peninsula Unified,27,Monterey,36.6262,-121.83409
119016,Da Vinci Science,76869,Wiseburn Unified,19,Los Angeles,33.91797,-118.38426
127209,Insight School of California,63628,Maricopa Unified,15,Kern,34.27588,-118.798
3731692,El Cajon Valley High,68130,Grossmont Union High,37,San Diego,32.79918,-116.94762
4337903,Silver Creek High,69427,East Side Union High,43,Santa Clara,37.30438,-121.80586
127217,Alliance Alice M. Baxter College-Ready High,64733,Los Angeles Unified,19,Los Angeles,33.73578,-118.28706
4034807,Morro Bay High,68809,San Luis Coastal Unified,40,San Luis Obispo,35.38224,-120.85982
930040,Mt. Tallac High,61903,Lake Tahoe Unified,9,El Dorado,38.90972,-120.01469
119040,John C. Kimball High,75499,Tracy Joint Unified,39,San Joaquin,37.73293,-121.47478
127233,Young Adult Program,61176,Fremont Unified,1,Alameda,37.53827,-121.99128
135426,Bridgepoint High (Continuation),61234,Newark Unified,1,Alameda,37.54869,-122.043
127241,Del Lago Academy - Campus of Applied Science,68106,Escondido Union High,37,San Diego,33.09891,-117.10453
3830031,Wells (Ida B.) High,68478,San Francisco Unified,38,San Francisco,37.77512,-122.43405
3035409,Orange High,66621,Orange Unified,30,Orange,33.79634,-117.84836
4231452,Delta High,69310,Santa Maria Joint Union High,42,Santa Barbara,34.86602,-120.43374
1937697,San Gabriel High,75713,Alhambra Unified,19,Los Angeles,34.09328,-118.10866
2134310,Tomales High,73361,Shoreline Unified,21,Marin,38.2477,-122.89527
119081,Bishop Independent Study,76687,Bishop Unified,14,Inyo,37.15245,-118.32809
3830064,Downtown High,68478,San Francisco Unified,38,San Francisco,37.76153,-122.40393
5738802,Woodland Senior High,72710,Woodland Joint Unified,57,Yolo,38.6868,-121.78534
930099,Divide High,73783,Black Oak Mine Unified,9,El Dorado,38.912029,-120.828723
5738810,Cache Creek High (Continuation),72710,Woodland Joint Unified,57,Yolo,38.73176,-121.8083
5337407,Hayfork High,75028,Mountain Valley Unified,53,Trinity,40.55132,-123.17068
3330370,Temecula Valley High,75192,Temecula Valley Unified,33,Riverside,33.50219,-117.11811
1536325,Vista Continuation High,63529,Kern High,15,Kern,35.35771,-119.00928
1937739,San Dimas High,64329,Bonita Unified,19,Los Angeles,34.09858,-117.82342
119115,Oak Hills High,75044,Hesperia Unified,36,San Bernardino,34.38896,-117.38408
5337423,Southern Trinity High,73833,Southern Trinity Joint Unified,53,Trinity,40.45601,-123.52872
930131,Rite of Passage,10090,El Dorado County Office of Education,9,El Dorado,39.08338,-119.21908
1937747,Ron Hockwalt Academies (Continuation),73460,Walnut Valley Unified,19,Los Angeles,34.0079,-117.8563
3330388,Palm Desert High,67058,Desert Sands Unified,33,Riverside,33.73191,-116.35859
127316,Rancho Mirage High,67173,Palm Springs Unified,33,Riverside,33.82142,-116.43395
1937754,San Marino High,64964,San Marino Unified,19,Los Angeles,34.12523,-118.09884
119131,Liberty Ranch High,67355,Galt Joint Union High,34,Sacramento,38.28654,-121.28059
3330396,Canyon Springs High,67124,Moreno Valley Unified,33,Riverside,33.96334,-117.25823
3731809,El Capitan High,68130,Grossmont Union High,37,San Diego,32.86809,-116.91713
135525,Richard D. Browning High,64725,Long Beach Unified,19,Los Angeles,33.79629,-118.15408
3330412,Jurupa Valley High,67090,Jurupa Unified,33,Riverside,34.00236,-117.52132
135533,Redwood Continuation High,61150,Castro Valley Unified,1,Alameda,37.71363,-122.09206
5337456,Trinity High,76513,Trinity Alps Unified,53,Trinity,40.73965,-122.94779
635250,Pierce High,61614,Pierce Joint Unified,6,Colusa,39.01019,-122.05551
930164,Union Mine High,61853,El Dorado Union High,9,El Dorado,38.67632,-120.83904
110965,Madera South High,65243,Madera Unified,20,Madera,36.94035,-120.06588
4731253,Butte Valley High,73684,Butte Valley Unified,47,Siskiyou,41.9637,-121.92404
1036672,Selma High,62430,Selma Unified,10,Fresno,36.58038,-119.61687
3330438,Valley View High,67124,Moreno Valley Unified,33,Riverside,33.9312,-117.19378
127373,El Capitan High,65789,Merced Union High,24,Merced,37.3679,-120.4695
3330446,Centennial High,67033,Corona-Norco Unified,33,Riverside,33.85865,-117.54545
2134419,San Andreas High (Continuation),65482,Tamalpais Union High,21,Marin,37.93533,-122.52609
127381,"Ernest S. McBride, Sr. High",64725,Long Beach Unified,19,Los Angeles,33.830575,-118.09708
110999,Frontier High,63529,Kern High,15,Kern,35.41793,-119.14815
135582,LA's Promise Charter High #1,10199,Los Angeles County Office of Education,19,Los Angeles,33.99531,-118.3087
930214,EDUHSD Virtual Academy at Shenandoah,61853,El Dorado Union High,9,El Dorado,38.67656,-120.83515
4837803,Vacaville High,70573,Vacaville Unified,48,Solano,38.35996,-121.99622
1937838,San Pedro Senior High,64733,Los Angeles Unified,19,Los Angeles,33.72999,-118.29938
3330479,Beaumont Senior High,66993,Beaumont Unified,33,Riverside,33.96493,-116.97983
102830,Wilmer Amina Carter High,67850,Rialto Unified,36,San Bernardino,34.14755,-117.40186
3436979,Rio Linda High,76505,Twin Rivers Unified,34,Sacramento,38.68298,-121.43977
3830197,Independence High,68478,San Francisco Unified,38,San Francisco,37.7633,-122.46362
3330487,Temescal Canyon High,75176,Lake Elsinore Unified,33,Riverside,33.70325,-117.34785
1536440,Wasco High,63859,Wasco Union High,15,Kern,35.59592,-119.34739
3035581,Pacifica High,66522,Garden Grove Unified,30,Orange,33.7817,-118.0133
3830205,Wallenberg (Raoul) Traditional High,68478,San Francisco Unified,38,San Francisco,37.78044,-122.44624
3330495,Rancho Vista High,75192,Temecula Valley Unified,33,Riverside,33.48772,-117.10407
127423,Sage Creek High,73551,Carlsbad Unified,37,San Diego,33.15793,-117.28506
5435839,Sequoia High,72256,Visalia Unified,54,Tulare,36.33678,-119.315
3330503,Academy of Innovation,67082,Hemet Unified,33,Riverside,33.73747,-116.93554
1233352,East High (Continuation),62810,Fortuna Union High,12,Humboldt,40.59567,-124.15039
135632,WISH Academy High,64733,Los Angeles Unified,19,Los Angeles,33.95771,-118.42894
5132758,East Nicolaus High,71373,East Nicolaus Joint Union High,51,Sutter,38.91175,-121.52675
102871,Arnold O. Beckman High,73643,Tustin Unified,30,Orange,33.71772,-117.78245
733659,John F. Kennedy High,61796,West Contra Costa Unified,7,Contra Costa,37.9249,-122.32911
3330529,Murrieta Valley High,75200,Murrieta Valley Unified,33,Riverside,33.56312,-117.23061
3330537,West Valley High,67082,Hemet Unified,33,Riverside,33.71984,-117.00882
3830254,Burton (Phillip and Sala) Academic High,68478,San Francisco Unified,38,San Francisco,37.7213,-122.40651
1937903,Santa Fe High,65128,Whittier Union High,19,Los Angeles,33.94029,-118.08924
3330552,Rancho Verde High,75242,Val Verde Unified,33,Riverside,33.86018,-117.206
1233402,Fortuna Union High,62810,Fortuna Union High,12,Humboldt,40.59525,-124.15342
3330560,Val Verde High,75242,Val Verde Unified,33,Riverside,33.83854,-117.24697
102913,Middle College High,64733,Los Angeles Unified,19,Los Angeles,33.928499,-118.30658
102921,Dr. Richard A. Vladovic Harbor Teacher Preparation Academy,64733,Los Angeles Unified,19,Los Angeles,33.782907,-118.28357
3830288,Balboa High,68478,San Francisco Unified,38,San Francisco,37.72104,-122.44108
4133393,Jefferson High,68924,Jefferson Union High,41,San Mateo,37.6961,-122.46661
3330578,Cathedral City High,67173,Palm Springs Unified,33,Riverside,33.804,-116.4506
3330586,Lee V. Pollard High,67033,Corona-Norco Unified,33,Riverside,33.8534,-117.56847
733725,Las Lomas High,61630,Acalanes Union High,7,Contra Costa,37.891,-122.0551
4330015,Yerba Buena High,69427,East Side Union High,43,Santa Clara,37.32082,-121.85009
135715,Ednovate - Esperanza College Prep,64733,Los Angeles Unified,19,Los Angeles,34.03949,-118.17185
4330023,Santa Teresa High,69427,East Side Union High,43,Santa Clara,37.23618,-121.82798
1430057,Palisade Glacier High (Continuation),76687,Bishop Unified,14,Inyo,37.15245,-118.32809
127530,KIPP San Francisco College Preparatory,68478,San Francisco Unified,38,San Francisco,37.73232,-122.38167
135723,Ednovate - Brio College Prep,64733,Los Angeles Unified,19,Los Angeles,34.04867,-118.25754
4231726,Dos Pueblos Senior High,76786,Santa Barbara Unified,42,Santa Barbara,34.43845,-119.87899
4330031,Independence High,69427,East Side Union High,43,Santa Clara,37.36883,-121.85739
3035706,Rancho Alamitos High,66522,Garden Grove Unified,30,Orange,33.79887,-117.98624
119354,Independence High,75457,Paso Robles Joint Unified,40,San Luis Obispo,35.61529,-120.67083
127548,Summit Public School: Shasta,68924,Jefferson Union High,41,San Mateo,37.66658,-122.47636
3732039,Alta Vista High (Continuation),68452,Vista Unified,37,San Diego,33.22231,-117.21908
1938000,Santa Monica High,64980,Santa Monica-Malibu Unified,19,Los Angeles,34.01129,-118.48594
3732054,Valley High (Continuation),68106,Escondido Union High,37,San Diego,33.15061,-117.0319
111195,Classical Academy High,68106,Escondido Union High,37,San Diego,33.1245,-117.08003
135772,Meraki High,67447,San Juan Unified,34,Sacramento,38.64544,-121.26393
1536606,West High,63529,Kern High,15,Kern,35.34321,-119.0598
3732062,Escondido High,68106,Escondido Union High,37,San Diego,33.14564,-117.09141
4330080,Gunderson High,69666,San Jose Unified,43,Santa Clara,37.258747,-121.85513
3035748,Richland Continuation High,66621,Orange Unified,30,Orange,33.79722,-117.85483
119404,Yorba Linda High,66647,Placentia-Yorba Linda Unified,30,Orange,33.89848,-117.78913
3330669,La Quinta High,67058,Desert Sands Unified,33,Riverside,33.71373,-116.28321
3830387,"Asawa (Ruth) SF Sch of the Arts, A Public School",68478,San Francisco Unified,38,San Francisco,37.74508,-122.44949
3330677,Raincross High (Continuation),67215,Riverside Unified,33,Riverside,33.9405,-117.38011
3830403,Marshall (Thurgood) High,68478,San Francisco Unified,38,San Francisco,37.73603,-122.4017
1995398,Highland High,64246,Antelope Valley Union High,19,Los Angeles,34.59215,-118.17585
135814,Peninsula High (Continuation),69047,San Mateo Union High,41,San Mateo,37.61239,-122.42833
1036938,Sierra High,75275,Sierra Unified,10,Fresno,37.0372,-119.4548
3830411,Leadership High,68478,San Francisco Unified,38,San Francisco,37.7217200000001,-122.4449
4330122,Santa Clara High,69674,Santa Clara Unified,43,Santa Clara,37.34597,-121.98302
3330701,Santiago High,67033,Corona-Norco Unified,33,Riverside,33.83634,-117.54645
1995406,Littlerock High,64246,Antelope Valley Union High,19,Los Angeles,34.57364,-117.93711
3830429,Life Learning Academy Charter,68478,San Francisco Unified,38,San Francisco,37.82498,-122.36917
127647,e3 Civic High,68338,San Diego Unified,37,San Diego,32.7091,-117.1543
1938083,Shery (Kurt T.) High (Continuation),65060,Torrance Unified,19,Los Angeles,33.82312,-118.32388
3830437,Gateway High,68478,San Francisco Unified,38,San Francisco,37.78326,-122.43752
1995430,Independence High (Alternative),75713,Alhambra Unified,19,Los Angeles,34.09066,-118.14123
3330727,Paloma Valley High,67207,Perris Union High,33,Riverside,33.66449,-117.1902
4838058,John Finney High (Continuation),70581,Vallejo City Unified,48,Solano,38.112718,-122.243756
3330743,Chaparral High,75192,Temecula Valley Unified,33,Riverside,33.53836,-117.14752
1995448,Francisco Bravo Medical Magnet High,64733,Los Angeles Unified,19,Los Angeles,34.05812,-118.20289
119503,Everest Public High,69062,Sequoia Union High,41,San Mateo,37.47377,-122.20386
3732179,Fallbrook High,68122,Fallbrook Union High,37,San Diego,33.34863,-117.2411
135905,Oakland High,61259,Oakland Unified,1,Alameda,37.80448,-122.23688
2331361,Fort Bragg High,65565,Fort Bragg Unified,23,Mendocino,39.437776,-123.78816
3732195,Ivy High (Continuation),68122,Fallbrook Union High,37,San Diego,33.34871,-117.23809
4338406,New Valley Continuation High,69674,Santa Clara Unified,43,Santa Clara,37.35627,-121.99556
430827,Biggs High,61408,Biggs Unified,4,Butte,39.4161,-121.70606
3330800,Bayside Community Day,67124,Moreno Valley Unified,33,Riverside,33.90903,-117.23371
3633906,Montclair High,67652,Chaffey Joint Union High,36,San Bernardino,34.07302,-117.7012
1938166,Sierra Vista High,64287,Baldwin Park Unified,19,Los Angeles,34.07606,-117.98027
4330239,Leigh High,69401,Campbell Union High,43,Santa Clara,37.24217,-121.9204
3330818,Desert Hot Springs High,67173,Palm Springs Unified,33,Riverside,33.96454,-116.51755
135939,Washington Middle College High,72694,Washington Unified,57,Yolo,38.597518,-121.533991
2732808,Monterey High,66092,Monterey Peninsula Unified,27,Monterey,36.59532,-121.90136
4436754,San Lorenzo Valley High,69807,San Lorenzo Valley Unified,44,Santa Cruz,37.06106,-122.08179
1995539,California Academy of Mathematics and Science,64725,Long Beach Unified,19,Los Angeles,33.860947,-118.25424
3330842,Glen View High,66993,Beaumont Unified,33,Riverside,33.93428,-116.96928
733980,Liberty High,61721,Liberty Union High,7,Contra Costa,37.93585,-121.69405
135970,Mission Early College High,69674,Santa Clara Unified,43,Santa Clara,37.39129,-121.98213
127787,Humanities and Arts (HARTS) Academy of Los Angeles,64733,Los Angeles Unified,19,Los Angeles,33.80372,-118.30658
3330859,Martin Luther King Jr. High,67215,Riverside Unified,33,Riverside,33.8837,-117.33391
733998,La Paloma High (Continuation),61721,Liberty Union High,7,Contra Costa,37.92067,-121.68102
1995570,Educational Partnership High,64725,Long Beach Unified,19,Los Angeles,33.78941,-118.19452
127795,Contreras Learning Center-School of Social Justice,64733,Los Angeles Unified,19,Los Angeles,34.05791,-118.26137
119602,University Preparatory High,10546,Tulare County Office of Education,54,Tulare,36.324068,-119.31755
127803,Early College Academy-LA Trade Tech College,64733,Los Angeles Unified,19,Los Angeles,34.03287,-118.26962
1995588,Palos Verdes Peninsula High,64865,Palos Verdes Peninsula Unified,19,Los Angeles,33.77832,-118.3733
4830022,Travis Education Center,70565,Travis Unified,48,Solano,38.27989,-121.96138
1930056,Cerritos High,64212,ABC Unified,19,Los Angeles,33.86497,-118.06508
4338505,Westmont High,69401,Campbell Union High,43,Santa Clara,37.2709,-121.98577
4330312,Phoenix High,69427,East Side Union High,43,Santa Clara,37.2357,-121.82894
111435,Marina High,66092,Monterey Peninsula Unified,27,Monterey,36.67537,-121.80159
5632849,Hueneme High,72546,Oxnard Union High,56,Ventura,34.15966,-119.18225
3035987,Junipero Serra High,66464,Capistrano Unified,30,Orange,33.50648,-117.66449
119636,Da Vinci Design,76869,Wiseburn Unified,19,Los Angeles,33.91925,-118.37477
4133716,Menlo-Atherton High,69062,Sequoia Union High,41,San Mateo,37.46142,-122.1747
1930080,Agoura High,64683,Las Virgenes Unified,19,Los Angeles,34.15117,-118.7493
3036001,San Clemente High,66464,Capistrano Unified,30,Orange,33.44079,-117.61517
4830048,Liberty High,70524,Benicia Unified,48,Solano,38.0505,-122.15165
5436258,Bravo Lake High,76794,Woodlake Unified,54,Tulare,36.3428900332647,-119.269732566198
4830055,Maine Prairie High (Continuation),70532,Dixon Unified,48,Solano,38.44786,-121.82013
3732336,Granite Hills High,68130,Grossmont Union High,37,San Diego,32.79932,-116.91506
4330353,Pegasus High,69427,East Side Union High,43,Santa Clara,37.36734,-121.85831
136051,Oakland Technical High,61259,Oakland Unified,1,Alameda,37.83248,-122.25461
4330361,Apollo High,69427,East Side Union High,43,Santa Clara,37.33079,-121.83022
1930106,Santana High (Continuation),73452,Rowland Unified,19,Los Angeles,34.01259,-117.8984
5436282,Woodlake High,76794,Woodlake Unified,54,Tulare,36.42009,-119.10374
111484,New Village Girls Academy,64733,Los Angeles Unified,19,Los Angeles,34.07141,-118.27944
1938307,South Gate Senior High,64733,Los Angeles Unified,19,Los Angeles,33.95511,-118.20991
111492,Alliance Patti And Peter Neuwirth Leadership Academy,64733,Los Angeles Unified,19,Los Angeles,34.00136,-118.27376
1995653,Sierra Vista High (Alternative),65128,Whittier Union High,19,Los Angeles,33.952489,-118.04524
4830089,Will C. Wood High,70573,Vacaville Unified,48,Solano,38.34656,-121.97769
111500,Alliance Dr. Olga Mohan High,64733,Los Angeles Unified,19,Los Angeles,34.03687,-118.27213
1995661,South El Monte High,64519,El Monte Union High,19,Los Angeles,34.03623,-118.04403
3330958,March Valley,67124,Moreno Valley Unified,33,Riverside,33.92721,-117.23427
127894,Valor Academy High,64733,Los Angeles Unified,19,Los Angeles,34.24077,-118.45853
5034905,Modesto High,71175,Modesto City High,50,Stanislaus,37.63088,-121.00733
4830113,Buckingham Collegiate Charter Academy,70573,Vacaville Unified,48,Solano,38.34802,-121.98772
5034913,Robert Elliott Alternative Education Center,71175,Modesto City High,50,Stanislaus,37.66496,-120.9841
127910,Camino Nuevo High #2,64733,Los Angeles Unified,19,Los Angeles,34.07647,-118.28547
1930155,Schurr High,64808,Montebello Unified,19,Los Angeles,34.02753,-118.12251
3330990,Coachella Valley High,73676,Coachella Valley Unified,33,Riverside,33.64373,-116.19997
1995695,Cesar Chavez Continuation High,73437,Compton Unified,19,Los Angeles,33.91888,-118.23969
119727,Ramon C. Cortines School of Visual and Performing Arts,64733,Los Angeles Unified,19,Los Angeles,34.05983,-118.24424
1930163,Alhambra High,75713,Alhambra Unified,19,Los Angeles,34.09287,-118.12877
