SchoolCode,SchoolName,DistrictCode,DistrictName,CountyCode,CountyName,Latitude,Longitude
140129,Ednovate College Prep 7,64733,Los Angeles Unified,19,Los Angeles,,
131938,Clear Passage Educational Center,64725,Long Beach Unified,19,Los Angeles,33.78454,-118.18098
131953,Lassen Community Day,64139,Lassen Union High,18,Lassen,40.41528,-120.65448
3031929,El Dorado High,66647,Placentia-Yorba Linda Unified,30,Orange,33.89215,-117.85613
4334462,Monta Vista High,69468,Fremont Union High,43,Santa Clara,37.3145,-122.05619
4334470,Milpitas High,73387,Milpitas Unified,43,Santa Clara,37.45076,-121.90055
3031945,El Camino Real Continuation High,66647,Placentia-Yorba Linda Unified,30,Orange,33.86885,-117.83758
123786,Credo High,73882,Cotati-Rohnert Park Unified,49,Sonoma,38.321835,-122.68133
5637004,Thousand Oaks High,73759,Conejo Valley Unified,56,Ventura,34.21157,-118.87018
3031952,El Modena High,66621,Orange Unified,30,Orange,33.79045,-117.81136
3834769,O'Connell (John) High,68478,San Francisco Unified,38,San Francisco,37.75954,-122.41454
123794,Summit Public School: Tahoma,10439,Santa Clara County Office of Education,43,Santa Clara,37.2539,-121.82
1934231,Inglewood High,64634,Inglewood Unified,19,Los Angeles,33.96039,-118.35592
4334488,Central High (Continuation),69583,Morgan Hill Unified,43,Santa Clara,37.15457,-121.67925
123802,Health Careers Academy,68676,Stockton Unified,39,San Joaquin,37.96556,-121.28176
131995,B. Roberto Cruz Leadership Academy,69427,East Side Union High,43,Santa Clara,37.359087,-121.815929
1934249,Inglewood Continuation High,64634,Inglewood Unified,19,Los Angeles,33.95673,-118.36308
132027,University Preparatory Value High,64733,Los Angeles Unified,19,Los Angeles,34.04683,-118.28082
730044,Northgate High,61754,Mt. Diablo Unified,7,Contra Costa,37.90797,-122.00846
3032000,Estancia High,66597,Newport-Mesa Unified,30,Orange,33.65864,-117.93452
730051,California High,61804,San Ramon Valley Unified,7,Contra Costa,37.74707,-121.94635
3138500,Tahoe Truckee High,66944,Tahoe-Truckee Unified,31,Placer,39.32474,-120.21641
3130309,Adelante High (Continuation),66928,Roseville Joint Union High,31,Placer,38.75256,-121.27997
3630019,Eric Birch High (Continuation),67710,Fontana Unified,36,San Bernardino,34.10973,-117.41011
4932554,Healdsburg High,75390,Healdsburg Unified,49,Sonoma,38.62283,-122.86722
115667,Oakland International High,61259,Oakland Unified,1,Alameda,37.83361,-122.26047
3630035,Don Antonio Lugo High,67678,Chino Valley Unified,36,San Bernardino,34.00894,-117.71673
3335130,Palm Springs High,67173,Palm Springs Unified,33,Riverside,33.81768,-116.52097
107482,San Diego Metro Career and Tech,68338,San Diego Unified,37,San Diego,32.804713,-117.17053
5030879,Ceres High,71043,Ceres Unified,50,Stanislaus,37.59575,-120.95577
730101,Live Oak High (Continuation),61648,Antioch Unified,7,Contra Costa,38.00551,-121.81308
3630076,Baker High,73858,Baker Valley Unified,36,San Bernardino,35.27549,-116.07295
3433471,Galt High,67355,Galt Joint Union High,34,Sacramento,38.25644,-121.29869
107524,Acalanes Center for Independent Study,61630,Acalanes Union High,7,Contra Costa,37.87626,-122.07546
3630100,Goodwill High,67934,Victor Valley Union High,36,San Bernardino,34.52951,-117.30813
132126,Bert Corona Charter High,64733,Los Angeles Unified,19,Los Angeles,34.27131,-118.40527
1934371,Thomas Jefferson Senior High,64733,Los Angeles Unified,19,Los Angeles,34.00959,-118.2512
132134,Phillip J Patino School of Entrepreneurship,62166,Fresno Unified,10,Fresno,36.76924,-119.78724
3032109,Foothill High,73643,Tustin Unified,30,Orange,33.76683,-117.79774
140343,Oceanside Unified School District Adult Transition Program,73569,Oceanside Unified,37,San Diego,,
4236345,Santa Ynez Valley Union High,69328,Santa Ynez Valley Union High,42,Santa Barbara,34.60817,-120.0995
4138053,Woodside High,69062,Sequoia Union High,41,San Mateo,37.44528,-122.23052
730184,Black Diamond High (Continuation),61788,Pittsburg Unified,7,Contra Costa,38.0048850033002,-121.874463159852
3630159,Milor Continuation High,67850,Rialto Unified,36,San Bernardino,34.08575,-117.37371
1934421,Bowman (Jereann) High (Continuation),65136,William S. Hart Union High,19,Los Angeles,34.41139,-118.51436
140376,Casterlin High,63040,Southern Humboldt Joint Unified,12,Humboldt,,
5137500,Sutter High,71449,Sutter Union High,51,Sutter,39.16571,-121.75502
3032158,Fountain Valley High,66548,Huntington Beach Union High,30,Orange,33.70506,-117.96139
5432414,Lindsay Senior High,71993,Lindsay Unified,54,Tulare,36.21121,-119.07196
1934454,David Starr Jordan Senior High,64733,Los Angeles Unified,19,Los Angeles,33.94406,-118.23077
132225,Castro Valley High,61150,Castro Valley Unified,1,Alameda,37.70431,-122.07668
107649,Countryside Community Day,72249,Tulare Joint Union High,54,Tulare,36.19588,-119.35741
1934470,Jordan High,64725,Long Beach Unified,19,Los Angeles,33.87247,-118.18461
4334728,Mountain View High,69609,Mountain View-Los Altos Union High,43,Santa Clara,37.36026,-122.06715
132233,John Henry High,77354,SBE - John Henry High,7,Contra Costa,37.91289,-122.355
3630217,Black Rock Alternative/Continuation,67777,Morongo Unified,36,San Bernardino,34.1274,-116.3713
4334736,Alta Vista High,69609,Mountain View-Los Altos Union High,43,Santa Clara,37.36009,-122.0637
2835601,Napa High,66266,Napa Valley Unified,28,Napa,38.31065,-122.29751
3630225,Alta Loma High,67652,Chaffey Joint Union High,36,San Bernardino,34.12225,-117.61161
107672,Sequoia High,65789,Merced Union High,24,Merced,37.299189,-120.47293
3630233,Serrano High,73957,Snowline Joint Unified,36,San Bernardino,34.41247,-117.57396
2434207,Los Banos High,65755,Los Banos Unified,24,Merced,37.05073,-120.8411
3630241,Mountain High,67868,Rim of the World Unified,36,San Bernardino,34.23298,-117.20867
730283,Acalanes High,61630,Acalanes Union High,7,Contra Costa,37.90328,-122.0966
132274,Alpha Cindy Avitia High,69427,East Side Union High,43,Santa Clara,37.3304,-121.8289
730291,Middle College High,61796,West Contra Costa Unified,7,Contra Costa,37.970497,-122.33766
1230010,Osprey Learning Center,63040,Southern Humboldt Joint Unified,12,Humboldt,40.11903,-123.824278
107706,Blue Heron,64022,Konocti Unified,17,Lake,38.91475,-122.60548
132282,Ednovate - East College Prep,64733,Los Angeles Unified,19,Los Angeles,34.05406,-118.25461
3630266,Educational Training Center,67801,Needles Unified,36,San Bernardino,34.84124,-114.61801
3630274,Silver Valley High,73890,Silver Valley Unified,36,San Bernardino,34.89729,-116.88856
3630282,Calico Continuation High,73890,Silver Valley Unified,36,San Bernardino,34.86076,-116.89028
107722,River Valley High,71464,Yuba City Unified,51,Sutter,39.13764,-121.66015
1230028,Captain John Continuation High,62901,Klamath-Trinity Joint Unified,12,Humboldt,41.04894,-123.67556
1033430,Kerman High,73999,Kerman Unified,10,Fresno,36.73256,-120.06611
1934553,Mark Keppel High,75713,Alhambra Unified,19,Los Angeles,34.07048,-118.11559
1230044,Pacific Coast High (Continuation),62687,Northern Humboldt Union High,12,Humboldt,40.87642,-124.08907
1230051,Mad River High (Continuation),62687,Northern Humboldt Union High,12,Humboldt,40.95522,-124.10912
132324,Eunice Sato Academy of Math & Science,64725,Long Beach Unified,19,Los Angeles,33.77962,-118.10538
124131,California Preparatory Academy,66464,Capistrano Unified,30,Orange,33.48393,-117.67164
3630308,San Andreas High,67876,San Bernardino City Unified,36,San Bernardino,34.12931,-117.21639
107755,Port of Los Angeles High,64733,Los Angeles Unified,19,Los Angeles,33.74026,-118.28257
4130027,Pilarcitos Alternative High (Continuation),68890,Cabrillo Unified,41,San Mateo,37.46301,-122.43537
3638509,Yucaipa High,67959,Yucaipa-Calimesa Joint Unified,36,San Bernardino,34.03726,-117.08689
730358,Prospect High (Continuation),61754,Mt. Diablo Unified,7,Contra Costa,37.937253,-122.06659
4334850,Mt. Madonna High,69484,Gilroy Unified,43,Santa Clara,37.02015,-121.59514
1230085,Mattole Triple Junction High,75382,Mattole Unified,12,Humboldt,40.3217,-124.28555
107797,Heritage High,61721,Liberty Union High,7,Contra Costa,37.92122,-121.75469
1434901,Lone Pine High,63289,Lone Pine Unified,14,Inyo,36.60186,-118.0604
3630365,Chaparral High,73957,Snowline Joint Unified,36,San Bernardino,34.41783,-117.5776
115998,San Pasqual Academy,10371,San Diego County Office of Education,37,San Diego,33.08725,-116.94798
3630373,Etiwanda High,67652,Chaffey Joint Union High,36,San Bernardino,34.1301,-117.51033
4334900,Mt. Pleasant High,69427,East Side Union High,43,Santa Clara,37.34644,-121.80777
730424,Summit High (Continuation),61754,Mt. Diablo Unified,7,Contra Costa,37.97779,-121.98832
3433794,Grant Union High,76505,Twin Rivers Unified,34,Sacramento,38.636213,-121.43506
3630407,Hesperia High,75044,Hesperia Unified,36,San Bernardino,34.43008,-117.34773
730440,Vicente Martinez High,61739,Martinez Unified,7,Contra Costa,38.01533,-122.13172
1934678,Lakewood High,64725,Long Beach Unified,19,Los Angeles,33.83841,-118.12212
3630423,Apple Valley High,75077,Apple Valley Unified,36,San Bernardino,34.46667,-117.18898
3638616,Yucca Valley High,67777,Morongo Unified,36,San Bernardino,34.11279,-116.42453
730457,Freedom High,61721,Liberty Union High,7,Contra Costa,37.969346,-121.71996
730465,Deer Valley High,61648,Antioch Unified,7,Contra Costa,37.9636,-121.77516
3630456,Hillside High,75069,Upland Unified,36,San Bernardino,34.09554,-117.68027
1934728,La Mirada High,64840,Norwalk-La Mirada Unified,19,Los Angeles,33.90784,-118.00238
3630472,Mojave High,75044,Hesperia Unified,36,San Bernardino,34.44466,-117.30151
2131340,Sir Francis Drake High,65482,Tamalpais Union High,21,Marin,37.9836200000001,-122.57285
107920,Lakeside High,75176,Lake Elsinore Unified,33,Riverside,33.66931,-117.3827
3630480,Citrus High (Continuation),67710,Fontana Unified,36,San Bernardino,34.05832,-117.44437
435602,Oroville High,61515,Oroville Union High,4,Butte,39.51437,-121.54522
1533330,Highland High,63529,Kern High,15,Kern,35.40045,-118.93353
4130217,Aragon High,69047,San Mateo Union High,41,San Mateo,37.5505,-122.32984
730549,Alhambra Senior High,61739,Martinez Unified,7,Contra Costa,38.00181,-122.13429
3032505,Fullerton Union High,66514,Fullerton Joint Union High,30,Orange,33.87564,-117.92191
3630522,Ruben S. Ayala High,67678,Chino Valley Unified,36,San Bernardino,33.99354,-117.7307
3630530,Zupanic High,67850,Rialto Unified,36,San Bernardino,34.08579,-117.3737
132548,IDEA Center,68130,Grossmont Union High,37,San Diego,32.81728,-116.98066
124362,Valley Academy of Arts and Sciences,64733,Los Angeles Unified,19,Los Angeles,34.26004,-118.50362
132555,Conservatory of Vocal/Instrumental Arts High,61259,Oakland Unified,1,Alameda,37.78935,-122.16536
730572,Independence High,61721,Liberty Union High,7,Contra Costa,37.935783,-121.69723
1934801,La Puente High,73445,Hacienda la Puente Unified,19,Los Angeles,34.02531,-117.95458
124370,Cesar E. Chavez Learning Academies-Arts/Theatre/Entertain Mag,64733,Los Angeles Unified,19,Los Angeles,34.28862,-118.42102
5432786,Monache High,75523,Porterville Unified,54,Tulare,36.08292,-119.0511
5031380,Grace M. Davis High,71175,Modesto City High,50,Stanislaus,37.6812,-121.00964
3630555,Fontana A. B. Miller High,67710,Fontana Unified,36,San Bernardino,34.12992,-117.4486
1033695,Kingsburg High,62257,Kingsburg Joint Union High,10,Fresno,36.51896,-119.54628
3630563,Lucerne Valley High,75051,Lucerne Valley Unified,36,San Bernardino,34.45723,-116.93918
1730019,Natural High (Continuation),64030,Lakeport Unified,17,Lake,39.05947,-122.91431
124388,Cesar E. Chavez Learning Academies-Social Justice Humanitas Academy,64733,Los Angeles Unified,19,Los Angeles,34.28862,-118.42102
730598,Hercules High,61796,West Contra Costa Unified,7,Contra Costa,37.998959,-122.25156
1033703,Kings Canyon Continuation,62265,Kings Canyon Joint Unified,10,Fresno,36.58871,-119.37655
3630571,Rancho Cucamonga High,67652,Chaffey Joint Union High,36,San Bernardino,34.13139,-117.54617
1730027,Carle (William C.) High (Continuation),64022,Konocti Unified,17,Lake,38.914628,-122.60466
124396,Cesar E. Chavez Learning Academies-Academy of Scientific Exploration (ASE),64733,Los Angeles Unified,19,Los Angeles,34.28862,-118.42102
1730035,Loconoma Valley High,64055,Middletown Unified,17,Lake,38.758525,-122.61429
124404,Cesar E. Chavez Learning Academies-Technology Preparatory Academy,64733,Los Angeles Unified,19,Los Angeles,34.28862,-118.42102
1730043,Ed Donaldson Education Center,64014,Kelseyville Unified,17,Lake,38.97789,-122.83123
5432828,Mt. Whitney High,72256,Visalia Unified,54,Tulare,36.32241,-119.29844
1033729,Oasis Continuation High,62257,Kingsburg Joint Union High,10,Fresno,36.51864,-119.54169
1730050,Clover Valley High (Continuation),76976,Upper Lake Unified,17,Lake,39.166077,-122.90185
3630597,Rialto High,67850,Rialto Unified,36,San Bernardino,34.0902,-117.35453
4032009,Coast Union High,75465,Coast Unified,40,San Luis Obispo,35.56851,-121.0673
4630034,Sierra Pass (Continuation),70177,Sierra-Plumas Joint Unified,46,Sierra,,
1934868,La Serna High,65128,Whittier Union High,19,Los Angeles,33.95502,-117.99777
4130324,Baden High (Continuation),69070,South San Francisco Unified,41,San Mateo,37.64997,-122.43593
108076,Central Valley High,71043,Ceres Unified,50,Stanislaus,37.57898,-120.9595
108084,Whitney High,75085,Rocklin Unified,31,Placer,38.83641,-121.28939
108092,Orange Cove High,62265,Kings Canyon Joint Unified,10,Fresno,36.61216,-119.32108
116285,Redondo Beach Learning Academy,75341,Redondo Beach Unified,19,Los Angeles,33.84778,-118.3805
124479,Dr. Maya Angelou Community High,64733,Los Angeles Unified,19,Los Angeles,33.99401,-118.26729
124487,Public Service Community at Diego Rivera Learning Complex,64733,Los Angeles Unified,19,Los Angeles,33.98412,-118.25611
1132109,Elk Creek Junior-Senior High,62653,Stony Creek Joint Unified,11,Glenn,39.60686,-122.53838
1934926,Lawndale High,64352,Centinela Valley Union High,19,Los Angeles,33.89626,-118.36205
124495,Communication and Technology at Diego Rivera Learning Complex,64733,Los Angeles Unified,19,Los Angeles,33.98412,-118.25611
132688,Dewey Academy,61259,Oakland Unified,1,Alameda,37.79693,-122.25839
3335759,Palo Verde High,67181,Palo Verde Unified,33,Riverside,33.62052,-114.6066
124503,Diego Rivera Learning Complex Green Design STEAM Academy,64733,Los Angeles Unified,19,Los Angeles,33.98412,-118.25611
124511,Performing Arts Community at Diego Rivera Learning Complex,64733,Los Angeles Unified,19,Los Angeles,33.98412,-118.25611
132704,Dublin High,75093,Dublin Unified,1,Alameda,37.71957,-121.92518
3933793,Village Oaks High,68569,Lincoln Unified,39,San Joaquin,38.00038,-121.3332
1533538,Kern Valley High,63529,Kern High,15,Kern,35.60778,-118.46497
5031521,Denair High,71068,Denair Unified,50,Stanislaus,37.52394,-120.80429
4335204,Oak Grove High,69427,East Side Union High,43,Santa Clara,37.25332,-121.81989
3630696,Mountain View High,75051,Lucerne Valley Unified,36,San Bernardino,34.41026,-116.9076
3933801,Lincoln High,68569,Lincoln Unified,39,San Joaquin,38.01114,-121.33747
3630712,Central High (Continuation),67611,Barstow Unified,36,San Bernardino,34.90202,-117.0257
108159,Cesar Chavez High,68676,Stockton Unified,39,San Joaquin,38.01313,-121.26825
124552,Applied Technology Center,64808,Montebello Unified,19,Los Angeles,34.00482,-118.11705
132746,Emery Secondary,61168,Emery Unified,1,Alameda,37.83582,-122.28219
124560,Synergy Quantum Academy,64733,Los Angeles Unified,19,Los Angeles,33.99401,-118.26729
116368,Mission Oak High,72249,Tulare Joint Union High,54,Tulare,36.19846,-119.29894
5637780,Mary B. Perry High,32276,California Education Authority (CEA) Headquarters,34,Sacramento,34.24316,-119.10589
116376,Lathrop High,68593,Manteca Unified,39,San Joaquin,37.82618,-121.30326
3630746,Sultana High,75044,Hesperia Unified,36,San Bernardino,34.41044,-117.2867
108191,Summit High,67710,Fontana Unified,36,San Bernardino,34.14846,-117.46512
116384,Robert F. Kennedy High,63412,Delano Joint Union High,15,Kern,35.7717,-119.26829
116392,Independence High,63529,Kern High,15,Kern,35.28273,-119.11116
4130472,Burlingame High,69047,San Mateo Union High,41,San Mateo,37.58238,-122.34676
116400,Mira Monte High,63529,Kern High,15,Kern,35.33763,-118.93328
3032752,Garden Grove High,66522,Garden Grove Unified,30,Orange,33.7782,-117.93728
3630779,Redlands East Valley High,67843,Redlands Unified,36,San Bernardino,34.06129,-117.12873
4531901,Central Valley High,75267,Gateway Unified,45,Shasta,40.67691,-122.37432
5637822,Ventura High,72652,Ventura Unified,56,Ventura,34.27826,-119.26794
108225,Ronald E. McNair High,68585,Lodi Unified,39,San Joaquin,38.03936,-121.29859
3630787,Silverado High,67934,Victor Valley Union High,36,San Bernardino,34.50255,-117.3751
1935048,Leuzinger High,64352,Centinela Valley Union High,19,Los Angeles,33.90134,-118.3469
3032786,Gilbert High (Continuation),66431,Anaheim Union High,30,Orange,33.81709,-117.94676
3630803,Barstow High,67611,Barstow Unified,36,San Bernardino,34.89368,-117.02835
1033950,Laton High,62281,Laton Joint Unified,10,Fresno,36.43429,-119.68284
100065,Oakland Unity High,61259,Oakland Unified,1,Alameda,37.77361,-122.185
116459,Antelope High,66928,Roseville Joint Union High,31,Placer,38.71073,-121.35597
730861,Antioch High,61648,Antioch Unified,7,Contra Costa,38.00628,-121.8163
100081,William J. (Pete) Knight High,64246,Antelope Valley Union High,19,Los Angeles,34.56301,-118.00871
3630845,Chaffey Community Day,67652,Chaffey Joint Union High,36,San Bernardino,34.08804,-117.61316
3933959,Linden High,68577,Linden Unified,39,San Joaquin,38.02055,-121.08804
116491,Open Door Charter,10272,Monterey County Office of Education,27,Monterey,,
1935121,Abraham Lincoln Senior High,64733,Los Angeles Unified,19,Los Angeles,34.07468,-118.20403
2230035,Spring Hill High (Continuation),65532,Mariposa County Unified,22,Mariposa,37.47266,-119.902
116509,Alliance Morgan McKinzie High,64733,Los Angeles Unified,19,Los Angeles,34.03549,-118.18736
5130018,Albert Powell Continuation,71464,Yuba City Unified,51,Sutter,39.16199,-121.62619
3335973,Perris High,67207,Perris Union High,33,Riverside,33.80045,-117.22374
3737384,Sunset High (Continuation),68346,San Dieguito Union High,37,San Diego,33.04409,-117.2778
132910,College and Career Preparatory Academy,10306,Orange County Department of Education,30,Orange,33.7324,-117.84434
3630894,Granite Hills High,75077,Apple Valley Unified,36,San Bernardino,34.50888,-117.16526
1337138,Sam Webb Continuation,63149,Holtville Unified,13,Imperial,32.816308,-115.38613
3630902,Henry J. Kaiser High,67710,Fontana Unified,36,San Bernardino,34.0509200000001,-117.49288
124727,Kingsburg Independent Study High,62257,Kingsburg Joint Union High,10,Fresno,36.5183,-119.5415
5130042,Butte View High,71449,Sutter Union High,51,Sutter,39.16702,-121.75588
2230076,Coulterville High,65532,Mariposa County Unified,22,Mariposa,37.74598,-120.13058
2230084,Yosemite Park High,65532,Mariposa County Unified,22,Mariposa,37.67249,-119.80869
4335428,William C. Overfelt High,69427,East Side Union High,43,Santa Clara,37.33052,-121.82995
3737418,San Dieguito HS Academy,68346,San Dieguito Union High,37,San Diego,33.03785,-117.27455
5130059,Valley Oak Continuation High,71399,Live Oak Unified,51,Sutter,39.276287,-121.65515
108365,Segerstrom High,66670,Santa Ana Unified,30,Orange,33.70313,-117.89951
100180,Mountain Oaks High,75606,Chawanakee Unified,20,Madera,37.22766,-119.50192
3032919,Hillview High (Continuation),73643,Tustin Unified,30,Orange,33.735137,-117.8097
100198,Golden Valley High,63529,Kern High,15,Kern,35.27951,-119.00956
132969,Compton Early College High,73437,Compton Unified,19,Los Angeles,33.91543,-118.23959
116590,Harmony Magnet Academy,75523,Porterville Unified,54,Tulare,36.143243,-119.06383
3032943,Huntington Beach High,66548,Huntington Beach Union High,30,Orange,33.6764,-118.00236
1230705,Arcata High,62687,Northern Humboldt Union High,12,Humboldt,40.87642,-124.08907
108407,Eastside High,64246,Antelope Valley Union High,19,Los Angeles,34.68021,-118.07016
5031802,Thomas Downey High,71175,Modesto City High,50,Stanislaus,37.65759,-120.97442
3434370,Highlands High,76505,Twin Rivers Unified,34,Sacramento,38.68807,-121.35892
1632140,Kings Lake Education Center,63891,Corcoran Joint Unified,16,Kings,36.09652,-119.57247
1935246,Los Altos High,73445,Hacienda la Puente Unified,19,Los Angeles,34.00766,-117.97576
5433230,Orosi High,71860,Cutler-Orosi Joint Unified,54,Tulare,36.54831,-119.28732
133009,Brenkwitz High,61192,Hayward Unified,1,Alameda,37.67259,-122.09834
1533843,Maricopa High,63628,Maricopa Unified,15,Kern,35.05407,-119.40381
100255,Desert Mirage High,73676,Coachella Valley Unified,33,Riverside,33.57093,-116.16216
116640,Dunlap Leadership Academy,62265,Kings Canyon Joint Unified,10,Fresno,36.73555,-119.11575
124834,Sierra Academy of Expeditionary Learning,66357,Nevada Joint Union High,29,Nevada,39.26523,-121.01888
3631017,Chino Hills High,67678,Chino Valley Unified,36,San Bernardino,33.96003,-117.6869
4130738,Capuchino High,69047,San Mateo Union High,41,San Mateo,37.60963,-122.40693
1632207,Corcoran High,63891,Corcoran Joint Unified,16,Kings,36.09725,-119.56798
3631058,Los Osos High,67652,Chaffey Joint Union High,36,San Bernardino,34.14504,-117.5559
3631066,Big Bear High,67637,Bear Valley Unified,36,San Bernardino,34.25598,-116.82566
124891,Alliance Renee and Meyer Luskin Academy High,64733,Los Angeles Unified,19,Los Angeles,33.97707,-118.32572
3033057,Katella High,66431,Anaheim Union High,30,Orange,33.82399,-117.8855
1034214,McLane High,62166,Fresno Unified,10,Fresno,36.774997,-119.75502
4835302,Rio Vista High,67413,River Delta Joint Unified,34,Sacramento,38.154644,-121.69665
3631082,Arroyo Valley High,67876,San Bernardino City Unified,36,San Bernardino,34.11818,-117.32716
3631090,Middle College High,67876,San Bernardino City Unified,36,San Bernardino,34.08877,-117.3131
731125,Campolindo High,61630,Acalanes Union High,7,Contra Costa,37.86727,-122.127
1935352,Los Angeles Senior High,64733,Los Angeles Unified,19,Los Angeles,34.05586,-118.33204
100354,Hawthorne Math and Science Academy,64592,Hawthorne,19,Los Angeles,33.92033,-118.35411
124933,PUC Early College Academy for Leaders and Scholars (ECALS),64733,Los Angeles Unified,19,Los Angeles,34.10247,-118.23895
108555,Design Science Middle College High,62166,Fresno Unified,10,Fresno,36.768083,-119.796144
124941,Alliance Margaret M. Bloomfield Technology Academy High,64733,Los Angeles Unified,19,Los Angeles,33.96696,-118.2306
5031950,East Stanislaus High,75564,Oakdale Joint Unified,50,Stanislaus,37.76047,-120.85693
3033115,John F. Kennedy High,66431,Anaheim Union High,30,Orange,33.84099,-118.03774
3737632,San Marcos High,73791,San Marcos Unified,37,San Diego,33.13037,-117.20628
2730018,Carmel Valley High,65987,Carmel Unified,27,Monterey,36.52938,-121.82755
3336237,Polytechnic High,67215,Riverside Unified,33,Riverside,33.95134,-117.36872
2730034,North Monterey County High,73825,North Monterey County Unified,27,Monterey,36.778,-121.73452
3631157,Colony High,67652,Chaffey Joint Union High,36,San Bernardino,34.01662,-117.56831
124990,Urban Corps of San Diego County Charter,10264,Mono County Office of Education,26,Mono,32.75539,-117.20337
1935428,Vista High,64774,Lynwood Unified,19,Los Angeles,33.9214600000001,-118.17982
100420,Vista Murrieta High,75200,Murrieta Valley Unified,33,Riverside,33.59682,-117.16578
1935436,Lynwood High,64774,Lynwood Unified,19,Los Angeles,33.93012,-118.18972
125021,Minarets Charter High,75606,Chawanakee Unified,20,Madera,37.12446,-119.72997
2730083,Portola-Butler Continuation High,66068,South Monterey County Joint Union High,27,Monterey,36.20971,-121.13429
5630066,Frontier High,72546,Oxnard Union High,56,Ventura,34.20673,-119.07673
3033206,Laguna Beach High,66555,Laguna Beach Unified,30,Orange,33.5417900000001,-117.77607
125047,CDS Bishop High,76687,Bishop Unified,14,Inyo,37.3622,-118.40285
2730109,Alisal High,66159,Salinas Union High,27,Monterey,36.68489,-121.60158
108670,Leadership Public Schools - Hayward,61192,Hayward Unified,1,Alameda,37.62325,-122.08679
2435204,Merced High,65789,Merced Union High,24,Merced,37.32053,-120.47424
125062,Tierra Del Sol Continuation High,63529,Kern High,15,Kern,35.34716,-118.96185
3434636,Hiram W. Johnson High,67439,Sacramento City Unified,34,Sacramento,38.54099,-121.42564
108688,Academy of the Redwoods,62810,Fortuna Union High,12,Humboldt,40.69959,-124.19407
116889,KIPP San Jose Collegiate,69427,East Side Union High,43,Santa Clara,37.36934,-121.8598
5630108,Conejo Valley High (Continuation),73759,Conejo Valley Unified,56,Ventura,34.1991,-118.85316
2730141,Central Bay High (Continuation),73825,North Monterey County Unified,27,Monterey,36.77553,-121.66867
1935519,Manual Arts Senior High,64733,Los Angeles Unified,19,Los Angeles,34.00833,-118.29217
116897,Cosumnes Oaks High,67314,Elk Grove Unified,34,Sacramento,38.39929,-121.39747
5630116,Westlake High,73759,Conejo Valley Unified,56,Ventura,34.16098,-118.81612
4335782,Palo Alto High,69641,Palo Alto Unified,43,Santa Clara,37.43694,-122.15614
100529,Cesar E. Chavez High,63412,Delano Joint Union High,15,Kern,35.7663,-119.22115
4130993,Carlmont High,69062,Sequoia Union High,41,San Mateo,37.50531,-122.28819
5630132,Oak Park High,73874,Oak Park Unified,56,Ventura,34.18027,-118.76508
2730166,Everett Alvarez High,66159,Salinas Union High,27,Monterey,36.71233,-121.61604
133306,Orange Vista High,75242,Val Verde Unified,33,Riverside,33.81451,-117.19894
2730174,Greenfield High,66068,South Monterey County Joint Union High,27,Monterey,36.31394,-121.2383
1534155,McFarland High School Early College,73908,McFarland Unified,15,Kern,35.67408,-119.23068
2730190,Soledad High,75440,Soledad Unified,27,Monterey,36.43766,-121.32606
1935568,John Marshall Senior High,64733,Los Angeles Unified,19,Los Angeles,34.10868,-118.27647
108753,Pleasant Grove High,67314,Elk Grove Unified,34,Sacramento,38.42623,-121.33955
116954,Jack London Community Day,64733,Los Angeles Unified,19,Los Angeles,34.17678,-118.41519
3631322,Bloomington High,67686,Colton Joint Unified,36,San Bernardino,34.05803,-117.41512
5630173,Sierra High,72454,Fillmore Unified,56,Ventura,34.40301,-118.91463
125153,Beach High-Intensive Learning Program,64725,Long Beach Unified,19,Los Angeles,33.80542,-118.14943
125161,Castlemont High,61259,Oakland Unified,1,Alameda,37.75884,-122.16369
108787,High Tech High Media Arts,68338,San Diego Unified,37,San Diego,32.73453,-117.21986
731380,Clayton Valley Charter High,10074,Contra Costa County Office of Education,7,Contra Costa,37.9497,-121.96905
5630199,Oak View High,73874,Oak Park Unified,56,Ventura,34.17171,-118.76517
100602,"Lennox Mathematics, Science and Technology Academy",64709,Lennox,19,Los Angeles,33.93511,-118.35179
1337609,San Pasqual Valley High,63214,San Pasqual Valley Unified,13,Imperial,32.74922,-114.59747
3434768,John F. Kennedy High,67439,Sacramento City Unified,34,Sacramento,38.50421,-121.5337
117010,Minarets High,75606,Chawanakee Unified,20,Madera,37.12446,-119.72997
3033362,La Habra High,66514,Fullerton Joint Union High,30,Orange,33.93702,-117.95681
133397,Granada High,61200,Livermore Valley Joint Unified,1,Alameda,37.67485,-121.78782
133405,Portola High,73650,Irvine Unified,30,Orange,33.67228,-117.71383
330019,Independence High (Continuation),73981,Amador County Unified,3,Amador,38.37758,-120.80882
4335907,Piedmont Hills High,69427,East Side Union High,43,Santa Clara,37.40246,-121.85052
3131687,Confluence Continuation High,66894,Placer Union High,31,Placer,38.89608,-121.06853
2132264,Marin Oaks High,65417,Novato Unified,21,Marin,38.09805,-122.57622
3434792,Kinney High (Continuation),67330,Folsom-Cordova Unified,34,Sacramento,38.60128,-121.27547
330027,Pine Grove Youth Conservation Camp,32276,California Education Authority (CEA) Headquarters,34,Sacramento,38.41149,-120.63982
3336492,Ramona High,67215,Riverside Unified,33,Riverside,33.94025,-117.41444
2132272,Novato High,65417,Novato Unified,21,Marin,38.08981,-122.57244
